Kanji,NR,KR,Meaning,W1,R1,M1,W2,R2,M2,W3,R3,M3
菓,KA,.,"candy, cakes, fruit",菓子,かし,"confectionery, sweets",駄菓子屋,だがしや,small-time candy store,冷菓,れいか,"chilled sweets, ices, ice cream"
耕,KOU,tagaya,"till, plow, cultivate",耕す,たがやす,"to till, plow, plough, cultivate",耕作,こうさく,"cultivation, farming",農耕,のうこう,"farming, agriculture, cultivation"
鉱,KOU,.,"mineral, ore",鉱物,こうぶつ,mineral,炭鉱,たんこう,coal mine,鉄鉱,てっこう,iron ore
膚,FU,.,"skin, body, grain, texture",皮膚,ひふ,skin,皮膚病,ひふびょう,skin disease,皮膚科,ひふか,dermatology
胃,I,.,stomach,胃痛,いつう,stomach-ache,胃炎,いえん,gastritis,胃潰瘍,いかいよう,stomach ulcer
挟,KYOU,hasa,"pinch, between",挟む,はさむ,"to hold between, grip, put between, insert",挟まる,はさまる,"to get between, be caught in",挟撃,きょうげき,"attack on both sides, pincer movement"
郊,KOU,.,"outskirts, suburbs, rural area",郊外,こうがい,suburb,近郊,きんこう,outskirts,郊野,こうの,suburban fields
銅,DOU,",",copper,銅貨,どうか,copper coin​,銅山,どうざん,copper mine,銅像,どうぞう,bronze statue
鈍,DON,nibu,"dull, slow, foolish, blunt",鈍い,にぶい,"dull, blunt",鈍感,どんかん,"thickheaded, insensitive, dull, thick-skinned",鈍る,にぶる,"to become blunt, dull, less capable"
貝,BAI,kai,shellfish,貝殻,かいがら,seashell,貝,かい,shellfish,貝毒,かいどく,shellfish poison
缶,KAN,.,"tin can, container",缶詰,かんづめ,"canned food, tinned food",薬缶,やかん,kettle,空き缶,あきかん,empty can
枯,KO,ka,"wither, die, dry up, be seasoned",枯れる,かれる,"to wither, die, mature",枯葉,かれは,"dead leaf, dry leaves",木枯らし,こがらし,cold wintry wind
滴,TEKI,shizuku,"drip, drop",滴,しずく,"drop, drip",水滴,すいてき,drop of water,点滴,てんてき,"raindrops, falling drop of water"
符,FU,.,"token, sign, mark, tally, charm",切符,きっぷ,ticket,終止符,しゅうしふ,"full stop, period, end",符号,ふごう,"sign, mark, symbol, code"
畜,CHIKU,.,"livestock, animal raising",家畜,かちく,"domestic animals, livestock, cattle",牧畜,ぼくちく,"stock-farming, livestock farming, cattle breeding",畜産,ちくさん,"animal husbandry, livestock industry"
軟,NAN,yawa,soft,軟らかい,やわらかい,"soft, tender, gentle, mild, flexible",柔軟,じゅうなん,"flexible, lithe, soft, pliable",軟骨,なんこつ,cartilage
濯,TAKU,susu,"laundry, wash, pour on, rinse",洗濯,せんたく,"washing, laundry",洗濯機,せんたくき,washing machine,濯ぐ,すすぐ,"to rinse, wash out​"
隻,SEKI,.,"vessels, counter for ships, one of a pair",隻,せき,"counter for ships, half of a pair",一隻,いっせき,"one boat, one ship",隻手,せきしゅ,"one arm, one hand"
伺,SHI,ukaga,"pay respects, visit, ask, inquire, question, implore",伺う,うかがう,"to call on someone, pay a visit, ask, inquire, hear, implore, speak",経伺,けいし,asking for instructions,伺い,うかがい,"call, visit, inquiry, enquiry, question"
沸,FUTSU,wa,"seethe, boil, ferment, uproar, breed",沸かす,わかす,"to boil, heat up, excite, melt",沸く,わく,"to grow hot, boil, get excited, fermented, melt",沸騰,ふっとう,"boiling, seething, heated, excite, agitate, ferment"
曇,DON,kumo,"cloudy weather, cloud up",曇る,くもる,"to get cloudy, cloud up, become overcast, be gloomy",曇り,くもり,"cloudy weather, cloudiness",曇天,どんてん,"cloudy sky, overcast sky, cloudy weather"
肯,KOU,.,"agreement, consent, comply with",肯定,こうてい,affirmation,肯定的,こうていてき,affirmative,肯定応答,こうていおうとう,acknowledge
燥,SOU,hasha,"parch, dry up",乾燥,かんそう,"dryness, aridity, drying, dehydration",燥ぐ,はしゃぐ,"to make merry, be in high spirits",乾燥機,かんそうき,"drying machine, dryer, desiccator"
零,REI,kobo,"zero, spill, overflow, nothing, cipher",零,れい,zero,零す,こぼす,"to spill, drop, shed, grumble, complain ",零細,れいさい,"insignificant, trifling, tiny"
