Words,Reading,Meaning,Type,S1,T1,S2,T2,S3,T3,W1,W2,W3
退く,ひく,"to move back, to draw back, to recede​, to lessen, to subside, to go down (e.g. of swelling), to resign; to retire; to quit",intrans.,彼は役職から退いた。,He retired from office.,彼女は蛇を見て退いた。,She saw the snake and retreated.,熱が退いた。,The fever has receded.,,,
退く,どく,"to step aside, to move (i.e. out of the way), to make way​, to resign, to retire, to quit, to secede",intrans.,じゃまにならないようにわきへどきなさい。,Step aside so we don't get in the way.	,そこをどいてくれ。,Get out of the way.,彼らはどいてくれなかった。,They wouldn't move out of the way.,,,
退ける,のける,"to put something out of the way, to move (something, someone) aside, to remove, to exclude, to take away, to set aside, to keep apart",trans.,いすを脇へのける。,Move the chair to the side.	,じゃまな物をのける。,Get out of the way.,少しいすをのけてくれませんか。,"Move the chair aside a little, please.",,,
許す,ゆるす,"to forgive, permit, allow, admit into",trans.,教室での喫煙は許されていません。,Smoking is not allowed in the classroom.,父は私が車の免許を取るのを許してくれた。,My father allowed me to get my driver's license.,上司が許してくれたら長い休みが取りたい。,I'd like to take a long vacation if my boss will let me.,,,
酔う,よう,"to get drunk, become intoxicated",intrans.,ゆうべお酒を飲み過ぎて酔ってしまいました。,I drank too much alcohol last night and got drunk.,私は乗り物に酔いやすい。,I get motion sick easily.,彼女の美しい声は聴衆を酔わせました。,Her beautiful voice intoxicated the audience.,,,
寄る,よる,"to draw near, drop in",intrans.,家へ帰る前にコンビニへ寄りました。,I stopped at a convenience store before going home.,銀行に寄って、お金を下ろしました。,I stopped at the bank to withdraw some money.,写真を撮りたいから、真ん中に寄ってください。,Please move closer to the middle so I can take your picture.,,,
因る,よる,"to depend on, be due to",intrans.,習慣は国によって違います。,Customs vary from country to country.,その事故は彼の不注意運転に因るものでした。,The accident was the result of his careless driving.,人によってはアレルギーを起こす。,Some people are allergic to it.,,,
喜ぶ,よろこぶ,"to be glad, be delighted",trans.intrans., 母は私の成功をとても喜んでくれた。, My mother was very pleased with my success.,急な変化を喜ばない人もいる。,Some people don't appreciate sudden changes.,私にできることがあれば、喜んでお手伝いしましょう。,"If there's anything I can do, I'll be happy to help.",,,
呼ぶ,よぶ,"to call, invite, attract (customers)",trans.,佐藤さんがあなたを呼んでいますよ。,Mr. Sato wants to see you.,を食事に呼びましょう。,Let's invite him to dinner.,電話でタクシーを呼んでください。,Please call me a cab.,,,
雇う,やとう,"to employ, hire",trans.,その会社は千人労働者を雇っている。,That company employs a thousand workers.,彼は会社に運転手として雇われています。,He's employed by the company as a chauffeur.,誰か専門家を雇ったほうがいい。,You should hire an expert.,,,
痩せる,やせる,"to lose weight, become thin, become infertile",intrans.,ここ三か月で五キロやせた。,I've lost five kilos in the last three months.,彼女はとてもやせている。,She's very thin.,この土地はひどくやせている。,This land is terribly thin.,,,
やる,やる,"to do, to give, send",trans.,彼は今、宿題をやっている。,He's doing his homework now.,テニスでもやらない。,I don't play tennis.,毎朝犬に餌をやります。,I feed the dog every morning.,,,
止める,やめる,"to stop doing, abandon",trans.,疲れたから買い物に行くのをやめました。,I'm tired. I've stopped going shopping.,たばこをやめたほうがいいよ。,You'd better quit smoking.,スポーツクラブをやめようと思っています。,I'm thinking of quitting the sports club,,,
辞める,やめる,"to resign, retire",trans.,彼は会社を辞めさせられた。,He was forced to quit the company,大学２年の時学校を辞めた。,I quit school my sophomore year of college.,彼女は結婚するので勤めをやめた。,She quit her job because she was getting married.,,,
求める,もとめる,"to demand, ask, seek, buy",trans.,社長に面会を求めました。,I asked for a meeting with the president,声を上げて助けを求めた。,I raised my voice and called for help.,入場券は入口の窓口でお求めください。,Please purchase admission tickets at the entrance counter.,,,
向ける,むける,"to turn toward, point at",trans.,彼は急に顔をこちらに向けた。,He suddenly turned his face toward me.,彼女は怒って私に背を向けた。,She angrily turned her back on me.,彼は日本に向けて出発した。,He left for Japan.,,,
向く,むく,"to face, turn toward, be suited, first for",intrans.,写真を撮りますからこちらを向いてください。,Please turn around so I can take your picture.,この部屋は南に向いている。,This room faces south.,彼女は教師に向いていると思います。,I think she's cut out to be a teacher.,,,
剥く,むく,"to peel, strip off",trans.,じゃがいもの皮をむいてください。,Please peel the potatoes.,タマネギをむく。,Peel an onion.,動物の皮をむく。,Skin an animal.,,,
向かう,むかう,"to face, go towards, head towards",intrans.,季節は夏に向かっていた。,The season was turning to summer.,船は長崎から香港に向かった。,The ship left Nagasaki for Hong Kong.,病人は回復に向かっている。,The sick man is on the road to recovery.,,,
繋ぐ,つなぐ,"to connect, link together​, tie, fasten, restrain, maintain, to preserve, keep",trans.,インターネットにつなぐ。,Connecting to the Internet,マウスをパソコンにつなぐ。,Connecting the mouse to the computer,犬はつないでおいてください。,Please keep the dog tied up.,,,
含める,ふくめる,"to include, put in, instruct, convince",trans.,税金を含めて三万五千円です。,"It's 35,000 yen including tax.",鈴木さんを含めると全部で十人になります。,"Including Mr. Suzuki, there are ten of us in all.",領収書にこの本の代金を含めないでください。,Please don't include the cost of this book in your receipt.,,,
含む,ふくむ,"to contain, include, hold something in the mouth",trans.,この値段には消費税が含まれていますか。,Does this price include consumption tax?,このあめには砂糖は含まれていません。,There is no sugar in this candy,その事件は複雑な問題を含んでいるようだ。,The case seems to involve a lot of complicated issues.,,,
諦める,あきらめる,to give up,trans.,あきらめてはいけません。,Don't give up.,決して愛を諦めないで。,Don't ever give up on love,絶対に夢は諦めるな。,Don't ever give up on your dreams.,,,
飽きる,あきる,"to be tired of, fed up with",intrans.,毎日同じ仕事をするのに飽きました。,I'm tired of doing the same job every day.,勉強に飽きたら散歩します。,"When I get tired of studying, I go for a walk",そんな説教は聞き飽きた。,I'm tired of hearing that sermon.,,,
遣う,つかう,"to use (a tool, method, etc.), to make use of, put to use",trans.,パソコン遣ってもいい？,Can I use your computer?,毎月お米はどのくらい遣いますか。,How much rice do you spend each month?,その仕事は体力を遣う。,That job is physically demanding.,,,
出てくる,でてくる,"to come out, to appear, to turn up, to emerge",intrans.special,彼は会議室から最後に出てきた。,He was the last one out of the conference room.,あの役者は最近独特の持ち味が出てきた。,Recently that actor has begun to show a distinctive style.,ちょっとそこまで出てきます。,I'm going out for a while.,,,
恵まれる,めぐまれる,"to be blessed with, to be rich in, to abound in",intrans.,恵まれた才能を生かす。,Making the Most of Your Giftedness,当日はすばらしい上天気に恵まれた。,The day was blessed with beautiful weather.,日本は天然資源に恵まれている。,Japan is blessed with natural resources.,,,
凌ぐ,しのぐ,"to endure, to keep out (e.g. rain), to stave off (e.g. starvation), to pull through, to get over, to survive, to defy, to surpass",trans.,この一杯の飯で今日一日はしのげる。,This bowl of rice will keep me going for the rest of the day.,暴風をしのいで進む。,Weathering the storm and moving on,冬の寒さより夏の暑さのほうが私にはしのぎよい。,The summer heat is more bearable for me than the winter cold.,,,
罵る,ののしる,to abuse verbally,trans.,彼女はさんざん私の事をののしった。,She called me many terrible things.,彼女は面と向かって夫を罵った。,She cursed her husband to his face.,彼女は私を馬鹿だの何だのと罵った。,She called me an idiot and everything.,,,
馴染む,なじむ,to adapt to,intrans.,旧弊な人は新しい事になじめない。,You can’t teach an old dog new tricks.,すぐに学校に馴染んだ。,He quickly adjusted to the school.,先生が植物を新しい風土に馴染ませた。,The teacher acclimated the plants to the new climate.,,,
足す,たす,to add,trans.,砂糖を少し足して下さい。,"Add a bit of sugar, please.",誰でも２足す２は４だと知っている。,Everyone knows that two plus two is four.,スープにもう少し塩を足してください。,Add a little more salt to the soup.,,,
加える,くわえる,to add to,trans.,それに私も加えておいて。,Count me in.,,,,,,,
答える,こたえる,to answer,intrans.,私は質問に答えたでしょうか。,Have I answered your question?,,,,,,,
着く,つく,to arrive,intrans.,あなたがロンドンに着くころ頃には晩秋となっているだろう。,It will be late autumn when you get to London.,,,,,,,
志す,こころざす,to aspire to,intrans.,彼はやろうと志すものは、何でもやり遂げる。,He accomplishes whatever he sets out to do.,,,,,,,
襲う,おそう,to attack,trans.,台風が東京を襲った。,The typhoon hit Tokyo.,,,,,,,
目立つ,めだつ,"to attract attention, stand out",intrans.,林に竹が目立つ。,Bamboo stands out in the woods.,,,,,,,
避ける,さける,"to avoid, dodge",trans.,揚げ物はしばらく避けなさい。,Avoid fried foods for a while.,,,,,,,
焼く,やく,"to bake, grill",trans.,母は日曜日にはクッキーを焼く。,Mother bakes cookies on Sundays. ,,,,,,,
禁じる,きんじる,"to ban, prohibit",trans.,彼女は喫煙を禁じられた。,She was prohibited from smoking.,,,,,,,
いる,いる,to be,intrans.,田中さんはいないです。,Mr. Tanaka isn’t here.,,,,,,,
耽る,ふける,"to be absorbed in, obsessed by",intrans.,彼女は飲酒にふけった。,She abandoned herself to drinking.,,,,,,,
生きる,生きる,to be alive,intrans.,生きる意味を教えてくれ。,Tell me the meaning of life.,,,,,,,
聞こえる,きこえる,"to be audible, able to hear",intrans.,虫の音がきこえます。,I can hear the chirping of insects.,,,,,,,
基づく,もとずく,to be based on,intrans.,彼女は事実に基づいて議論を展開する。,Her argument was founded on fact.,,,,,,,
眩む,くらむ,"to be blinded, get dizzy",intrans.,彼女はその豪華な部屋に目のくらむ思いがした。,She was dazzled by the gorgeous room.,,,,,,,
生まれる,うまれる,to be born,intrans.,油断なく注意さえしておれば好機はおのずからうまれる。,"Plenty of opportunities will present themselves, if only you are awake to them. ",,,,,,,
折れる,おれる,"to be broken, snap",intrans.,彼は顎の骨を折って、歯も何本か折れた。,He got a broken jaw and lost some teeth.,,,,,,,
焦げる,こげる,"to be burned, charred",intrans.,このコーヒーはこげた味がする。,This coffee tastes burnt.,,,,,,,
治る,なおる,"to be cured, healed",intrans.,風邪が治るのに長くかかった。,It took me a long time to get over my cold.,,,,,,,
決まる,きまる,"to be decided, agreed upon",intrans.,話は決まった。, Let’s leave it at that.,,,,,,,
異なる,ことなる,to be different from,intrans.,毎日同じ教室を２つの異なった生徒達の集団で使っているのです。,We use the same classroom for two different groups of students each day.,,,,,,,
違う,ちがう,"to be different, wrong",intrans.,意見がそれぞれ違う。,Opinions differ.,,,,,,,
酔っ払う,よっぱらう,to be drunk,intrans.,私は少し酔っている。,I am a bit drunk.,,,,,,,
足りる,たりる,"be enough, suffient",intrans.,必要を満たすに足りる収入。,An income adequate for one’s needs.,,,,,,,
ドキドキする,ドキドキする,to be excited,suru,彼は次の旅行の事を考えるとドキドキする。,"Whenever he thinks of the trip he’s got coming up, he gets all excited.",,,,,,,
見つかる,みつかる,to be found,intrans.,明日の朝起きたらすてきなものが見つかるよ。,"When you wake up tomorrow morning, you will find a wonderful thing. ",,,,,,,
魂消る,たまぎる,to be frightened,intrans.,彼女がワインをからにしたのにはたまげた。, I was amazed that she had drunk all of the wine.,,,,,,,
喜ぶ,よろこぶ,"to be glad, pleased",godan,喜んで行きます。,I’ll be glad to come.,,,,,,,
困る,こまる,to be in trouble,intrans.,雨が降ると困るから傘を持ってきた。,I took an umbrella because I didn't want to get caught if it rained.,,,,,,,
遅れる,おくれる,"to be late, lag behind",intrans.,列車は雪のため遅れた。,The train was delayed by snow.,,,,,,,
怠ける,なまける,to be lazy,intrans.,彼は勉強を怠けている。,He is lazy in his study.,,,,,,,
無くなる,なくなる,"to be missing, vanish",intrans.,欲に目がくらんで判断力が無くなったらしい。,Greed seems to have blinded his good judgement.,,,,,,,
混じる,まじる,to be mixed,intrans.,トムは知らない人に混じって居心地が悪かった。,Tom is ill at ease among strangers.,,,,,,,
次ぐ,つぐ,to be next,intrans.,きれい好きは敬神に次ぐ美徳。, Cleanliness is next to godliness.,,,,,,,
緊張する,きんちょうする,to be nervous,suru,緊張する必要はありまんせん。,There’s no need to be nervous.,,,,,,,
もてる,もてる,to be popular,intrans.,彼はモテる。,He’s popular with the ladies.,,,,,,,
儲かる,もうかる,"to be profitable, make money",intrans.,この商売は儲かりません。, There isn’t much money in this business,,,,,,,
迷う,まよう,to be puzzled,intrans.,彼は森で迷った。,He lost his way in the woods.,,,,,,,
蘇る,よみがえる,to be resurrected,intrans.,春の雨が花に生気をよみがえらせた。,A spring rain revived the flower.,,,,,,,
悲しむ,かなしむ,"to be sad, grieve",trans.,悲しんでいる彼女をそっとしておきなさい。,Don’t intrude on her sorrow.,,,,,,,
たまる,たまる,"to be saved, accumulated, collect, gather",intrans.,彼は借金がたまって夜逃げ同然に町を去った。, He was deeply in debt. And he and his family skipped town. ,,,,,,,
滑る,ぬめる,to be slippery,intrans.,彼女はすべらないようにゆっくりと歩いた。, She walked slowly so she wouldn’t slip. ,,,,,,,
驚く,おどろく,"to be surprised, amazed",intrans.,トムは驚いた。,Tom was shocked.,,,,,,,
見える,みえる,"to be visible, able to see",intrans.,モロに見える。,It’s completely visible.,,,,,,,
恨む,うらむ,"to bear a grudge, resent, curse, blame",trans.,セーラは恨むような女の子ではないだろうが。,"Well, I don’t think Sara is the sort of girl to bear grudges.",,,,,,,
なる,なる,to become,intrans.,春になった。,Spring is here.,,,,,,,
霞む,かすむ,"to become blurred, become hazy",intrans.,山は遠くにかすんでいた。,The mountain was dimly visible in the distance.,,,,,,,
込む,こむ,"to become crowded, be packed, be complex",intrans.,劇場はひどく込んでいた。,The theater was packed to capacity.,,,,,,,
現る,あらわる,"to become visible, appear, come in sight",intrans.,月が雲のかげから現れた。,The moon emerged from behind the cloud.,,,,,,,
乾く,かわく,to become dry,intrans.,乾いた砂は水を吸い込む。,Dry sand absorbs water,,,,,,,
空く,すく,"to become empty, uncrowded, be hungry",intrans.,お腹は空いていますか。,Are you hungry?,,,,,,,
痛む,いたむ,"to become hurt, damaged, feel pain",intrans.,背中が痛む。,My back hurts.,,,,,,,
流行る,はやる,"to become popular, come into fashion, be prevalent",intrans.,今何が流行っていますか。,What is popular now?,,,,,,,
強まる,つよまる,"to become stronger, gain strength",intrans.,夜半過ぎから風雨が強まるでしょう。,Winds and rain will intensify after midnight.,,,,,,,
濡れる,ぬれる,"to become wet, get wet",intrans.,それが濡れている。,That is wet.,,,,,,,
始まる,はじまる,"to begin, start, commence",intrans.,映画が始まります。,The movie starts.,,,,,,,
信じる,しんじる,"to believe, place trust in, confide in",trans.,僕()は君()を信じる。,I believe you.,,,,,,,
見くびる,みくびる,"to underrate, belittle, despise, look down on",trans.,その運転選手は決して相手をみくびるようなことはしない。,The student insulted the teacher.,,,,,,,
捻る,ひねる,"to bend, twist, wrench, puzzle over",trans.,体を捻ってから下までしゃがみます,"After twisting your body, squat down.",,,,,,,
噛む,かむ,"to bite, chew, gnaw",trans.,あなたの犬は噛む？,Does your dog bite?,,,,,,,
咲く,さく,to bloom,intrans.,花は咲く。,Flowers bloom.,,,,,,,
吹く,ふく,"to blow, play a wind instrument, emit, whistle",trans.intrans.,風が吹く。,The wind blows.,,,,,,,
乗る,のる,"to board, ride on",intrans.,バスに乗りなさい。,Take a bus.,,,,,,,
威張る,いばる,"to boast, act big, brag",intrans.,彼はいつもいばりちらしています。,He is always throwing his weight around.,,,,,,,
借りる,かりる,"to borrow, rent",trans.,ペン借りていい。,Can I borrow your pen?,,,,,,,
壊れる,こわれる,"to break, be broken, fall through",intrans.,シャワーが壊れた。,The shower is broken.,,,,,,,
呼吸する,こきゅうする,"to breathe, respire",suru,酸素は私たちが呼吸すると肺の中に取り込まれる。,Oxygen is taken into our lungs when we breathe.,,,,,,,
切れる,きれる,"to break, cut off, snap, expire, wear out, run out",intrans.,お茶が切れています。,We’ve run out of tea.,,,,,,,
立てる,たてる,"to build, erect, stand up, put up, establish",trans.,誰が立てたのですか。,Who built it?,,,,,,,
焼ける,やける,"to burn, be roasted, de heated, fade",intrans.,焼けるように熱い。,It is broiling hot.,,,,,,,
買う,かう,to buy,,これを買います。,I’ll buy this.,,,,,,,
呼ぶ,yobu,call,,警察を呼んで。,Call the police,,,,,,,
電話する,denwa suru,call (phone),,後で電話して。,Call me later!,,,,,,,
出来る,dekiru,"can, be able",,ボブは料理ができる。,Bob can cook.,,,,,,,
気を付ける,ki wo tsukeru,care,,お体にお気を付けください。,Please take care of yourself.,,,,,,,
構う,kamau,"care about, mind",,どっちでも構いません。,It doesn’t matter.,,,,,,,
運ぶ\,hakobu,carry,,これを運んでください。,Carry this for me.,,,,,,,
担ぐ,katsugu,carry on one’s shoulders,,彼は肩に銃を担いだ。,He carried a rifle on his shoulder.,,,,,,,
挟む,hasamu,"catch, hold (between two things)",,ドアに指をはさみました。,I caught my finger in the door.,,,,,,,
祝う,iwau,"celebrate, congratulate",,七夕は七月に祝う。,We celebrate the Star Festival in July.,,,,,,,
変える,kaeru,change,,老人が考えを変えるのは難しい。,It is hard for an old man to change his way of thinking.,,,,,,,
変わる,kawaru,change,,流行はすぐ変わります。,Fashions change quickly.,,,,,,,
追う,ou,"chase, drive away",,あの車を追ってくれ。,Follow that car.,,,,,,,
喋る,shaberu,chatter,,僕たちの計画を誰にもしゃべるな。,Don’t mention our plan to anybody.,,,,,,,
調べる,shiraberu,"check, investigate",,私はその事件を調べた。,I looked into the incident.,,,,,,,
噛む,kamu,chew,,食物をよくかみなさい。,Chew your food well.,,,,,,,
選ぶ,erabu,"choose, select",,これを選びます。,This is my choice,,,,,,,
食い違う,kuichigau,"clash, disagree",,この点で私たちの意見が食い違うのは確かだ。,It is on this point that our opinions differ.,,,,,,,
晴れる,hareru,"clear up, tidy up",,空が晴れた。,The sky has become clear.,,,,,,,
登る,noboru,climb,,猿は木に登る。,Monkeys climb trees.,,,,,,,
閉まる,shimaru,"close, be closed",,ドアが閉まるの聞こえた。,I heard the door close.,,,,,,,
崩れる,kuzureru,"collapse, cave in",,壁が地震で崩れた。,The wall gave way in the earthquake.,,,,,,,
来る,kuru,come,,来られますか。,Can you come?,,,,,,,
外れる,hazureru,"come off, go wide",,彼の話は要点をはずれている。,His talk is off the point.,,,,,,,
解ける,hodokeru,"come untied, loose",,靴紐が解けていますよ。,Your shoes are untied.,,,,,,,
慰める,nagusameru,comfort,,私は彼女を慰めることができる。,I can comfort her.,,,,,,,
言いつける,iitsukeru,command,,彼は私にそれをするように言いつけた。,He told me to do it.,,,,,,,
通う,kayou,commute,,兵庫大学に通っています。,I go to Hyogo University.,,,,,,,
比べる,kuraberu,compare,,ロンドンは東京に比べて小さい。,London is smaller than Tokyo.,,,,,,,
文句を言う,monku wo iu,complain,,文句を言うな。,Don’t complain.,,,,,,,
凝らす,korasu,concentrate,,彼は息を凝らしてその光景を見つめていた,He was watching the scene with breathless interest.,,,,,,,
繋ぐ,tsunagu,"connect, fasten",,彼は犬を木につないだ,He tied the dog to a tree.,,,,,,,
連絡する,renraku suru,contact,,手紙で連絡してください,Please contact me by letter.,,,,,,,
続ける,tsuzukeru,continue,,ぜひ練習を続けなさい,Do keep practicing!,,,,,,,
続く,tsuzuku,"continue, follow",,吹雪が続いた,The snowstorm continued.,,,,,,,
料理する,ryouri suru,cook,,今晩は私が料理します,I’ll cook for you tonight.,,,,,,,
冷やす,ひやす,"to cool, refridgerate",trans.,頭を冷やせよ。,Calm down.,,,,,,,
冷える,ひえる,"to cool down, get chilly",intrans.,今夜は冷えるでしょう。,It will cool down tonight.,,,,,,,
数える,かぞえる,"to count, enumerate",trans.,３０まで数えなさい。,Count up to thirty.,,,,,,,
渡る,wataru,cross,,通りを渡れ,Cross the street.,,,,,,,
越す,kosu,"cross, pass, move ahead",,彼は４０歳を越している,He is past forty.,,,,,,,
砕く,kudaku,"crush, smash",,愛は人の心を砕くこともできるのさ,But love can break your heart.,,,,,,,
鳴く,naku,cry,,鳥は鳴く,Birds sing.,,,,,,,
切る,kiru,cut,,それを半分にきりなさい,Cut it in half.,,,,,,,
踊る,odoru,dance,,私も踊るのが好きです,I like dancing too.,,,,,,,
付き合う,tsukiau,date,,君達はいつからつきあっているのですか,How long have you been dating?,,,,,,,
腐る,kusaru,"decay, go bad, be depressed",,牛乳が腐った,The milk has gone bad.,,,,,,,
偽る,itsuwaru,"deceive, lie",,彼は年齢を偽った,He lied about his age.,,,,,,,
決める,kimeru,"decide, choose",,決めました,I made my decision.,,,,,,,
定める,sadameru,"decide, establish",,それは法律が定めていることである,It is what the law ordains.,,,,,,,
飾る,kazaru,"decorate, display",,話はかわりますが,To change the subject.,,,,,,,
減る,heru,"decrease, reduce",,この町の人口は減った,The population of this city has decreased.,,,,,,,
負かす,makasu,defeat,,チェスで人を負かす,Beat a person at chess.,,,,,,,
配達する,haitatsu suru,deliver,,日曜日に配達していますか,Do you deliver on Sundays?,,,,,,,
配達,tayoru,depend on,,に頼るな,Don’t rely on him.,,,,,,,
言い表す,iiarawasu,describe,,その物体がどんな物か言い表す事が出来ますか,Can you describe the object?,,,,,,,
崩す,kuzusu,"destroy, break down",,酒で彼は身を崩した,Drink brought about his downfall.,,,,,,,
滅ぼす,horobosu,"destroy, ruin",,彼は酒で身を滅ぼした,Drinking was his ruin.,,,,,,,
死ぬ,shinu,die,,退屈で死にそうだ,I am bored to death.,,,,,,,
掘る,horu,dig,,彼は穴をほった,He dug a hole.,,,,,,,
話し合う,hanashiau,Discuss,,虚心坦懐に話し合った,We talked quite frankly.,,,,,,,
嫌がる,iyagaru,"dislike, hate",,猫はぬれるのを嫌がる,Cats dislike being wet.,,,,,,,
忘ける,wakeru,"divide, separate",,それを３人の間で分けよ,Divide it among the three.,,,,,,,
離婚する,rikon suru,divorce,,どちらかといえば彼とは離婚したい,"If anything, I want a divorce from him.",,,,,,,
する,suru,do,,ログアウトするんじゃなかったよ,I shouldn’t have logged off.,,,,,,,
やる,yaru,do,,やりますか,Will you do it?,,,,,,,
頑張る,ganbaru,do your best,,彼は一生懸命がんばる,He tries hard.,,,,,,,
ダウンロードする,daunro-do suru,download,,このプログラムを持っていないならば、今ダウンロードすることができます,"If you do not have this program, you can download it now.",,,,,,,
疑う,utagau,"doubt, suspect",,疑う余地はない,There is no room for doubt.,,,,,,,
描く,kaku,draw,,彼はよく風景を描く,He often paints landscapes.,,,,,,,
飲む,nomu,drink,,コーヒーを飲むの？,Do you drink coffee?,,,,,,,
する,untensuru,drive,,安全運転してね,Drive safely.,,,,,,,
運転,kawakasu,dry,,どうして髪を乾かしているの,Why are you drying your hair?,,,,,,,
干す,hosu,"dry, air",,蒲団を干して下さい,Air the futon.,,,,,,,
食べる,taberu,eat,,食べたの？,Have you eaten?,,,,,,,
躙る,nijiru,edge forward,,彼女のドレスはにじの色のほとんどがそろっている,Her dresses show most of the hues of the rainbow.,,,,,,,
メールする,me-ru suru,email,,後でちゃんと調べてメールする,I will email you after I check it thoroughly.,,,,,,,
抱く,だく,"to embrace, hug",trans.,彼は彼女をしっかりと抱いた,He held her tightly.,,,,,,,
励ます,はげます,"to encourage, cheer",trans.,僕が彼を励ましに行こう。,I will go to encourage him.,,,,,,,
終わる,おわる,"to end, finish",intrans.,いつ終わるの？,When’s it over?,,,,,,,
楽しむ,たのしむ,"to enjoy, have fun",godan,楽しんでね。,Have a good time.,,,,,,,
入る,はいる,to enter,intrans.,お入りください。,Please come in.,,,,,,,
優れる,すぐれる,"to excel, be excellent, be superior",intrans.,優れたコンピューターでもチェスではあなたを負かせない。,Even a good computer cannot beat you at chess. ,,,,,,,
運動する,うんどうする,to exercise,suru,毎日運動するようにする。,Exercise every day.,,,,,,,
取り換える,とりかえる,to exchange,trans.,彼らは欠陥テレビを新しいのと取りかえた。,They replaced the defective TV with a new one.,,,,,,,
期待する,きたいする,to expect,suru,彼におおいに期待している。,I expect a lot from him.,,,,,,,
目にあう,にあう,"to experience, go through",intrans.,ひどい目にあった。,I had a terrible experience.,,,,,,,
説明する,せつめいする,to explain,suru,詳しく説明してください。,Please explain in detail.,,,,,,,
出す,だす,"to extract, take out, put put, submit",trans.,金を出しなさい。,Get out your money.,,,,,,,
向かう,むかう,"to face, turn towards, head towards",intrans.,彼は家に向かった。,He made for home.,,,,,,,
失敗する,shippai suru,fail,,彼は多分失敗するだろう,He will probably fail.,,,,,,,
眠る,nemuru,fall asleep,,彼は眠っている,He’s asleep.,,,,,,,
転ぶ,korobu,fall down,,赤ん坊はよく転ぶ,Babies often fall down.,,,,,,,
倒れる,taoreru,"fall down, collapse",,木が倒れた,The tree fell down.,,,,,,,
降る,furu,fall from the sky,,雪が降った,It snowed.,,,,,,,
惚れる,horeru,fall in love,,君に惚れてる,I’m falling in love with you.,,,,,,,
下がる,sagaru,"fall, drop, hang",,温度が下がる,The temperature falls.,,,,,,,
落ちる,ochiru,"fall, go down",,葉が落ちた,The leaves fell.,,,,,,,
おならをする,onara wo suru,fart,,おばあさんは必ずおならをする,The old lady is bound to fart.,,,,,,,
怖がる,kowagaru,fear,,彼女は吠える犬を怖がる,She is afraid of barking dogs.,,,,,,,
恐れる,osoreru,"fear, be in awe of",,恐れるな,Don’t be afraid.,,,,,,,
めいる,meiru,feel depressed,,雨の日は気がめいるよ,Rainy days make me depressed.,,,,,,,
沈む,shizumu,"feel depressed, sink",,船が沈んでいく,The ship is sinking.,,,,,,,
火照る,hoteru,feel hot,,顔がほてります,My cheeks burn.,,,,,,,
感じる,kanjiru,"feel, sense",,生を感じる,I feel alive.,,,,,,,
弄る,ijiru,fiddle with,,その鍵をいじるな！,Don’t play with that key!,,,,,,,
闘う,tatakau,"fight against, struggle against",intrans.,病気と闘う。,Struggle with disease.,,,,,,,
見つける,mitsukeru,find,trans.,これから見つけます。,I’ll find one later.,,,,,,,
終わる,owaru,finish,intrans.,期間が終わる。,The period [term] ends,,,,,,,
片付ける,katazukeru,"finish, tidy up, clean",trans.,テーブルを片付()けなさい。,Clear off the table,,,,,,,
釣る,tsuru,"to fish, to lure in",trans.,彼は魚を３匹釣った。,He caught three fish.,,,,,,,
浮かぶ,ukabu,"float, come to mind",godan,すばらしいアイデアが浮かんだよ。,I’ve got a splendid idea.,,,,,,,
流れる,nagareru,"flow, be called off",intrans.,涙が流れている。,Tears flow down.,,,,,,,
畳む,tatamu,"to fold, to close (a shop, business), to vacate",trans.,布団を畳みなさい。,Fold up your futon.,,,,,,,
忘れる,wasureru,forget,trans.,忘れないでください。,Please do not forget.,,,,,,,
許す,yurusu,"forgive, allow,",trans.,あなたが後悔しているのなら許してあげよう。,"As you are sorry, I’ll forgive you.",,,,,,,
並ぶ,narabu,"form a line, equal",intrans.,並んでお待ちください。,"Wait in line, please.",,,,,,,
集まる,atsumaru,"gather, assemble",intrans.,明日集まりましょう。,Let’s get together tomorrow,,,,,,,
仰ぐ,aogu,"gaze, look up, respect, fan oneself",trans.,空を仰ぎ見る。,Look up to the skies.,,,,,,,
得る,eru,get,trans.,彼は即答を得た。,He won an immediate response.,,,,,,,
怒る,okoru,get angry,trans.intrans.,まあまあ、そう怒らないでくださいな。," Now, please don’t get so angry.",,,,,,,
着換える,kikaeru,get changed,trans.intrans.,私はもう着替えました,I have already changed my clothes.,,,,,,,
曇る,kumoru,get cloudy,intrans.,曇ってきた,It’s getting cloudy.,,,,,,,
太る,futoru,get fat,intrans.,彼女は太っているとはいえないまでも大柄な人だ," She is large, not to say fat.",,,,,,,
越える,koeru,"get fat, grow fertile, cross over, exceed",trans.,彼女は少なくとも４０才は越えていると思う,I think she’s over 40 years old.,,,,,,,
入る,hairu,"get in, break into, to join , to contain, to hold, to have",intrans.,補足情報には、副詞や副詞のはたらきをするものが入ります,Supplementary information includes adverbs and things that function as adverbs. ,,,,,,,
降りる,oriru,"get off, go down",intrans.,姫路駅で降りなさい,Get off at Himeji Station,,,,,,,
疲れる,tsukareru,get tired,intrans.,目が疲れやすいです,My eyes get tired very easily.,,,,,,,
起きる,okiru,get up,intrans.,早く起きろ,Get up early,,,,,,,
慣れる,nareru,"get used to, become familiar with",intrans.,夜更かしになれている,I’m used to staying up late.,,,,,,,
暖まる,atatamaru,get warm,intrans.,味噌汁が温まった,The miso soup has heated up.,,,,,,,
