Script.EP1,Meaning.EP1,Script.EP2,Meaning.EP2,Script.EP3,Meaning.EP3,Script.EP4,Meaning.EP4,Script.EP5,Meaning.EP5,Script.EP6,Meaning.EP6,Script.EP7,Meaning.EP7,Script.EP8,Meaning.EP8,Script.EP9,Meaning.EP9,Script.EP10,Meaning.EP10,Script.EP11,Meaning.EP11,Script.EP12,Meaning.EP12
“もう いいや”ってなっちゃう どうすんの？ 例えばさ,"Yeah, no more after that. What's a guy supposed to do then?",,,,,,,,,,,,,,,,,,,,,,
振り向かせたとしてさ 終わり,If he becomes interested-- It's over.,,,,,,,,,,,,,,,,,,,,,,
終わり？ わりと終わり そこで,Then it's over? It's over. Right there.,,,,,,,,,,,,,,,,,,,,,,
ありがとうございました そう “ありがとうございました”だよね,"It's like, ""Thank you."" -""Thank you very much.""",,,,,,,,,,,,,,,,,,,,,,
酷だな 振り向いた人の気持ちになってよ,That's harsh. What about his feelings?,,,,,,,,,,,,,,,,,,,,,,
それを越えた人と 付き合いたいです,I want to be with someone who can get past that.,,,,,,,,,,,,,,,,,,,,,,
それを越える思いが…,"Past that? -So, he'd become interested in me...",,,,,,,,,,,,,,,,,,,,,,
振り向いてくれて “ありがとう”ってなる人が,"Past that? -So, he'd become interested in me... -But... -And it would make me happy. Where can I find someone like that?",,,,,,,,,,,,,,,,,,,,,,
どこにいますかね？,Where can I find someone like that?,,,,,,,,,,,,,,,,,,,,,,
どこにいますかね,I wonder.,,,,,,,,,,,,,,,,,,,,,,
残酷っすね マジで,That's cruel. Seriously.,,,,,,,,,,,,,,,,,,,,,,
雄大は どんな人が好きなの？,"What type of girl do you like, Yuudai?",,,,,,,,,,,,,,,,,,,,,,
俺は 自分の身の回りの世話を 全部 見てくれる子がいいです,I want someone who can take care of everything for me.,,,,,,,,,,,,,,,,,,,,,,
えっ ヤバッ 年上が好き？,Everything? That's crazy.,,,,,,,,,,,,,,,,,,,,,,
いや 年上と付き合ったこと １回もないです,You're traditional? I've never gone out with someone older.,,,,,,,,,,,,,,,,,,,,,,
あー 亭主関白 亭主関白とか 別に威張ったり全然しないです,"Traditional, yes, but I wouldn't be domineering.",,,,,,,,,,,,,,,,,,,,,,
だけど 何か勝手にやってくれる子が いいです,Someone who'd do it on her own.,,,,,,,,,,,,,,,,,,,,,,
なるほどね,I see.,,,,,,,,,,,,,,,,,,,,,,
面倒見がいいみたいな そうっすね,Someone who likes to take care of people. Yes.,,,,,,,,,,,,,,,,,,,,,,
お母さん気質みたいな？ はい,Someone motherly. Yes.,,,,,,,,,,,,,,,,,,,,,,
多分 自分が 結構 みんなに言われるのは 子犬っぽいって言われるんで,People often tell me I'm like a puppy.,,,,,,,,,,,,,,,,,,,,,,
子犬？,A puppy. A puppy?,,,,,,,,,,,,,,,,,,,,,,
よく言ったね 本当っす,I can't believe you said that. -It's true. Everyone says so.,,,,,,,,,,,,,,,,,,,,,,
みんなから それは 100％言われて,I can't believe you said that. -It's true. Everyone says so. That's hilarious.,,,,,,,,,,,,,,,,,,,,,,
子犬っぽいって言われるんで お母さん犬が欲しいです,So I want a mother dog.,,,,,,,,,,,,,,,,,,,,,,
え？ お母さん犬？ お母さん犬を― 彼女にしたいです 母犬が欲しい？,A mother dog? -I'm looking for a mother dog.,,,,,,,,,,,,,,,,,,,,,,
おかえりー！,Welcome back! -Welcome back!,,,,,,,,,,,,,,,,,,,,,,
鍋？ 鍋,Is that hot pot?,,,,,,,,,,,,,,,,,,,,,,
鍋しよう 鍋？,Let's eat hot pot. -Come join us.,,,,,,,,,,,,,,,,,,,,,,
食べた？ ご飯 食べてないです,Have you eaten? -Not yet.,,,,,,,,,,,,,,,,,,,,,,
えっ もしかして 待っててくれた感じですか？ 待ってた 待ってた 何も食べてない,"Were you waiting for me? -Yes, we haven't eaten.",,,,,,,,,,,,,,,,,,,,,,
ウソつけ それはウソだよ,Don't lie. -Don't believe him.,,,,,,,,,,,,,,,,,,,,,,
感動ですね ありがとうございます お疲れちゃん お疲れ,I'm so moved. Thank you. -Welcome back!,,,,,,,,,,,,,,,,,,,,,,
よろしくね つーちゃん,"Welcome back, Tsubasa. -Thank you.",,,,,,,,,,,,,,,,,,,,,,
お疲れさまです お疲れさまです,"Welcome back, Tsubasa. -Thank you. Good work, everyone.",,,,,,,,,,,,,,,,,,,,,,
お仕事？ うん,You were working?,,,,,,,,,,,,,,,,,,,,,,
今日もやった？,Did you do this today?,,,,,,,,,,,,,,,,,,,,,,
今日は こうじゃなくて “はい やりますよ”ってほう やってきました,"Not that, but more, ""Okay, let's work out.""",,,,,,,,,,,,,,,,,,,,,,
インストラクターのほう,The instructor side.,,,,,,,,,,,,,,,,,,,,,,
平日 特にやることない時とか ジム行きたくて,I want to go the gym when I'm free on weekdays.,,,,,,,,,,,,,,,,,,,,,,
つーちゃんとこ行けんですか？,"Me, too. -Can we go to yours?",,,,,,,,,,,,,,,,,,,,,,
行けますよ 全然 一緒に行こうよ じゃあ やりますか,Totally. -Let's go together.,,,,,,,,,,,,,,,,,,,,,,
つーちゃんの恋愛について 聞きたい,I want to hear about your dating experiences.,,,,,,,,,,,,,,,,,,,,,,
私ですか？,Me? -Do you have a boyfriend?,,,,,,,,,,,,,,,,,,,,,,
彼氏は？ 彼氏はいないです,"Me? -Do you have a boyfriend? No, I haven't had one for a while now.",,,,,,,,,,,,,,,,,,,,,,
もう長い間いないです,"No, I haven't had one for a while now.",,,,,,,,,,,,,,,,,,,,,,
どれぐらい？ 多分 ５～６年ぐらい,How long? -Not for five or six years.,,,,,,,,,,,,,,,,,,,,,,
好きな男性のタイプは？ スポーツやってる人とかは 結構 好きですね,What type of guy do you like? -I like guys who play sports.,,,,,,,,,,,,,,,,,,,,,,
好きになった人たちが 多分 そんな感じが多いです,"At least, that's the type of guy I've liked in the past.",,,,,,,,,,,,,,,,,,,,,,
あとは 気を許せる人みたいな,"Also, someone I can feel comfortable with.",,,,,,,,,,,,,,,,,,,,,,
素でいられる人が一番,Someone I can be myself with.,,,,,,,,,,,,,,,,,,,,,,
わりとナチュラルで いられそうだけどね,I feel like you'd always be yourself.,,,,,,,,,,,,,,,,,,,,,,
いつでも 確かに,I feel like you'd always be yourself. That's true. I'm usually like this.,,,,,,,,,,,,,,,,,,,,,,
確かに いつでも こんな感じですね,That's true. I'm usually like this.,,,,,,,,,,,,,,,,,,,,,,
食べな 食べな つーちゃん,"Eat up, Tsuchan.",,,,,,,,,,,,,,,,,,,,,,
そこに おろしあるから,Thank you. -I'll get radish.,,,,,,,,,,,,,,,,,,,,,,
おいしい？ うん,It's so good! -Is it?,,,,,,,,,,,,,,,,,,,,,,
何かポカポカして 顔がすごく赤い,I feel warm. -Your face is red.,,,,,,,,,,,,,,,,,,,,,,
人のこと言えんかも めっちゃ熱いもん 顔,"I am, too. -I'm so hot.",,,,,,,,,,,,,,,,,,,,,,
ちょっと外の空気 吸おうかな,I might go for a smoke.,,,,,,,,,,,,,,,,,,,,,,
俺も行こう 一服する？,"Me, too. -You wanna go?",,,,,,,,,,,,,,,,,,,,,,
結構 寒いぞ,It's cold out here.,,,,,,,,,,,,,,,,,,,,,,
明日の朝 めっちゃ寒そうだな これ ヤバそうっすね,It'll get really cold in the morning. -Probably.,,,,,,,,,,,,,,,,,,,,,,
朝 大丈夫？ まあ もう どうにかするしか,Are you going to be okay? -I'll make do.,,,,,,,,,,,,,,,,,,,,,,
とりあえず あったかくして寝れば,I'll bundle up. -Yeah.,,,,,,,,,,,,,,,,,,,,,,
どうでした？ 女の子たちの印象とか,What's your impression of the girls?,,,,,,,,,,,,,,,,,,,,,,
まだ分かんねえけど とりあえず でも 楽しいね,"I don't know yet, but it's fun.",,,,,,,,,,,,,,,,,,,,,,
いや 間違いない,That's true. -Right?,,,,,,,,,,,,,,,,,,,,,,
意外と 第一印象とは違うかも,They're not what you'd expect when you first meet them.,,,,,,,,,,,,,,,,,,,,,,
うん 確かに,That's true.,,,,,,,,,,,,,,,,,,,,,,
雄大君は子供ですよね ただの,Yuudai is still a kid.,,,,,,,,,,,,,,,,,,,,,,
雄大君はね 子犬です 子犬ですね,Yuudai is... a puppy. -A puppy. He's a puppy.,,,,,,,,,,,,,,,,,,,,,,
だから“お母さん犬が欲しい”って 言ってましたもん,He said he wanted a mother dog.,,,,,,,,,,,,,,,,,,,,,,
身の回りの世話 全部したがる 女の子も多分いるじゃないですか,There are girls who like to take care of everything for the guy.,,,,,,,,,,,,,,,,,,,,,,
この３人の中にいるかどうか 分からへんけど,"I don't know about these three, but...",,,,,,,,,,,,,,,,,,,,,,
雄大と安未ちゃんが ちょっと そういう 恋愛っぽいことになったら,I want Yuudai and Ami to get close.,,,,,,,,,,,,,,,,,,,,,,
“無理無理”言ってる安未ちゃんが 最終的には 雄大の身の回りのこと 全部やってるみたいなさ,"And although Ami says she can't, she'll find herself taking care of him.",,,,,,,,,,,,,,,,,,,,,,
そんなんも見たいけどな 男によって変わってく,I want to see that. -She'd change for the guy?,,,,,,,,,,,,,,,,,,,,,,
でも料理は料理人だけあって すごかったですよ,He's a good cook. -He sniffed the onions.,,,,,,,,,,,,,,,,,,,,,,
タマネギ嗅いでましたからね,"He's a good cook. -He sniffed the onions. Yes, he did.",,,,,,,,,,,,,,,,,,,,,,
あれやってたよね？,"Yes, he did.",,,,,,,,,,,,,,,,,,,,,,
あれ分かるかね？ 何かが 何かあるのかな？,What can you tell from that? -I wonder.,,,,,,,,,,,,,,,,,,,,,,
恐らく スーパーに置いてあるから 多分 産地は同じタマネギが 置いてあるよ,They all came from the same place.,,,,,,,,,,,,,,,,,,,,,,
それをにおって 何か違いあんのかな？ あれ,Is there a difference in smell?,,,,,,,,,,,,,,,,,,,,,,
さっき“わー”って 一瞬 思ったんですけど 至恩が好きなタイプ… 嫌いなタイプを言って,"When Shion talked about the type of girl he doesn't like,",,,,,,,,,,,,,,,,,,,,,,
“私 それだ”って言うって,Ami said that's her.,,,,,,,,,,,,,,,,,,,,,,
もうバンと シャッター 閉じてるみたいなことですか？,Ami said that's her. Was she shutting the door on him? Or was it just information?,,,,,,,,,,,,,,,,,,,,,,
いや いやいや…,Was she shutting the door on him? Or was it just information?,,,,,,,,,,,,,,,,,,,,,,
情報として 女の子のそれは…,"When girls say that, it's just...",,,,,,,,,,,,,,,,,,,,,,
ああいうのすぐケンカ売ってると 思っちゃうんだよな,"To me, it sounded like she was starting a fight.",,,,,,,,,,,,,,,,,,,,,,
違いますよ あれでケンカ売ってると思うの？,That's not it. -That's what you thought?,,,,,,,,,,,,,,,,,,,,,,
あれでケンカ売ってるっていうか 嫌いな人 言って “ビンゴ”って言ってくるって,"If I'm talking about what I don't like, and you say, ""That's me,""",,,,,,,,,,,,,,,,,,,,,,
“お前 すげー俺の嫌いなヤツに 前のめりだな”っていう,"If I'm talking about what I don't like, and you say, ""That's me,"" I'd think you're eager for me to not like you.",,,,,,,,,,,,,,,,,,,,,,
“やってんな？ お前”っつって,I'd think you're eager for me to not like you.,,,,,,,,,,,,,,,,,,,,,,
自首に近いんちゃう？ そう,It's more like a confession.,,,,,,,,,,,,,,,,,,,,,,
“そういう感じかもしれない 私” っていう,"Yes. -Like, ""Oh, that might be me.""",,,,,,,,,,,,,,,,,,,,,,
“最初に じゃあ言っちゃうね”,I'm just letting you know now.,,,,,,,,,,,,,,,,,,,,,,
全部攻撃やと思うんやね そうそう…,You think everything is an attack. -Yes.,,,,,,,,,,,,,,,,,,,,,,
結構 いろいろ ちょっと思っちゃって,"Everything. -Yes, I usually think that.",,,,,,,,,,,,,,,,,,,,,,
第一攻撃対象 見つけるのに 必死やから 今,He's furiously looking for someone to attack right now.,,,,,,,,,,,,,,,,,,,,,,
大変なのよ 攻撃したくてしょうがない,-He's working on it. -He wants to attack.,,,,,,,,,,,,,,,,,,,,,,
滑り出しがね やっぱり,The beginning's important.,,,,,,,,,,,,,,,,,,,,,,
こんな平和なままだと 俺の存在意義がなくなるから,My purpose in life would be lost if it's too peaceful.,,,,,,,,,,,,,,,,,,,,,,
ちょっと こう 安未ちゃんと みずきが ぶつからなくもないかな っていう感じ 若干ない？,I feel like Mizuki and Ami may clash. Don't you think?,,,,,,,,,,,,,,,,,,,,,,
若干してきてない？ 確かに 今の安未ちゃんのトークのくだりで,Just from Ami's conversation now.,,,,,,,,,,,,,,,,,,,,,,
でも すべてを つば冴ちゃんが 丸く収めてくれそうな気が しますけどね,"As long as Tsubasa's around, she'll settle things.",,,,,,,,,,,,,,,,,,,,,,
つば冴ちゃんがいるかぎり 大きなもめ事には ならなそうですけども,"As long as she's there, there won't be any big fights.",,,,,,,,,,,,,,,,,,,,,,
つば冴ちゃん “お腹痛い お腹痛い”ってなって,"She'll be like, ""My stomach hurts.""",,,,,,,,,,,,,,,,,,,,,,
“大丈夫？ 大丈夫？”ってなって “トイレ行ってくる”っつって,"Everyone will ask her if she's okay, and she'll go to the restroom.",,,,,,,,,,,,,,,,,,,,,,
“おならだった”みたいな―,"Then she'll say, ""I farted.""",,,,,,,,,,,,,,,,,,,,,,
事件 起こしてくれそうじゃない？,I feel like that could happen.,,,,,,,,,,,,,,,,,,,,,,
それにより ギスギスしてた テラスハウスが丸く収まる,That would lighten any awkwardness in the house.,,,,,,,,,,,,,,,,,,,,,,
“よかった！ おならだった” っていうね,"It was just a fart! What are you, a comedian from the Edo period?",,,,,,,,,,,,,,,,,,,,,,
江戸のひょうきん者みたいな,"What are you, a comedian from the Edo period?",,,,,,,,,,,,,,,,,,,,,,
つば冴ちゃんは思ったとおりの 理想のタイプでしたね,Tsubasa's type was predictable.,,,,,,,,,,,,,,,,,,,,,,
元気な人が好きなんですね,She's so cute.,,,,,,,,,,,,,,,,,,,,,,
“２人でランニングとかしたい” みたいな,She wants to go running with the guy she likes.,,,,,,,,,,,,,,,,,,,,,,
しそうな人います？ この中で まあ 中村… どうかな？,Who else would go running? Nakamura? -Nakamura.,,,,,,,,,,,,,,,,,,,,,,
中村さん ちょっと本当に 住んでる町の近所の 焼き鳥屋のおじさんみたいな,I'm not sure. Nakamura is like the old guy working at a yakitori restaurant.,,,,,,,,,,,,,,,,,,,,,,
何でも相談できそうだけど,You can tell him anything.,,,,,,,,,,,,,,,,,,,,,,
それが急に 若い女の子と一緒に住めて “楽しいな”って,"Now that he lives with young girls, he's like, ""This is so fun!""",,,,,,,,,,,,,,,,,,,,,,
そうなんですよ あの“楽しいな”は そうでしたね,"Exactly. -That's what he meant by ""this is fun.""",,,,,,,,,,,,,,,,,,,,,,
“地元じゃこんなことないんだよ” って言って,This doesn't usually happen back home.,,,,,,,,,,,,,,,,,,,,,,
“東京の子は違うな やっぱ”,Girls from Tokyo sure are different.,,,,,,,,,,,,,,,,,,,,,,
これは…,This...,,,,,,,,,,,,,,,,,,,,,,
えっ 何なの？ これは,What is this?,,,,,,,,,,,,,,,,,,,,,,
今 彼女いないんで 彼女感覚で,My substitute girlfriend for now.,,,,,,,,,,,,,,,,,,,,,,
かわいいのが どっちに寝返り打ってもいる,There's cuteness everywhere I turn.,,,,,,,,,,,,,,,,,,,,,,
そういう意味で２匹いんの？ どこで買ったの？ これ,That's why there's two. -Where'd you get these?,,,,,,,,,,,,,,,,,,,,,,
これは「IKEA」です,From IKEA.,,,,,,,,,,,,,,,,,,,,,,
別れてから？,After you broke up?,,,,,,,,,,,,,,,,,,,,,,
別れる前から １人暮らししてたんで 寂しくて いたんですけど,From before. I got lonely living on my own.,,,,,,,,,,,,,,,,,,,,,,
そうっすね もうずっと,I've had them for a while.,,,,,,,,,,,,,,,,,,,,,,
これを持ってきたってことが すごくない？,What's amazing is that you brought them to live here.,,,,,,,,,,,,,,,,,,,,,,
ここに住むにあたって,What's amazing is that you brought them to live here. I've slept with them for a long time.,,,,,,,,,,,,,,,,,,,,,,
ずっと一緒に寝てたんで,I've slept with them for a long time.,,,,,,,,,,,,,,,,,,,,,,
基本的に こいつがいないと 安心しないっていうか,I don't feel relaxed without them. -For real?,,,,,,,,,,,,,,,,,,,,,,
ここらへんに何か 結構 首回りに 物かあるのが好きで,I like having things around my neck.,,,,,,,,,,,,,,,,,,,,,,
悩みがあったら こいつが 聞いてくれたりするんだね じゃあ,Do you tell them your troubles?,,,,,,,,,,,,,,,,,,,,,,
心の声で たまに会話したこと ありますけど,I talk to them in my mind sometimes.,,,,,,,,,,,,,,,,,,,,,,
声に出しちゃうと ちょっと… 周りからすると ヤバいヤツになっちゃう,"If I talked out loud, that would be... -They'd think you're crazy.",,,,,,,,,,,,,,,,,,,,,,
でもキスはする？ キスはしますね,But you kiss them? -I do.,,,,,,,,,,,,,,,,,,,,,,
眠る前に？ さりげなく さりげなく,Before you sleep? -Just casually.,,,,,,,,,,,,,,,,,,,,,,
女なの？ メスなの？,They're female? Yes.,,,,,,,,,,,,,,,,,,,,,,
メスです 両方メスなの？,"They're female? Yes. Both? Yes, female.",,,,,,,,,,,,,,,,,,,,,,
メスです,"Both? Yes, female.",,,,,,,,,,,,,,,,,,,,,,
何だっけ？ 名前 何か言ってなかったっけ？,What's her name again?,,,,,,,,,,,,,,,,,,,,,,
ゆかり そう ゆかり,"Yukari. That's right, Yukari.",,,,,,,,,,,,,,,,,,,,,,
誰なの？ ゆかり 誰かいたんでしょ？ 過去に いやいや… そんなことないです,"Who's Yukari? Someone from your past? No, it's not like that.",,,,,,,,,,,,,,,,,,,,,,
勝手につけたの？ はい ゆかりちゃん ゆかりちゃん,"It's just what you named it? Yes, Yukari.",,,,,,,,,,,,,,,,,,,,,,
これ 違いはあるの？ ２体に,Is there a difference?,,,,,,,,,,,,,,,,,,,,,,
ケツのタグのところが 切り方がちょっと違います,The tags on their butts are cut differently.,,,,,,,,,,,,,,,,,,,,,,
タグ？,The tag? Wait.,,,,,,,,,,,,,,,,,,,,,,
取りましょうか？,Sorry. Should I get it?,,,,,,,,,,,,,,,,,,,,,,
本当だ タグが切れてんだ ちゃんと,"Oh, yeah, the tag is cut differently.",,,,,,,,,,,,,,,,,,,,,,
タグの切り方が ちょっと違いがある,"Yes, they're cut differently.",,,,,,,,,,,,,,,,,,,,,,
これで見分けてます 分かんねえ,That's how I can tell. I can't tell.,,,,,,,,,,,,,,,,,,,,,,
あっ ちょっとこっちのほうが 長いんだ？ タグが,"Oh, this one's longer!",,,,,,,,,,,,,,,,,,,,,,
何かある？ いい名前 ステファニーとか,Do you have a good name for her? Stephanie?,,,,,,,,,,,,,,,,,,,,,,
カタカナね,Foreign?,,,,,,,,,,,,,,,,,,,,,,
統一感 欲しいですね 統一感？,Is that German?,,,,,,,,,,,,,,,,,,,,,,
さやか さやか？,Sayaka. Sayaka?,,,,,,,,,,,,,,,,,,,,,,
ゆかりとさやか 何かよくない？,Doesn't Yukari and Sayaka sound good?,,,,,,,,,,,,,,,,,,,,,,
あっ 何かでも ちょっとピンと来ました,Sayaka sounds good. I'll call her Sachan.,,,,,,,,,,,,,,,,,,,,,,
さーちゃんって呼びます,Really?,,,,,,,,,,,,,,,,,,,,,,
さーちゃん さーちゃんと？,Sachan? Sachan and... Sachan and Yuchan.,,,,,,,,,,,,,,,,,,,,,,
さーちゃんと ゆーちゃんで,Sachan? Sachan and... Sachan and Yuchan. Yuchan.,,,,,,,,,,,,,,,,,,,,,,
かわいいな 雄大,"You're too cute, Yuudai.",,,,,,,,,,,,,,,,,,,,,,
これから よろしくね よろしくお願いします さーちゃんとゆーちゃんも あっ フフフ…,"To a new start. With Sachan and Yuchan, too.",,,,,,,,,,,,,,,,,,,,,,
12個 違うもんな ヤバいっすよね,"We're 12 years apart. Crazy, right?",,,,,,,,,,,,,,,,,,,,,,
どう接すればいいのか 俺 分かんないです,I'm not sure how to act around you.,,,,,,,,,,,,,,,,,,,,,,
俺はね 結構 スノーボードの若い子と 結構 つるんだりしてるから まあ 別に 違和感はないけどね 俺は,"I snowboard with a lot of younger people, so it's not weird for me.",,,,,,,,,,,,,,,,,,,,,,
でも親父と近いんでしょ？ 俺,"But I'm close to your dad's age, right? -Yes.",,,,,,,,,,,,,,,,,,,,,,
お父さん 若いんだ？ 親父 30代らしい,"Your dad's young? Apparently, he's in his 30s.",,,,,,,,,,,,,,,,,,,,,,
自分との年よりも お父さんとのほうが近いから,He's closer in age to my dad than me.,,,,,,,,,,,,,,,,,,,,,,
親父のほうが もしかしたら 仲良くなれる？,I can almost be your dad.,,,,,,,,,,,,,,,,,,,,,,
印象どうですか？ 印象？,What's your impression of everyone? Impression?,,,,,,,,,,,,,,,,,,,,,,
どうだろう？ でも 何か波長で 空気の読む感じとかが 合うなと思ったのが ショーンは すごい 何かこう…,I felt like Shion and I are on a similar wavelength.,,,,,,,,,,,,,,,,,,,,,,
ノリとか 空気の読み方は 合う感じはした,I felt like we had a similar vibe.,,,,,,,,,,,,,,,,,,,,,,
どうだった？ えー どうだろう？,What about you? I don't know.,,,,,,,,,,,,,,,,,,,,,,
雄大とさ すごい年が近いじゃん,Yuudai's close to you in age.,,,,,,,,,,,,,,,,,,,,,,
話 合いそう？,Do you think you'll get along?,,,,,,,,,,,,,,,,,,,,,,
人のこと言えないけど すごい下だなって 思ってしまった,It felt like he was much younger than me.,,,,,,,,,,,,,,,,,,,,,,
年下っていうか？ あー,Younger in age? Yes.,,,,,,,,,,,,,,,,,,,,,,
子供っぽいみたいなってこと？,That part... You mean immature?,,,,,,,,,,,,,,,,,,,,,,
たかさん ん？ 何？,Taka... What?,,,,,,,,,,,,,,,,,,,,,,
たか君？ たかさん？,Taka...,,,,,,,,,,,,,,,,,,,,,,
気になる？,You're attracted to him?,,,,,,,,,,,,,,,,,,,,,,
出てないなと思って 違う,"That one, huh? I didn't think he'd be mentioned.",,,,,,,,,,,,,,,,,,,,,,
すごい引っ張ってくれてる感が,I feel like he's a guiding figure.,,,,,,,,,,,,,,,,,,,,,,
まだ 本領発揮してないと思う これからだと思います これからだと思う,He hasn't shown his full potential. It's just the beginning.,,,,,,,,,,,,,,,,,,,,,,
期待してる すごい これからですね,"I have hopes for him. Yes, it's just the beginning.",,,,,,,,,,,,,,,,,,,,,,
寝よう,Let's sleep.,,,,,,,,,,,,,,,,,,,,,,
もう寝よう もう眠いの,Let's sleep. I'm so sleepy.,,,,,,,,,,,,,,,,,,,,,,
本当にヤバい,Crazy sleepy.,,,,,,,,,,,,,,,,,,,,,,
