Script.EP1,Meaning.EP1,Script.EP2,Meaning.EP2,Script.EP3,Meaning.EP3,Script.EP4,Meaning.EP4,Script.EP5,Meaning.EP5,Script.EP6,Meaning.EP6,Script.EP7,Meaning.EP7,Script.EP8,Meaning.EP8,Script.EP9,Meaning.EP9,Script.EP10,Meaning.EP10,Script.EP11,Meaning.EP11,Script.EP12,Meaning.EP12
好きな みそ汁の具 何ですか？,What's your favorite miso soup ingredient?,,,,,,,,,,,,,,,,,,,,,,
ああ 迷う…,I'm confused...,,,,,,,,,,,,,,,,,,,,,,
何か 私 すごい男性たち側でさ,I'm kind of lost...,,,,,,,,,,,,,,,,,,,,,,
料理好きみたいに なってるでしょ？,"You're acting like I like cooking, right?",,,,,,,,,,,,,,,,,,,,,,
みそ汁の具 聞いてるの私だよ,I'm the one asking about miso soup ingredients.,,,,,,,,,,,,,,,,,,,,,,
あなたか ハハハハッ,Is that you?,,,,,,,,,,,,,,,,,,,,,,
そう みそ汁の具 聞いてるの私,That's right. I'm the one asking about the miso soup.,,,,,,,,,,,,,,,,,,,,,,
ミナミです えっと… 26歳で,"I'm Minami, um... 26.",,,,,,,,,,,,,,,,,,,,,,
来週 27歳になります,I'll be 27 next week.,,,,,,,,,,,,,,,,,,,,,,
あっ この人カッコいい つきあおう でも 何かやっぱ この人 中身こうだった,but... she's like this on the inside.,,,,,,,,,,,,,,,,,,,,,,
やっぱダメだなが 多かったんですよ,"I was always like, ""This guy's no good.",,,,,,,,,,,,,,,,,,,,,,
だけど逆に 中身を知っておけば ここ別に嫌じゃない ここも嫌じゃない,"But if I know what's in him, I don't dislike this part or that part.",,,,,,,,,,,,,,,,,,,,,,
でも 見た目… あっ 別に全然 平気 …ってなるのかなって 思ったんですよね,"But if I know what she looks like, then I'm totally okay with it.",,,,,,,,,,,,,,,,,,,,,,
もう友達にも 次 会う時 人妻だからって 言ってきてるんで,"I've already told my friends that the next time I see her, she'll be married.",,,,,,,,,,,,,,,,,,,,,,
こんにちは こんにちは,How do you do?,,,,,,,,,,,,,,,,,,,,,,
あっ はじめまして あっ はじめまして,Nice to meet you.,,,,,,,,,,,,,,,,,,,,,,
ミナミです モリと言います,I'm Minami. I'm Mori.,,,,,,,,,,,,,,,,,,,,,,
座っていいですかね 僕 座っちゃいました ホントですか？,May I sit down? I just sat down.,,,,,,,,,,,,,,,,,,,,,,
じゃあ 座ります すいません 先に,Really? Then I'll sit.,,,,,,,,,,,,,,,,,,,,,,
ごめんなさい すごい 緊張しちゃって…,I'm sorry. I'm so nervous.,,,,,,,,,,,,,,,,,,,,,,
モリさんは 何されてるんですか？,What do you do?,,,,,,,,,,,,,,,,,,,,,,
僕は あの 医療関係なんですよ ああ そうなんですね はい,I'm in the medical field.,,,,,,,,,,,,,,,,,,,,,,
医者… お医者様とかではなくて？  ああ そうです そうです,"Not a doctor?  Yes, that's right.",,,,,,,,,,,,,,,,,,,,,,
あっ お医者様ですか はい,A doctor?,,,,,,,,,,,,,,,,,,,,,,
ああ そうなんですね すごーい,I see...,,,,,,,,,,,,,,,,,,,,,,
モリと申します,My name is Mori.,,,,,,,,,,,,,,,,,,,,,,
年齢は37歳で 今年 38歳で,"I'm 37, and I'll be 38 this year.",,,,,,,,,,,,,,,,,,,,,,
結婚ていうものが なかなか その 自分の中で,Marriage hasn't been something I've been able to envision.,,,,,,,,,,,,,,,,,,,,,,
今まで思い描けてなくて,I haven't been able to picture it in my mind.,,,,,,,,,,,,,,,,,,,,,,
まあ この年齢なので 周りは どんどん 結婚していきますし,"At my age, everyone around me is getting married.",,,,,,,,,,,,,,,,,,,,,,
周りの人に言われるのは,People around me tell me...,,,,,,,,,,,,,,,,,,,,,,
まあ 結婚したいと思える人に,"Well, maybe you haven't met someone you want to marry yet.",,,,,,,,,,,,,,,,,,,,,,
まだ出会ってないんじゃないの？ …っていうふうに結構 言われる,I think you haven't met someone you want to marry yet. I've been told that I haven't met someone I want to marry yet.,,,,,,,,,,,,,,,,,,,,,,
まあ もし ホントに そうなのであれば,"Well, if that's really the case.",,,,,,,,,,,,,,,,,,,,,,
そういった出会いがあれば いいなと…,I'd be happy to meet someone like that.,,,,,,,,,,,,,,,,,,,,,,
もともと 僕 美容師になろうと 思ってたんですよ,I was originally thinking of becoming a hair stylist.,,,,,,,,,,,,,,,,,,,,,,
そう で,Yes...,,,,,,,,,,,,,,,,,,,,,,
ちょっと いろいろ 家庭の事情とかがあって,But I had some family problems.,,,,,,,,,,,,,,,,,,,,,,
まあ あの… 医者になるって決めて,I decided to become a doctor.,,,,,,,,,,,,,,,,,,,,,,
ちなみに その 家の関係でっていうのは もしかして お母様 お父様も お医者様とかですかね,"By the way, by ""family reasons,"" do you mean your mother and father were both doctors?",,,,,,,,,,,,,,,,,,,,,,
あっ いや 全然 うち あの 僕のうちって韓国… 韓国人で,"No, not at all. My family is Korean.",,,,,,,,,,,,,,,,,,,,,,
そうなんですね はい,Is that right?,,,,,,,,,,,,,,,,,,,,,,
在日韓国人で ああ そうなんですね,Korean in Japan. - Is that right?,,,,,,,,,,,,,,,,,,,,,,
そうなんですよ,That's right.,,,,,,,,,,,,,,,,,,,,,,
そう 私 実は韓国とハーフなんですよ,I'm actually half-Korean.,,,,,,,,,,,,,,,,,,,,,,
そうなんですか？ そうなんです,Is that so? That's right.,,,,,,,,,,,,,,,,,,,,,,
だから 今 すごいびっくりしました へえ 何か 親近感 湧くな,That's why I was so surprised.,,,,,,,,,,,,,,,,,,,,,,
えっ でも 在日韓国人っておっしゃってて,But you said you're a Korean living in Japan.,,,,,,,,,,,,,,,,,,,,,,
で 私が韓国とハーフで,And that I'm half-Korean.,,,,,,,,,,,,,,,,,,,,,,
私自身 ハーフであることを 結構 コンプレックスに,"I'm half-Korean myself, and I've always had a bit of a complex about being half-Korean.",,,,,,,,,,,,,,,,,,,,,,
感じてる部分があったから もしかしたら 向こうも,So maybe they have the same complex.,,,,,,,,,,,,,,,,,,,,,,
同じコンプレックス 持ってるんじゃないかなって 思ったんですよ,I thought maybe he has the same complex.,,,,,,,,,,,,,,,,,,,,,,
何か そこの話を もう ちょっと 深掘りしたいなとは 思いました,I thought that I wanted to dig a little deeper into the matter.,,,,,,,,,,,,,,,,,,,,,,
韓国人と日本人の ハーフだっていうことで,I'm half-Korean and half-Japanese.,,,,,,,,,,,,,,,,,,,,,,
その辺が ちょっと 共通点があったりとか,So we have that in common.,,,,,,,,,,,,,,,,,,,,,,
かなり うれしいなっていうことで,I'm quite happy about that.,,,,,,,,,,,,,,,,,,,,,,
結構 頭に残ってますね,It's still in my head.,,,,,,,,,,,,,,,,,,,,,,
考え方が しっかりしてそうだなとか,I thought he seemed to have a strong mindset.,,,,,,,,,,,,,,,,,,,,,,
そういうことは すごく思いましたね,I thought that a lot.,,,,,,,,,,,,,,,,,,,,,,
おはようございます おはようございます？ おはようございます こんにちは？,Good morning. Good morning.,,,,,,,,,,,,,,,,,,,,,,
こんにちは ワタルです あっ ワタルさん,Hello. I'm Wataru.,,,,,,,,,,,,,,,,,,,,,,
ルパン心配じゃないですか？ 離れて,Aren't you worried about Lupin? Get away from me.,,,,,,,,,,,,,,,,,,,,,,
ルパン めっちゃ心配 だろうねえ,"Lupin, you must be so worried.",,,,,,,,,,,,,,,,,,,,,,
ありがとう 覚えててくれてた名前,Thank you for remembering my name.,,,,,,,,,,,,,,,,,,,,,,
ルパン？ そんな忘れるわけないでしょ こんなインパクトな名前,Lupin? How could I forget such an impactful name?,,,,,,,,,,,,,,,,,,,,,,
そうだ ハロウィンで着るとか 言ってたかもしれない,"Yeah, he might have said he'd wear it for Halloween.",,,,,,,,,,,,,,,,,,,,,,
そうそうそう ヤバ ちょっと待ってよ 覚えられてる,"Oh, wait a minute, he remembers me.",,,,,,,,,,,,,,,,,,,,,,
すごいステレオタイプな 話なんだけど,"I know this is stereotypical, but...",,,,,,,,,,,,,,,,,,,,,,
うん 名古屋(なごや)って言ったじゃん,"You said Nagoya, right?",,,,,,,,,,,,,,,,,,,,,,
名古屋の方って何となく こう…,People from Nagoya are kind of like...,,,,,,,,,,,,,,,,,,,,,,
うちに向いてる感な方が 多いなっていうふうに 思ってたりするんだけど,I think people from Nagoya tend to be more suited to our company.,,,,,,,,,,,,,,,,,,,,,,
あっ でも 昔はホントそうだった,But it used to be that way.,,,,,,,,,,,,,,,,,,,,,,
中高大同じ つながってる女子校に 行ってみたいな感じで ホントに,"It's like going to an all-girls high school, middle school and high school.",,,,,,,,,,,,,,,,,,,,,,
こう 籠の中で 育った女の子っていう 感じだったんですよね,It's like they grew up in a cage.,,,,,,,,,,,,,,,,,,,,,,
お嬢な感じのイメージできます,I can imagine her as a young lady.,,,,,,,,,,,,,,,,,,,,,,
そうそう ホント そうそう そうそう 私は それが 結構 耐えられなくて 大学 出た感じだったんですけど,"That's right, that's right, that's right, that's right, that's right. I couldn't stand it, so I left college.",,,,,,,,,,,,,,,,,,,,,,
ミドリさん 歩き回ってるでしょ？,"Midori, you're walking around, right?",,,,,,,,,,,,,,,,,,,,,,
えっ 分かります？ ウソ？ やめよう ちょっと 何かさ 座ってられなくて ドキドキしてて,You know what I mean? Really? I couldn't sit still. I was so nervous.,,,,,,,,,,,,,,,,,,,,,,
うちの犬の名前を ホント すぐ出してくれて “あっ ルパン？”みたいな 覚えてくれてて,"She was so nervous... she even remembered our dog's name right away. Like, ""Oh, Lupin?"" She remembered.",,,,,,,,,,,,,,,,,,,,,,
そこから 何か ずっとドキドキしてて 何か落ち着かなくて,"From then on, I was really nervous, and I couldn't calm down.",,,,,,,,,,,,,,,,,,,,,,
立ちながら 最初 話したりしてて “立ったでしょ？”とか 言われて バレてるとか思って,"I was standing up and talking to him at first, and he said, ""You stood up, didn't you?"" I thought he knew.",,,,,,,,,,,,,,,,,,,,,,
そう 何か 終始ドキドキしてて,"Yeah, I was nervous the whole time.",,,,,,,,,,,,,,,,,,,,,,
何か こう ボディーランゲージとかが どんな感じかは知りたいかも,I'd like to know what her body language is like.,,,,,,,,,,,,,,,,,,,,,,
何か 結構 ボディーランゲージ…,"I don't know, body language...",,,,,,,,,,,,,,,,,,,,,,
愛情をこう… 愛情表現のしかたというか,The way he expresses his love...,,,,,,,,,,,,,,,,,,,,,,
僕は結構 あの それこそ 分かってるかもしれないですけど アメリカナイズされてる 部分があるんで,"I may know this, but there's a part of me that's Americanized.",,,,,,,,,,,,,,,,,,,,,,
結構 あの 愛情表現で 手つないだりとか,"So I like... holding hands, hugging, kissing...",,,,,,,,,,,,,,,,,,,,,,
ハグしたりとか キスしたりとかするほうです,"Holding hands, hugging, kissing...",,,,,,,,,,,,,,,,,,,,,,
あっ ホント？ それはね めっちゃよかった,Really? That's great.,,,,,,,,,,,,,,,,,,,,,,
ワタルさん？ ワタルさんだった どうでした？ どうだった？,Wataru? It was Wataru. How was it? How was it?,,,,,,,,,,,,,,,,,,,,,,
楽しかった すごいドキドキしちゃった,It was fun. I was really nervous.,,,,,,,,,,,,,,,,,,,,,,
おお ドキドキ？,Thrilled?,,,,,,,,,,,,,,,,,,,,,,
ドキドキ？ ドキドキしちゃった,Thrilled? I'm thrilled.,,,,,,,,,,,,,,,,,,,,,,
ホントに普通に デートしてるみたなね,It's like a really normal date.,,,,,,,,,,,,,,,,,,,,,,
すごい普通に ドキドキしちゃった,I'm so thrilled. It's so normal.,,,,,,,,,,,,,,,,,,,,,,
いや なかなか その みんなの参考にして 質問もさ 内容を考えてさ,"I was thinking about the questions I asked you guys for your reference, and I was thinking about the content.",,,,,,,,,,,,,,,,,,,,,,
何か イケてない感じするな …みたいなふうに思って,I felt like I wasn't good enough...,,,,,,,,,,,,,,,,,,,,,,
何か だんだん 年齢 経て まあ その 許容範囲が広がって,"As you get older, your tolerance level increases.",,,,,,,,,,,,,,,,,,,,,,
理解できる度合いも 広がるから,You'll be able to understand more and more.,,,,,,,,,,,,,,,,,,,,,,
あんまり好き嫌いとか ぱって決まらなくて,I don't really have a clear idea of what I like or dislike.,,,,,,,,,,,,,,,,,,,,,,
どういう人 好きだっけなみたいな,I wonder what kind of person I like.,,,,,,,,,,,,,,,,,,,,,,
今… 今 その迷路に迷って…,I'm lost in that maze right now...,,,,,,,,,,,,,,,,,,,,,,
みんな いいとこあって みんな いいみたいな雰囲気だし,It's like everyone has their good points and everyone is good.,,,,,,,,,,,,,,,,,,,,,,
もうね どこを見るかみたいに なってきちゃうもんね,It's like I'm trying to decide where to look.,,,,,,,,,,,,,,,,,,,,,,
何か自分にとって恋人と 家族ってどういうとこ… 俺は…,What do you mean when you think of lovers and family?,,,,,,,,,,,,,,,,,,,,,,
何か どう… その ふっと…,I don't know...,,,,,,,,,,,,,,,,,,,,,,
パートナーの人に寄るって どういう状態みたいな そうそう そうそう,What it's like to be in a relationship with your partner.,,,,,,,,,,,,,,,,,,,,,,
そうだ 聞きたいことね 何か もう うん,"Yes, that's what I wanted to ask you.",,,,,,,,,,,,,,,,,,,,,,
まだ やっぱ情報が 少ないから,We don't have much information yet.,,,,,,,,,,,,,,,,,,,,,,
うんうんうん,"Yeah, yeah, yeah.",,,,,,,,,,,,,,,,,,,,,,
何個か ぱぱぱぱっと聞いてもいい？,Can I ask you a few questions quickly?,,,,,,,,,,,,,,,,,,,,,,
全然いいですよ,No problem at all.,,,,,,,,,,,,,,,,,,,,,,
モトミさんて何て 呼ばれてるの？ みんなから,"What do people call you, Motomi? What do people call you?",,,,,,,,,,,,,,,,,,,,,,
モトミか モトミちゃんか,Motomi or Motomi-chan.,,,,,,,,,,,,,,,,,,,,,,
あと ココロミって書くから ここちゃんとか…,"Or Koko-chan, because you write Kokoromi.",,,,,,,,,,,,,,,,,,,,,,
ココミって書くって？,"What's ""kokomi""?",,,,,,,,,,,,,,,,,,,,,,
漢字が 心に美しいって書いて モトミって読むんですよ,"The kanji means ""beautiful in mind."" It's called ""motomi.",,,,,,,,,,,,,,,,,,,,,,
めっちゃいい名前じゃん, That's a great name!,,,,,,,,,,,,,,,,,,,,,,
ありがとうございます お母さんに感謝 きっと 心が 美しい人になってるんでしょう,"Thank you, thank your mother. I'm sure you're a beautiful person at heart.",,,,,,,,,,,,,,,,,,,,,,
じゃあ はい はい どうぞ,Well then... here you go.,,,,,,,,,,,,,,,,,,,,,,
えーと… アウトドア派かインドア派か,So... are you an outdoorsman or an indoor person?,,,,,,,,,,,,,,,,,,,,,,
ああ もう 完全アウトドアだよ,I'm totally outdoorsy.,,,,,,,,,,,,,,,,,,,,,,
そう 私も,"Yeah, me too.",,,,,,,,,,,,,,,,,,,,,,
あっ あと 私 チンチラ飼ってる話 したっけ？ してない,Did I tell you I have a chinchilla? No.,,,,,,,,,,,,,,,,,,,,,,
めっちゃ かわいいじゃん チンチラって あの 尻尾の長い あれだよね,"Chinchillas are so cute! You know, the ones with the long tails?",,,,,,,,,,,,,,,,,,,,,,
そうそう ふわふわのネズミちゃん,That's right! A fluffy little mouse!,,,,,,,,,,,,,,,,,,,,,,
昔 飼ってたもん えっ？,I used to have one.,,,,,,,,,,,,,,,,,,,,,,
ウソ うん,What? - No way.,,,,,,,,,,,,,,,,,,,,,,
待て チンチラの話をして 知ってる人 誰もいなかったよ,"Wait, no one knew anything about chinchillas.",,,,,,,,,,,,,,,,,,,,,,
チンチラはね 昔 家で飼ってたよ 家でってか…,I used to have a chinchilla at home.,,,,,,,,,,,,,,,,,,,,,,
家族でね 実家で飼ってた,I mean... with my family. We kept them at home.,,,,,,,,,,,,,,,,,,,,,,
めっちゃかわいかったね,They were so cute.,,,,,,,,,,,,,,,,,,,,,,
そう 今 私 一人暮らしだけど飼ってて,"Yes, I live alone now, but I still have it.",,,,,,,,,,,,,,,,,,,,,,
へえ すごい そう,"Wow, great!",,,,,,,,,,,,,,,,,,,,,,
すごいかわいいの,She's so cute.,,,,,,,,,,,,,,,,,,,,,,
あっ そうだ 誕生日とかは？,What's your birthday?,,,,,,,,,,,,,,,,,,,,,,
誕生日は２月28日,My birthday is February 28th.,,,,,,,,,,,,,,,,,,,,,,
２月28日？ うん,February 28th? Yeah.,,,,,,,,,,,,,,,,,,,,,,
えっ 待って リョウタロウさん 誕生日 何…,"Wait, Ryotaro, what's your birthday...",,,,,,,,,,,,,,,,,,,,,,
俺ね １月３日 正月なんだよね,It's January 3rd. It's New Year's.,,,,,,,,,,,,,,,,,,,,,,
えっ 私のめっちゃ 大親友と同じ,What? Same as my very best friend.,,,,,,,,,,,,,,,,,,,,,,
覚えた 一瞬で覚えた マジで？,I memorized it. In an instant. Seriously?,,,,,,,,,,,,,,,,,,,,,,
どの辺に 住んでるんでしたっけ？ 全然 言える範囲で 俺はね…,"Where did you live? Not at all, as far as I can tell. I live in...",,,,,,,,,,,,,,,,,,,,,,
全然 言えるよ 目黒,Meguro,,,,,,,,,,,,,,,,,,,,,,
私 あの 代々木公園,I live in Yoyogi Park,,,,,,,,,,,,,,,,,,,,,,
マジ？ 俺 うん,Seriously? I lived in Yoyogi Park before I went there.,,,,,,,,,,,,,,,,,,,,,,
そこに行く前 ずっと 代々木公園に住んでたんだけど,I lived in Yoyogi Park before I went there.,,,,,,,,,,,,,,,,,,,,,,
えっ？ ホントに？,What? Really?,,,,,,,,,,,,,,,,,,,,,,
７年間 富ヶ谷に えっ え？ ウソ？,For seven years in Tomigaya. Really?,,,,,,,,,,,,,,,,,,,,,,
富ヶ谷？ え？,Tomigaya? What?,,,,,,,,,,,,,,,,,,,,,,
めっちゃ近い めっちゃ近い ハナマサとか あの辺？,"Very close, very close. Like Hanamasa? Around there?",,,,,,,,,,,,,,,,,,,,,,
そうだよ えっ,That's right. What?,,,,,,,,,,,,,,,,,,,,,,
ハナマサ 結構 毎週 行ってるよ マジで？ うん,I go to Hanamasa pretty much every week. Seriously?,,,,,,,,,,,,,,,,,,,,,,
マジで すごいね,"Seriously, that's amazing.",,,,,,,,,,,,,,,,,,,,,,
ピンポイント,Pinpoint.,,,,,,,,,,,,,,,,,,,,,,
無理して 話合わせるとかじゃない,It's not like we're forcing ourselves to talk together.,,,,,,,,,,,,,,,,,,,,,,
ホントにスムーズな感じに 普通の会話で 普通に盛り上がって,"It's just smooth, normal conversation.",,,,,,,,,,,,,,,,,,,,,,
で 趣味嗜好も 一緒でみたいな 何か すごい楽なんですよ,"And we have the same interests and hobbies, so it's really easy.",,,,,,,,,,,,,,,,,,,,,,
不思議ですよね 何か 上がりましたし うおおって マジかみたいな,"It's so strange, isn't it? It was uplifting, and I was like, ""Wow, you're serious?",,,,,,,,,,,,,,,,,,,,,,
楽しかったです ハハハハハハハッ,It was fun.,,,,,,,,,,,,,,,,,,,,,,
声としゃべり方が すごい優しくって,His voice and the way he talked were so sweet.,,,,,,,,,,,,,,,,,,,,,,
で あんまり人を 傷つけるような言葉とか 発さないし,And he didn't say anything hurtful to others.,,,,,,,,,,,,,,,,,,,,,,
何か それがすごい 居心地いいかなって思いました,I thought that made me feel really comfortable.,,,,,,,,,,,,,,,,,,,,,,
ねえ… どうなるんだろうね,I wonder what's going to happen now.,,,,,,,,,,,,,,,,,,,,,,
もう ずっと２人で迷ってる,We've been wondering.,,,,,,,,,,,,,,,,,,,,,,
あっ 迷ってるんだ？ ２人で,"Oh, you're lost? Just the two of us.",,,,,,,,,,,,,,,,,,,,,,
何か一択だなとか 思ってたけど そうだよね 昨日 言ってたよね,"I thought we had a choice, but... you said that yesterday.",,,,,,,,,,,,,,,,,,,,,,
話すと… 変わる 揺れるんだ,When I talk to him... he changes. He gets swayed.,,,,,,,,,,,,,,,,,,,,,,
ああ この人もいいなみたいな,"It's like, ""Oh, I like this guy, too.",,,,,,,,,,,,,,,,,,,,,,
気に なってるのは年齢？ 一番 気になってるのは 年齢なんだ,Is it his age you're interested in? Age is what I'm interested in the most.,,,,,,,,,,,,,,,,,,,,,,
うん 年齢,"Yeah, age.",,,,,,,,,,,,,,,,,,,,,,
そっか…,"Right, age...",,,,,,,,,,,,,,,,,,,,,,
年齢ねえ…,Age...,,,,,,,,,,,,,,,,,,,,,,
昨日 夜 お風呂 入りながら,"Last night, while I was taking a bath.",,,,,,,,,,,,,,,,,,,,,,
ナナコさんのこと 考えてて,I was thinking about Nanako.,,,,,,,,,,,,,,,,,,,,,,
何か 結婚歴あるじゃないですか うんうんうん,"You've been married before, right?",,,,,,,,,,,,,,,,,,,,,,
僕 高知で 何か周りに そういう人 いっぱいいるんで,"I'm from Kochi, and I'm surrounded by lots of people like that.",,,,,,,,,,,,,,,,,,,,,,
まったく ホントに それに対して 何の抵抗もないんですけど,I really don't have anything against it.,,,,,,,,,,,,,,,,,,,,,,
何か 一般的には コンプレックスに感じてたり,"I don't really have anything against it, but in general, I feel it's a bit of a complex.",,,,,,,,,,,,,,,,,,,,,,
たぶん ちょっと 気にしてるかなと思って,Maybe you're a little concerned about it.,,,,,,,,,,,,,,,,,,,,,,
正解です アハハハッ,You're right.,,,,,,,,,,,,,,,,,,,,,,
思うから ちょっと 聞きたいなって,That's why I wanted to ask you.,,,,,,,,,,,,,,,,,,,,,,
何か ホント そこは 私は20代の時は,I think I kept that part of my life rather hidden when I was in my twenties.,,,,,,,,,,,,,,,,,,,,,,
結構 わりと隠してたというか 言えなくて,"When I was in my 20s, I kept that part of my life rather hidden, or rather, I couldn't say.",,,,,,,,,,,,,,,,,,,,,,
何か そう言うと 何だろうな ダメ人間じゃないけど,"I don't know if I should say so, but... I mean, I wasn't a total failure.",,,,,,,,,,,,,,,,,,,,,,
自分にも自信がなかったし 言えなくて…,"I wasn't sure about myself, and I couldn't say...",,,,,,,,,,,,,,,,,,,,,,
だから その… それを丸っと 受け入れてくれる人が いいなっていうのは ずっと思ってて,So I've always thought it would be nice to have someone who could accept me for who I am.,,,,,,,,,,,,,,,,,,,,,,
僕は 何となくや そんなの 気にしませんではなくて,"I don't mean that somehow, or that I don't care about that.",,,,,,,,,,,,,,,,,,,,,,
なぜ それがいいのか むしろ そういう人が 僕は尊敬できたり いいなって思うっていうのは,I don't mean that I don't care about it... but that I respect and admire someone like that.,,,,,,,,,,,,,,,,,,,,,,
えっと しっかりした考えがあって…,I have a clear idea...,,,,,,,,,,,,,,,,,,,,,,
やっぱ 自分が痛みを知る… 痛みとか傷つけられた人って,People who know pain... and have been hurt...,,,,,,,,,,,,,,,,,,,,,,
そんなこと 人にするって ありえないって分かるし,I know that it's unthinkable to do such a thing to someone.,,,,,,,,,,,,,,,,,,,,,,
失敗じゃなくて 一回 結婚を,It's not a failure.,,,,,,,,,,,,,,,,,,,,,,
経験されてるっていうことは より もう絶対 いい結婚ができるし,The fact that you've been married once means that you're going to have a better marriage.,,,,,,,,,,,,,,,,,,,,,,
それを何か ネガティブに 感じたりとか,I've heard you say that you felt something negative about it.,,,,,,,,,,,,,,,,,,,,,,
もしかしてしてるかもな …っていうふうに感じたのを 声とかで聞いてたり,Or maybe you've heard a voice that says...,,,,,,,,,,,,,,,,,,,,,,
何か体調悪かったりするのも,Or if you're not feeling well...,,,,,,,,,,,,,,,,,,,,,,
何でしょう 精神的に,"I don't know, mentally.",,,,,,,,,,,,,,,,,,,,,,
あっ 私は他の人と 違うから”みたいなふうに,"Like, Oh, I'm not like other people.",,,,,,,,,,,,,,,,,,,,,,
塞ぎ込んでないかなって,I just wanted to make sure you weren't blocked out.,,,,,,,,,,,,,,,,,,,,,,
いや 分からないです ２回のデートでは そこまで確信 持って 言えなかったですけど,"I don't know, I couldn't say with that much certainty on the two dates.",,,,,,,,,,,,,,,,,,,,,,
でも 昨日 頭洗ってる時に 何か ぱっと 思ったんですよ それ,"But yesterday, when I was washing my head, something occurred to me.",,,,,,,,,,,,,,,,,,,,,,
僕は 一緒になりたい人に 何を求めるかっていうと,What am I looking for in someone I want to be with?,,,,,,,,,,,,,,,,,,,,,,
苦しいところを この人と 乗り越えたいって思える人と 一緒になりたいです,I want to be with someone with whom I can overcome my difficulties.,,,,,,,,,,,,,,,,,,,,,,
だから ちゃんと 話せる人がいいです だから 僕が言ったことを はいはいっていう人は嫌です,"I want someone I can talk to properly, so I don't want someone who just says yes or no to what I say.",,,,,,,,,,,,,,,,,,,,,,
これはダメでしょ みたいな ちゃんと言える… だから 僕は年上がいいし そういう意味では,"I don't want someone who says, You can't do that. I want someone older.",,,,,,,,,,,,,,,,,,,,,,
そう それも あって 私は 年下？ ん？ 年…,"Yes, that's part of it. I'm younger? Younger? Younger?",,,,,,,,,,,,,,,,,,,,,,
下は年上が 嫌なんじゃないかみたいな,I don't think younger people like older people.,,,,,,,,,,,,,,,,,,,,,,
そういうコンプレックス,That kind of complex.,,,,,,,,,,,,,,,,,,,,,,
ナナコさんが言ってる コンプレックスは 僕にとって 一つも何にも どこにも引っかかってないです,"The complex you're talking about, Nanako, is not stuck to me in any way, shape, or form.",,,,,,,,,,,,,,,,,,,,,,
びっくりするわ でも よく ありません？,"That's amazing, but doesn't that happen a lot?",,,,,,,,,,,,,,,,,,,,,,
自分が コンプレックスって 思ってることって 人にとって長所だったりとか 何かプラスだったりしません？,"What you consider a complex can be a strength or a plus for others, right?",,,,,,,,,,,,,,,,,,,,,,
そっちのほうとかね だから 僕⸺ すごいうれしいです その…,That's why I'm so happy.,,,,,,,,,,,,,,,,,,,,,,
ナナコさんが 今言ってる コンプレックスすべてが 僕にとって ストライクだっていう…,Everything you're talking about is a strike for me.,,,,,,,,,,,,,,,,,,,,,,
いや だから 私は すごい何か安心っていうか… できるなって今 安心しました？,So I'm relieved... that I can do it.,,,,,,,,,,,,,,,,,,,,,,
泣いてたね,You were crying.,,,,,,,,,,,,,,,,,,,,,,
泣かした 泣かされた,You made me cry. You made me cry.,,,,,,,,,,,,,,,,,,,,,,
泣いてたよ 泣かされた,I was crying. You made me cry.,,,,,,,,,,,,,,,,,,,,,,
ひどいねとか言って ひどいね,Tell her she's terrible. She's terrible.,,,,,,,,,,,,,,,,,,,,,,
泣かすとかひどいね,You made her cry. That's terrible.,,,,,,,,,,,,,,,,,,,,,,
いやいや ひどくないでしょ,"No, no, no, it's not terrible.",,,,,,,,,,,,,,,,,,,,,,
ハア… 緊張する,I'm nervous.,,,,,,,,,,,,,,,,,,,,,,
こんにちは ワタルですよ ミドリです," Hi, I'm Wataru. It's Midori.",,,,,,,,,,,,,,,,,,,,,,
ああ ちょっと緊張する マジで,"Yeah, I'm a little nervous. Seriously.",,,,,,,,,,,,,,,,,,,,,,
なんで？ えっ 分かんない,Why? I don't know.,,,,,,,,,,,,,,,,,,,,,,
 休めた？ 昨日 全然 休めなかった, Did you rest? I didn't get any rest yesterday.,,,,,,,,,,,,,,,,,,,,,,
え？ なんでよ, What? Why not?,,,,,,,,,,,,,,,,,,,,,,
今日 ２時半に起きちゃって,I woke up at 2:30 today.,,,,,,,,,,,,,,,,,,,,,,
２時半？ 今日 ２時半に起きた？ 夜中じゃん,2:30? You got up at 2:30 today? In the middle of the night?,,,,,,,,,,,,,,,,,,,,,,
ちょっと ドキドキしてるしさ,I'm a little nervous.,,,,,,,,,,,,,,,,,,,,,,
そう 今さ ミドリさんから見てさ 俺 どういう印象？,What do you think of me?,,,,,,,,,,,,,,,,,,,,,,
えっ すごいいいと 思ってるんだけど 分かんない でも どう…,"I think you're really nice, but I don't know...",,,,,,,,,,,,,,,,,,,,,,
どういう人… どういう人物だと思ってる？,What kind of person do you think I am?,,,,,,,,,,,,,,,,,,,,,,
すごい似てるなって 思うところが いっぱいある,I think we're a lot alike in a lot of ways.,,,,,,,,,,,,,,,,,,,,,,
だけど たぶん 実は すごい弱い人なのかなとも…,But I also think that he's actually a very weak person.,,,,,,,,,,,,,,,,,,,,,,
ふーん… 思う だからこそ 何かホントは もっと何だろう…,That's why I wonder if there's something more...,,,,,,,,,,,,,,,,,,,,,,
