Script.EP1,Meaning.EP1,Script.EP2,Meaning.EP2,Script.EP3,Meaning.EP3,Script.EP4,Meaning.EP4,Script.EP5,Meaning.EP5,Script.EP6,Meaning.EP6,Script.EP7,Meaning.EP7,Script.EP8,Meaning.EP8,Script.EP9,Meaning.EP9,Script.EP10,Meaning.EP10,Script.EP11,Meaning.EP11,Script.EP12,Meaning.EP12
けどそれはどうやら紛うことなき勘違いだったらしい,But it seems I was mistaken,彼女はなこの後主人公を庇って自ら…,She's going to protect the main character and then she's going to...,,,,,,,,,,,,,,,,,,,,
バイバイのあと冷めない微熱,"After saying bye-bye, a slight fever that won't go away",うんホント面白いよ,"Yeah, it's really interesting.",,,,,,,,,,,,,,,,,,,,
夜風に吹かれ考える,Thinking in the night breeze,解説もネタバレもなしに,"No commentary, no spoilers.",,,,,,,,,,,,,,,,,,,,
好き嫌い嫌い好き繰り返す,I keep liking and disliking and liking and disliking,一人で静かにプレーしてたら泣いたかもしれないね,"If I had played it alone and quietly, I might have cried.",,,,,,,,,,,,,,,,,,,,
その瞳にうつっているのは,What's in those eyes,終わったね,It's over.,,,,,,,,,,,,,,,,,,,,
現実（リアル）？それとも虚像（二次元）？,Is it reality (real)? Or is it a false image (two dimensional)?,うん…,Yeah...,,,,,,,,,,,,,,,,,,,,
容易く可愛いだなんて言わないでよね,Don't tell me it's easy to be cute,そっか最後こんな終わり方をするんだ,I didn't know it was going to end like this.,,,,,,,,,,,,,,,,,,,,
明日も目をこすって「おはよう」を言って,"Tomorrow, rub your eyes and say ""good morning"" again",ちょっとびっくりした,I was a little surprised.,,,,,,,,,,,,,,,,,,,,
他愛もないことたくさん教えて,Tell me lots of silly things,俺も加藤がこんな付き合いのいいやつだってことにちょっとびっくりした,I was also a little surprised that Kato was such a good friend.,,,,,,,,,,,,,,,,,,,,
少しずつ近づいてく距離にどうしよう,What should I do as we get closer and closer?,いや俺がこんなこと言うのも何だけどさ,"I don't know if I should say this, but...",,,,,,,,,,,,,,,,,,,,
自分じゃないみたいだ,It's like I'm not myself,それ本当に何だかなだね,That's really something.,,,,,,,,,,,,,,,,,,,,
メリーゴーランドが止まらなくて,The merry-go-round never stops,それで最後までプレーしてみてどうだった,So how was it playing through to the end?,,,,,,,,,,,,,,,,,,,,
廻る廻る景色が変わってく,The scenery changes as it goes round and round,う～んまあ色々あったけど面白かったよ,"Well, it was a lot of things, but it was fun.",,,,,,,,,,,,,,,,,,,,
カラフルな夢を見る,I have colorful dreams,だろだろ,Of course it was.,,,,,,,,,,,,,,,,,,,,
どくどくして身体中を,dizzying all over my body,絵もすっごくかわいかったし声優さんも熱演してたし,"The pictures were really cute, the voice actors performed well.",,,,,,,,,,,,,,,,,,,,
巡る巡る気持ちまだ言葉に出来なくて,I still can't put into words the feelings that go round and round,音楽もよかったしもちろんストーリーも面白かったし,"The music was great, and of course the story was interesting.",,,,,,,,,,,,,,,,,,,,
ひとことそれで十分なのに,"one word, that's all I need to say",加藤…,Kato...,,,,,,,,,,,,,,,,,,,,
来ないわね,You're not coming.,こういう萌えとかいってるゲームやアニメって,I've never touched these moe games and anime before.,,,,,,,,,,,,,,,,,,,,
うん…,Well...,今まで触ったことなかったけどバカにしたものじゃないね,"I've never touched them before, but I don't think they're anything to scoff at.",,,,,,,,,,,,,,,,,,,,
,,加藤…,Kato...,,,,,,,,,,,,,,,,,,,,
,,お前はやっぱり俺の見込んだとおりの女の子だったよ,You're the girl I knew you'd be.,,,,,,,,,,,,,,,,,,,,
,,あっお構いなく,"Oh, please don't mind me.",,,,,,,,,,,,,,,,,,,,
,,いいやお構いするとも,"No, I do.",,,,,,,,,,,,,,,,,,,,
,,というわけでお前にはこんな感じのメインヒロインになってもらう,So you're going to be the main heroine like this.,,,,,,,,,,,,,,,,,,,,
,,てことは私このゲームみたいに最後はころっと死んじゃうの,So I'm going to die a quick death like in this game,,,,,,,,,,,,,,,,,,,,
,,加藤もしかしてお前このゲームのこと,"Kato, are you talking about this game?",,,,,,,,,,,,,,,,,,,,
,,ヒロインを殺すことでお涙頂戴を狙った安っぽい泣きゲーって,A cheap crying game that aims to give you a sob story by killing the heroine?,,,,,,,,,,,,,,,,,,,,
,,バカにしてるな？,"You think I'm stupid, don't you?",,,,,,,,,,,,,,,,,,,,
,,分かってない,You don't understand.,,,,,,,,,,,,,,,,,,,,
,,それ全然分かってないぞ加藤,"You don't get it at all, Kato.",,,,,,,,,,,,,,,,,,,,
,,うん分かってないかも,Maybe you don't.,,,,,,,,,,,,,,,,,,,,
,,安芸君が何言ってるのか全然,"I have no idea what you're talking about, Aki.",,,,,,,,,,,,,,,,,,,,
,,ちょっとそこに座りなさい,Sit down there for a minute.,,,,,,,,,,,,,,,,,,,,
,,もう座ってるよ,I'm already sitting down.,,,,,,,,,,,,,,,,,,,,
,,いいか,Listen.,,,,,,,,,,,,,,,,,,,,
,,どれだけ安易で使い古された飛び道具だとしても,No matter how easy it is... or how old it is...,,,,,,,,,,,,,,,,,,,,
,,それが今でも多くのユーザーの支持を集めるのなら,If it still has the support of many users...,,,,,,,,,,,,,,,,,,,,
,,ちゅうちょなく使うべきなんだよ,You should use it without hesitation.,,,,,,,,,,,,,,,,,,,,
,,あの私そこまで深く考えてないんだけど,You know what? I'm not really thinking about it that much.,,,,,,,,,,,,,,,,,,,,
,,創作においてバカの一つ覚えほど強い武器はないんだ,There is no weapon more powerful than a fool's errand in creative writing.,,,,,,,,,,,,,,,,,,,,
,,一部の批判に惑わされるな,Don't be fooled by a few criticisms.,,,,,,,,,,,,,,,,,,,,
,,大きな目で全体を見ろ,Look at the big picture.,,,,,,,,,,,,,,,,,,,,
,,総合的に何が一番ユーザーに突き刺さるのかを見極めるんだ,Determine what sticks out the most to the users overall.,,,,,,,,,,,,,,,,,,,,
,,ユーザーに何を見せたいのかどんな気持ちにさせたいのか,"What do you want to show to the users, what do you want to make them feel?",,,,,,,,,,,,,,,,,,,,
,,これじゃ全然伝わってこない,This doesn't convey anything at all.,,,,,,,,,,,,,,,,,,,,
,,本当に作りたいものが何なのか,I wonder if you haven't yet figured out what you really want to create.,,,,,,,,,,,,,,,,,,,,
,,まだ見えていないんじゃないのかしら,what you really want to create.,,,,,,,,,,,,,,,,,,,,
,,そうか分かってなかったのは俺の方だったのか,"I see, I'm the one who didn't get it.",,,,,,,,,,,,,,,,,,,,
,,ありがとな加藤,Thanks Kato.,,,,,,,,,,,,,,,,,,,,
,,お前のおかげで一番大事なことに気付いたよ,"Thanks to you, I realized the most important thing.",,,,,,,,,,,,,,,,,,,,
,,そうそれはよかったね,"Well, that's good to hear.",,,,,,,,,,,,,,,,,,,,
,,まあそんなわけで,And so...,,,,,,,,,,,,,,,,,,,,
,,今日の勉強会はめでたくお開きだね,I guess today's study session is over.,,,,,,,,,,,,,,,,,,,,
,,それじゃあ安芸君また学校で,"See you at school then, Aki.",,,,,,,,,,,,,,,,,,,,
,,待て,Wait.,,,,,,,,,,,,,,,,,,,,
,,実はこのゲームには続編があってだな,There's actually a sequel to this game.,,,,,,,,,,,,,,,,,,,,
,,ヒロイン死亡というまさかのバッドエンドから３年,"It's been three years since the game ended badly, with the death of the heroine.",,,,,,,,,,,,,,,,,,,,
,,満を持して発売されたシリーズ完結編にして真骨頂,"It's the conclusion of the series, and the beginning of a story of rebirth and resurrection.",,,,,,,,,,,,,,,,,,,,
,,再生のそして復活の物語の始まりだ,It's the beginning of the story of rebirth and resurrection.,,,,,,,,,,,,,,,,,,,,
,,えっ？あの子生き返るの,What? She's coming back to life?,,,,,,,,,,,,,,,,,,,,
,,もうネタバレはしない絶対に口出ししない,"I won't spoil it for you, I promise I won't say anything.",,,,,,,,,,,,,,,,,,,,
,,だから加藤あとは自分の目で見届けるんだ,"So, Kato, you'll just have to see for yourself.",,,,,,,,,,,,,,,,,,,,
,,でも今から新しいゲーム始めたら,But if I start a new game now.,,,,,,,,,,,,,,,,,,,,
,,終わるの夜中になっちゃうよ,I won't be able to finish until midnight.,,,,,,,,,,,,,,,,,,,,
,,大丈夫今日俺の親たち泊まりで旅行行ってるから,"Don't worry, my parents are traveling today.",,,,,,,,,,,,,,,,,,,,
,,全然大丈夫じゃなくない,It's not okay at all.,,,,,,,,,,,,,,,,,,,,
,,それに今日は土曜だ明日も休みだろ,"Besides, it's Saturday, you have tomorrow off too.",,,,,,,,,,,,,,,,,,,,
,,だからそういう問題じゃ,So it's not about that.,,,,,,,,,,,,,,,,,,,,
,,お願いだ加藤帰らないでくれ,"Please, Kato, don't go home.",,,,,,,,,,,,,,,,,,,,
,,安芸君,Aki.,,,,,,,,,,,,,,,,,,,,
,,俺のいや俺たちの夢のためにも,"For my sake, for our dreams.",,,,,,,,,,,,,,,,,,,,
,,今夜はずっと一緒にいてくれ,Please stay with me tonight.,,,,,,,,,,,,,,,,,,,,
,,俺を男にしてくれ,Make me a man.,,,,,,,,,,,,,,,,,,,,
,,まあ別に家には今日遅くなるかもって言ってあるからいいけど,"I told him I'd be home late tonight, so it's okay.",,,,,,,,,,,,,,,,,,,,
,,いいんだ！？,You sure?,,,,,,,,,,,,,,,,,,,,
,,いや加藤ちょっと待てホントにそれでいいのか,"No, Kato, wait a minute, are you sure that's a good idea?",,,,,,,,,,,,,,,,,,,,
,,ぶっちゃけ今の流れだと,"Honestly, with the way things are going right now.",,,,,,,,,,,,,,,,,,,,
,,何かあっても言い訳できないレベルだぞ,There's no excuse if something happens.,,,,,,,,,,,,,,,,,,,,
,,でも安芸君だし,But it's Aki.,,,,,,,,,,,,,,,,,,,,
,,どうせ徹夜でゲームやるだけだよね,He's just going to stay up all night playing games anyway.,,,,,,,,,,,,,,,,,,,,
,,そうだけど確かにそのとおりなんだけど,"You're right, but...",,,,,,,,,,,,,,,,,,,,
,,でもお前,But you...,,,,,,,,,,,,,,,,,,,,
,,その投げやりなまでの気安さは三次元の女の子としてもどうかと思うぞ,I don't know if you're a three-dimensional girl.,,,,,,,,,,,,,,,,,,,,
,,いや俺が言うのも何だけどさ,"I don't know if I should say this, but...",,,,,,,,,,,,,,,,,,,,
,,本当に何だかなだよね,"It's really something, isn't it?",,,,,,,,,,,,,,,,,,,,
,,バイバイのあと冷めない微熱,A slight fever that won't go away after saying bye-bye,,,,,,,,,,,,,,,,,,,,
,,夜風に吹かれ考える,I think about it in the night breeze,,,,,,,,,,,,,,,,,,,,
,,好き嫌い嫌い好き繰り返す,"I repeatedly like, dislike, dislike, dislike",,,,,,,,,,,,,,,,,,,,
,,その瞳にうつっているのは,What's in those eyes,,,,,,,,,,,,,,,,,,,,
,,現実（リアル）？それとも虚像（二次元）？,Is it reality (real)? Or is it a false image (two dimensional)?,,,,,,,,,,,,,,,,,,,,
,,容易く可愛いだなんて言わないでよね,Don't tell me it's easy to be cute,,,,,,,,,,,,,,,,,,,,
,,明日も目をこすって「おはよう」を言って,"Tomorrow, rub your eyes and say ""good morning"" again",,,,,,,,,,,,,,,,,,,,
,,他愛もないことたくさん教えて,Tell me lots of silly things,,,,,,,,,,,,,,,,,,,,
,,少しずつ近づいてく距離にどうしよう,What should I do as we get closer and closer?,,,,,,,,,,,,,,,,,,,,
,,自分じゃないみたいだ,It's like I'm not myself,,,,,,,,,,,,,,,,,,,,
,,メリーゴーランドが止まらなくて,The merry-go-round never stops,,,,,,,,,,,,,,,,,,,,
,,廻る廻る景色が変わってく,The scenery changes as it goes round and round,,,,,,,,,,,,,,,,,,,,
,,カラフルな夢を見る,I have colorful dreams,,,,,,,,,,,,,,,,,,,,
,,どくどくして身体中を,dizzying all over my body,,,,,,,,,,,,,,,,,,,,
,,巡る巡る気持ちまだ言葉に出来なくて,I still can't put into words the feelings that go round and round,,,,,,,,,,,,,,,,,,,,
,,ひとことそれで十分なのに,"one word, that's all I need to say",,,,,,,,,,,,,,,,,,,,
,,終わったな,It's over,,,,,,,,,,,,,,,,,,,,
,,終わったね,It's over.,,,,,,,,,,,,,,,,,,,,
,,それでどうだった真のエンディングを迎えて,So how was it... with the real ending?,,,,,,,,,,,,,,,,,,,,
,,眠い,Sleepy.,,,,,,,,,,,,,,,,,,,,
,,お前感想がそれだけなんて許さないぞ,You can't tell me that's all you think of me.,,,,,,,,,,,,,,,,,,,,
,,今は勘弁してよ,Give me a break now.,,,,,,,,,,,,,,,,,,,,
,,いいか加藤もしこのゲームで何かを感じたのなら,"Listen, Kato, if you feel something about this game.",,,,,,,,,,,,,,,,,,,,
,,お前は俺のサークルに入るんだ,You're in my circle.,,,,,,,,,,,,,,,,,,,,
,,うん入る入るからだからちょっとだけ寝かせて,"I'm in, I'm in, so just let me sleep for a bit.",,,,,,,,,,,,,,,,,,,,
,,お前な,You.,,,,,,,,,,,,,,,,,,,,
,,人生を左右するかもしれない重大な決断を,You're making a major decision that could affect your life.,,,,,,,,,,,,,,,,,,,,
,,眠いからとか暇だからとかで決めるなよ,Don't make it just because you're sleepy or bored.,,,,,,,,,,,,,,,,,,,,
,,もうめんどくさいなぁ安芸君は,"You're such a pain in the ass, Aki.",,,,,,,,,,,,,,,,,,,,
,,どうせゲームなんか作らずに,You don't make games anyway.,,,,,,,,,,,,,,,,,,,,
,,毎日だらだら遊んでるだけのサークルになるんでしょ,"You're just going to be in a circle where you don't make games and just hang out every day, aren't you?",,,,,,,,,,,,,,,,,,,,
,,お前俺をそんな志の低いやつらと一緒にするな,Don't put me in the same group as those with low aspirations.,,,,,,,,,,,,,,,,,,,,
