Script.EP1,Meaning.EP1,Script.EP2,Meaning.EP2,Script.EP3,Meaning.EP3,Script.EP4,Meaning.EP4,Script.EP5,Meaning.EP5,Script.EP6,Meaning.EP6,Script.EP7,Meaning.EP7,Script.EP8,Meaning.EP8,Script.EP9,Meaning.EP9,Script.EP10,Meaning.EP10,Script.EP11,Meaning.EP11,Script.EP12,Meaning.EP12
何事にも打ち克つ力が備わる,gives you the strength to overcome any difficulties?, からーい でも美味しい,What? -It's spicy but delicious.,辛みの奥に ジューシーな肉の旨みが,"Now that I'm tasting it again, there's a juicy flavor of meat within the spiciness.",これがタイ料理の 本気の辛さなんか,This is how spicy Thai food can get?,ごめんなさい ほかの人に呼ばれてて,-I'm sorry I made you wait. -Not at all.,,,,,,,,,,,,,,
辛いっていう字は ツライとも読める,"The kanji character for ""spicy"" can also be read as ""pain"".",なあ あの子のとこは？,Hey. What level is their sauce?,美味い… かも,This might be… delicious.,ん？ でも いける,But I can still eat it.,あ いえ なに飲みますか？,-I'm sorry I made you wait. -Not at all. What would you like to drink?,,,,,,,,,,,,,,
しかし 辛いという字に一本足せば 幸せという字になるんだ,"But adding one line to the word ""spicy"" will turn that word into ""happiness"".",（亮介）常連さんっぽいんで,"They look like regular customers,",最高,This is excellent.,東京に来て いろんな激辛に 挑んできた今の俺になら,I've eaten all sorts of spicy things ever since I came to Tokyo.,じゃあ ヨンペリもらおうかな,I'll have the Yom Perignon.,,,,,,,,,,,,,,
さあ 食べようか,Let's eat.,たぶん４辛か５辛くらい じゃないっすか？,so it must be spice level four or five.,いやぁ～ 仕上がった 仕上がった,I feel complete now.,食べられへん辛さじゃない,This is not as spicy as the other dishes I've tried.,（アカリ）どうしたの？,What's wrong?,,,,,,,,,,,,,,
これが 東京…,So this is Tokyo…,子供に負けるつもり？,Will you lose against a child?,美味かったっすね,That was delicious.,辛いけど うまい,It's spicy but delicious.,すいません あの 今日は そこまでお金持ってなくて,I don't have enough to pay for Yom Perignon today.,,,,,,,,,,,,,,
東京なんよな,"Oh, right. I’m in Tokyo now.",お ハラミもＯＫっすよ,The skirt steak is done.,仕上がった,I feel complete.,すごいですね 猿川さん,"Mr. Sarukawa, you're amazing.",あなた お酒の契約取りたいんでしょ？,"You want to supply alcohol here, right?",,,,,,,,,,,,,,
猿川先輩 負けないでください,"Mr. Sarukawa, please do your best.",おっ おー,All right!,どう？ もう一軒 イエイ！,How about a second round? -Sure.,え？,What?,店長に営業したけど 相手にされない,Our manager didn't listen to your sales pitch.,,,,,,,,,,,,,,
先輩なら東京へ行っても 必ず成功します,We’re confident you’ll succeed in Tokyo.,いただきまーす,Let's dig in!,僕はここで,I'll be leaving now.,辛いもの食べられる人って 尊敬しちゃいます,I respect people who can eat spicy things.,だから私に協力してもらおうと 思って指名した,"So you asked for me, hoping to get my cooperation.",,,,,,,,,,,,,,
フレー フレー,Hurray! Hurray!,お パイセン 今度はシビでいくんっすか？,"Oh, Mr. Sarukawa. You're trying the shibi sauce?",えー？ パイセンも行きましょうよ,Why? Let's all go together.,私の知らない美味しさを 知ってるんだろうなって,Because they get to experience flavors that are foreign to me.,違う？,Am I wrong?,,,,,,,,,,,,,,
サルーカワー！,Sarukawa!,シビ？ シビは痺れるからシビ,Shibi? -It's a numbing sauce.,ちゃんと味わってみようと思うんだ,There's something I need to do.,尊敬って 大げさだよ,Respect? Isn't that an exaggeration?,どうしても ここの営業 成功させたいんです,I want to secure this sale no matter what.,,,,,,,,,,,,,,
フレ フレ 猿川 フレ フレ 猿川！,"Hurray, Sarukawa! Hurray, Sarukawa.",味噌ダレに 花山椒を混ぜ込んであるの,Japanese pepper is mixed inside the miso-based sauce.,失礼します,Goodbye.,え… 激辛じゃないですよね？,It better not be spicy.,東京にも 自分自身にも 負けたくない,I don't want to lose against Tokyo or myself.,,,,,,,,,,,,,,
ありがとう,Thank you.,やっぱ どっちも辛い,Both of the sauces are so spicy.,何の用だ？,What do you want?,私を信じなさい きっとうまくいくはずだ,Trust me. It'll all go well.,（健太）このまま 引き下がりたくないんです,I don't want to give up.,,,,,,,,,,,,,,
あー 仕上がった 行くか,I'm so full. -Let's go.,ん？ 辛さの奥の方から なんか…,What? I can taste something beyond the spice.,この道場に入門させてください,Please let me train at this dojo.,（健太）そういうことか そういうことですね 室長,"So that's what he meant. I finally understand what you meant, Manager.",だからお願いします 何かヒントだけでも,"Please. Can you give me any kind of help? Please, Ms. Akari.",,,,,,,,,,,,,,
そういえば 昨日の晩から まともに メシ食うてないな,"Come to think of it, I haven’t eaten anything since last night.",これって 肉の旨み… いや 違う,Is this the sweet flavor of the meat?,気合いが入っとらん 押忍！,More strength! Osu!,やっぱり いただきます,I'm going to eat some too.,このとおりです アカリさん,"Can you give me any kind of help? Please, Ms. Akari.",,,,,,,,,,,,,,
いらっしゃい あちらどうぞ はい,-Welcome. Have a seat over there. -Thanks.,タレや,No. It's this sauce.,蹴り！,Kick!,え 無理しなくていいよ,You don't have to force yourself.,じゃあ 教えてあげる,Then I'll tell you.,,,,,,,,,,,,,,
はい,Here you go.,タレが肉の美味さ 引き立ててる,It heightens the flavor of the meat.,本日は ここまで,Today's practice is over.,だって猿川さん すっごく 美味しそうに食べるんだもん,But you make it look so delicious.,あそこのお客さん,That customer over there.,,,,,,,,,,,,,,
はい お待ち,Thanks for waiting.,ただ辛いだけのタレじゃないんか,It's not just a spicy sauce.,押忍,Osu.,（健太）え？,Really?,ヨントリー営業部のお酒担当,He's in charge of alcohol at Yontori Sales Department.,,,,,,,,,,,,,,
あ すいません ラーメンください,"Excuse me. I’ll have ramen, please.",やっぱりそうや どっちのタレも 肉の美味さを引き立ててる,"Yes, I can taste it. Both of these sauces compliment the meat.",お前ら！ まだまだ気持ちが足らんぞ,Everyone. Put more soul into it!,だ 大丈夫？ 辛い,-Are you okay? -It's spicy.,しかも店長の大学の先輩で,He was also our manager's senior in high school.,,,,,,,,,,,,,,
あと 目玉チャーシューと 小ライス,"I'll also have a fried egg, char siu, and rice.",で 辛さが 味に深みを与えてるんや,The spiciness adds depth to the flavor.,どした,What's the matter?,けど… 美味しいかも,But… I think it's good.,うちがオープンしたときから 懇意にしてくれてる,He's been supporting us ever since we opened.,,,,,,,,,,,,,,
ありがとうございます,Thank you.,お待ちどおさまです ホルモンです,Thanks for waiting. Here's the offal.,どけ,Move aside.,（まり子）やっぱ辛い （健太）辛いね,It's still spicy. It sure is.,だから店長がお酒の仕入れ先を 変えることは絶対にない,So there's no way our manager will change our supplier.,,,,,,,,,,,,,,
あの すいません （店主）はい？,Excuse me. -Yes?,うあっ いい食べっぷりっすよ パイセン,"Wow, you're a good eater!",大丈夫か？,Are you okay?,（健太）不思議な一体感を感じる,I feel a strange sense of unity.,そんな… これでわかった？,-No way. -Do you understand now?,,,,,,,,,,,,,,
同じものに変えれますか？,Can I have what they’re having?,よしっ,I'll take one too.,脱水症状だな おい 誰か水持ってこい,He's dehydrated. -Bring some water. -Osu!,ふたりで一本の 壮大な映画を観たような,It's as if we finished watching a grand movie together.,もう 絶対無理やん,It's hopeless.,,,,,,,,,,,,,,
地獄ラーメンで？ 何丁目でいきましょう,That's the Hell Ramen. What level do you want?, 美味しかったな あの焼肉のタレ,That sauce was really delicious.,押忍！,Bring some water. -Osu!,あ いや ふたりで冒険の旅に出たような,"No, it's as if we embarked on an adventure together.",で 情報料は？,Where's my information fee?,,,,,,,,,,,,,,
地獄？ 何丁目？,Hell? Level?,けど なんでやろ 仕上がった感じがせえへんのは,But why do I feel like I'm missing something?,これを…,Move. Drink this.,大丈夫？,-Are you okay? -Yeah.,え？ 教えてあげたんだから 当然でしょう,-What? -You have to pay me back for helping you.,,,,,,,,,,,,,,
一番辛くないのが一丁目,Level one is the mildest.,あのせいか,"Oh, I know why…",脱水なら 水よりもこっちです,"If he's dehydrated, he needs to drink this more than water.",（健太）この旅を終えた時,"Once we finish this adventure,",お店ももうすぐ終わりだから アフターお願いね,"The club is closing soon, so let's have dinner together.",,,,,,,,,,,,,,
ちなみに あちらのお二人は三丁目,Those two are eating level three.,うちと ほかのスーパーとの 違いって わかりますか？,Do you know what makes us different from other supermarkets?,美味しい ありがとう,It tastes good. Thank you.,俺たちはきっと…,we will be…,（健太） 高い物(もん)おごらされるんやろな,She's probably going to make me pay for an expensive meal.,,,,,,,,,,,,,,
こちらさんが十丁目,He’s eating level ten.,なんやねん 違いって,What's the difference?,では お先に失礼します,I'll be off now.,ん！ ついてる,Your chin.,ほんま最悪や,This is horrible.,,,,,,,,,,,,,,
じゃ 間とって これで…,I see… Then I’ll choose a number between that and go with this…,イエイ！,Huh? -Hey!,最近 帰るの早くない？ 営業にも出てないみたいだし,He's been leaving early these days. He's not meeting clients either.,こんなに辛いもの 食べたの初めてです,I've never eaten such spicy food before.,（アカリ）着いた,Here it is.,,,,,,,,,,,,,,
ありがとうございます 地獄五十丁目 いただきました！,Thank you. We got an order for Hell Ramen level 50!,おおー お邪魔しまーす ちょ ちょっと 亮介くん ねえ…,"Thank you for letting me in! -Hey, Ryosuke.",やる気なくしちゃったかな？,Did he lose his willpower?,なんか元気が湧いてきました,It gave me energy!,（健太）ここ？,Here?,,,,,,,,,,,,,,
五十って!?,Fifty?,ここがパイセンちっすか いい部屋っすね,So this is what your house looks like. -This is a great place. -Thank you.,やはり高野会館は早かったか,I guess he wasn't ready to tackle Takano Hall just yet.,あの部長の下で働くの 大変そうだもんね,You need it to work under that manager.,（店主） はーい お待たせ ビールだよ,Thanks for waiting. Here's your beer.,,,,,,,,,,,,,,
男だね,You’re a real man.,あ ありがとう で 何の用かな,This is a great place. -Thank you. What brings you here?,あの 僕 心当たりあるんですけど,I have an inkling as to what he's doing these days.,嫌なことあったら僕に言ってね できることなら何でもするからさ,"When things get tough, let me know. I'll do whatever I can to help.",あとは もろきゅうと チーズサラミね,Cucumber with miso and cheese with salami.,,,,,,,,,,,,,,
マジか,Really?,あれ？ てかなんで俺んち知ってんの？,How did you know where I live?,ちょっと様子をみてきてくれないか,Can you check up on him?,はい,Okay.,はい どうぞ,Here you go.,,,,,,,,,,,,,,
五十丁目 お待ち,Here’s your level 50 ramen.,やだなー パイセンの財布 届けに来たんすよ,You haven't noticed yet? I brought your wallet.,押忍！,Osu!,（健太） 室長 ありがとうございます,"Manager, thank you very much!",ほかはいつもので大丈夫？ うん お願い,-You want to order your usual? -Yes.,,,,,,,,,,,,,,
いただきます,Thank you for the food.,上着脱いだ時とか 落としたんじゃないっすか？,You must have dropped it accidentally.,カジワラ！ 押忍！,Akihara! -Osu!,はーい ヤム･ウンセン タイの春雨サラダです,Here's the yum woon sen. It's Thai glass noodle salad.,（店主）あいよ,Okay.,,,,,,,,,,,,,,
あかん 地獄や,Oh no. This is really hell!,ああ…,I see.,やっぱり,Just as I thought.,え このタイミングで サラダですか？,Salad is being served at this time?,（アカリ）じゃあ 乾杯 （健太）乾杯,-Cheers. -Cheers.,,,,,,,,,,,,,,
辛っ…,It's so spicy!,免許証の住所 東京に書き換えて あってよかったっす,It's a good thing you updated your driver's license with the new address in Tokyo.,カトウ！ 押忍！,Kato! -Osu!,ええ 口がさっぱりするからって 谷岡さんはいつもこの順番ですよ,Salad is being served at this time? Yes. Mr. Tanioka orders it this way because it refreshes the palate.,あ ここって常連なんですか？,You're a regular here?,,,,,,,,,,,,,,
負けるか,I won't give up.,はい あ そうか ありがとう,Here. -You're right. Thank you.,猿川！ 押忍！,Sarukawa! -Osu!,（健太）さわやかな香り 甘酸っぱくて きれいで,"What a refreshing aroma. It's sweet, sour, and beautiful.",私も お好み焼き好きなの,I like okonomiyaki too.,,,,,,,,,,,,,,
お待たせしました,Thanks for waiting.,あれ 室長？,"Oh, it's the manager.",残念だったな,That was too bad.,まるで 高宮さんのよう,It's almost like Ms. Takamiya.,え 意外 ナンバーワンの人って⸺,I didn't expect that. I thought number one hostesses go to expensive restaurants.,,,,,,,,,,,,,,
猿川先輩のように 自分も頑張りたいと思います,"I’m going to work hard, just like you, Mr. Sarukawa.",うわ ヤバイっす なに？,"Oh no, I'm in trouble!",押忍,Osu.,どうぞ,Here you go.,もっと高級な店ばかり 行ってんのかと思ってました,I thought number one hostesses go to expensive restaurants.,,,,,,,,,,,,,,
お前のサポートのお陰や,It’s all thanks to your support.,室長に頼まれた買い物 紅ちゃんに忘れてきたっす 知らねえよ,I forgot the items that he asked for at Akachan!,よくうちの厳しい練習に 耐えてこれたな,I'm impressed at how you kept up with our strict training.,（健太）激辛やないかーい！,It's super spicy!,はーい 肉焼と サービスの卵だよ,"Here's the meat, and eggs are on the house.",,,,,,,,,,,,,,
頑張ってください,Good luck.,もう パイセンの財布 届けてる 場合じゃなかったっすよ あー どうしよう,-That's not my business. -What should I do?,その根性は認めてやろう,I acknowledge your spirit.,（健太）高宮さん これも激辛…,Wait. This is spicy too!,サービス？ うん 精がつくからね,-On the house? -Yes. It'll give you energy.,,,,,,,,,,,,,,
先輩なら 東京へ行っても必ず成功します,We’re confident you’ll succeed in Tokyo.,なんだよ,What is it?,押忍,Osu.,ん かっ辛っ 大丈夫？,-It's so hot! -Are you okay?,はーい 半熟だよ,-There you go. -Thanks. The eggs are runny.,,,,,,,,,,,,,,
フレ フレ 猿川,"Hurray, Sarukawa!",なんだよって なに？,"What do you mean by ""what is it""?",このパターンは もしかして,Could this lead to…,辛い 辛いけど,It's so spicy… but…,（店主）はい どうぞ お待たせ （健太）ありがとうございます,-There you go. -Thanks.,,,,,,,,,,,,,,
フレ フレ 猿川！,"Hurray, Sarukawa!",なんでもありません お疲れさまです,Please ignore that. Hello.,が… 瓦をすべて割ったとしても,"However… even if you break all the tiles,",なんか…,But…,食べてください,Please enjoy.,,,,,,,,,,,,,,
フレ フレ 猿川 フレ フレ 猿川！,"Hurray, Sarukawa! Hurray, Sarukawa!",あぁ… 亮介君に 電話したはずなんだけど,I thought I called Ryosuke.,高野会館に 自販機を置くつもりはない,I will not install a vending machine at Takano Hall.,なんかついつい もう一口 食べたくなっちゃいますね,It makes me want to take another bite.,いただきます （店主） はいどうぞ 召し上がって,-Thank you for the food. -Enjoy.,,,,,,,,,,,,,,
頭ん中 真っ白や,My mind has gone blank.,あ いや… あの 亮介君 今 手が離せないみたいで,Well… Ryosuke is a little busy right now.,おまえの魂胆など 最初からわかっていた,I knew of your ulterior motive from the very beginning.,（健太） 確かに 辛さだけじゃなくて,She's right. There's more to it than the spice.,（健太） シンプルな目玉焼き 久しぶりや,It's been a while since I've eaten a simple sunny-side-up egg.,,,,,,,,,,,,,,
でも なんで ここまでして辛いもん…,Why would anyone eat something this spicy?,あぁそうか いやぁ 明日で いいんだけどね,"I see. It can wait until tomorrow,",根性のあるところを見せれば,You thought you would be able to change my mind,酸味や甘さ,It's tangy and sweet.,バターのええ香り,The butter smells amazing.,,,,,,,,,,,,,,
すんません,Thank you.,彼に頼んだ買い物 本当に買ってあるかどうか,but my wife wanted me to make sure that he picked up,わしの考えが変わるとでも 思ったのだろう,"by showing off your determination, right?",いろんな味わいが 複雑に絡み合ってる,So many complex flavors are intertwined with each other.,（店主） はーい できあがり,It's ready to eat.,,,,,,,,,,,,,,
一歩外に出りゃわかるよ,You'll know once you step outside.,確かめろって かみさんに 言われちゃったもんだから,the items I asked for.,そううまくはいかないか,I guess things aren't that easy.,さっぱりしてんのに刺激的で,It's refreshing but sharp.,（店主）はい 召し上がれ （健太）ありがとうございます,-Enjoy. -Thank you very much.,,,,,,,,,,,,,,
風が心地いい,The breeze feels amazing.,はい 心配いりません ちゃんと買ってあります,Please don't worry. He bought them.,そうではありません,That's not true.,気づけば もう一口 もう一口と欲しくなる,"Before I know it, it's making me want to take another bite and another.",いただきます,Let's eat.,,,,,,,,,,,,,,
まるで生まれ変わった気分や,I feel like I've been transformed.,だったらいいんだ で 紅ちゃんには行った？,"That's a relief. By the way, did you go to Akachan?",では なんのために うちに入門した？,Then why did you enter our dojo?,この魅力 クセになる,This charm is addictive.,（健太）豆板醤(トウバンジャン)？,Chili bean sauce?,,,,,,,,,,,,,,
力がみなぎってくる,I feel the surge of power burning inside of me.,紅ちゃん？ あ はい どうだった？,"Akachan… Oh yes, I did. -How was it?",実は僕 あることがあって,"To tell you the truth, a past experience",不思議ですね,This is so strange.,私も辛党だから,I love spicy food too.,,,,,,,,,,,,,,
これか だからみんな 辛いもんを…,I see! So this is why everyone likes to eat spicy food.,あの店はゲキカラドウでは 避けては通れない店だからね,Akachan is an inevitable part of mastering the way of the hot and spicy.,空手も空手をやる人も 大嫌いになったんです,made me hate both karate and the people who do karate.,いや 辛いのに 甘くって 酸っぱくって,"It's spicy, but it's also sour and sweet.",（健太）え ハラペーニョ？,What? Jalapeno?,,,,,,,,,,,,,,
どうだい 仕上がったかい？,How do you feel? Do you feel complete?,はい 美味しかったです 特にあの焼肉のタレ カラとシビ,I see. It was delicious. Especially the sauces. The kara and shibi sauces were excellent.,上っ面だけを見て勝手にビビッて,I was judging them by their appearances.,いろんな味がする,There are so many flavors to it.,（店主）はい 完成！,It's done.,,,,,,,,,,,,,,
はい,Yes.,あれ最高でした,Especially the sauces. The kara and shibi sauces were excellent.,でも 気づいたんです,But… I came to realize,美味しい,It's delicious.,そう コレコレ,I've been waiting for this.,,,,,,,,,,,,,,
ごめんください 失礼します,Excuse me. Hello.,タレか… 君もまだまだかもな,"The sauces, huh? I guess you still have a long way to go.",それから逃げたら もったいないことだって,that it's my loss to continue running away from it.,（健太） 想定外やった激辛の冒険の果てに,"At the end of the unexpected adventure of extreme spices,",台無しや,It's ruined.,,,,,,,,,,,,,,
おいおいおい 表の貼紙 見えなかった？,"Hey, didn't you see the sign outside?",え？,What?,地獄や,It really is hell.,俺たちの心はひとつになった,our hearts became one.,こんなん お好み焼きやない,You can't call this an okonomiyaki.,,,,,,,,,,,,,,
今日は仕事抜きで参りました,I didn't come here today for work.,あ 洗い物の途中だった 今やってます,"Oh, I forgot I still have some dishes to wash. Yes, I'm doing it.",見た目がどんなに恐ろしくても,"No matter how daunting it seems,",辛(から)く そして辛(つら)い道のりに,I almost lost heart,辛いの好きなんじゃないの 違います,-I thought you liked spicy food. -That's not the issue.,,,,,,,,,,,,,,
応援を あ いやいや お手伝いさせていただきます,I want to be of help to you.,というわけで 明日よろしく,I'll see you tomorrow.,ちゃんと味わえば その良さがわかる,I can find the appeal if I take time to search for it.,心が折れそうになったけど,along the spicy and difficult journey.,お好みはシンプルが 一番や言うたやないですか,Didn't I say that simple is best when it comes to okonomiyaki?,,,,,,,,,,,,,,
こらこらこらこら 何してんの？ 警察呼ぶよ,"Hey, what do you think you're doing? I'll call the police.",失礼します,Goodbye.,館長もおっしゃいましたよね,"It's just as you said, Director.",この冒険は まもなく ハッピーエンドで幕を閉じる,But this adventure will bring the curtain down on a happy ending.,いくら激辛好きでも こんなん考えられへん,This is unthinkable even if I like spicy things.,,,,,,,,,,,,,,
あ… やっぱりそうか ちょっとすいません,Just as I thought. Please excuse me.,君もまだまだ？,I still have a long way to go…,君は空手の何を 知っているのかね？,What do you know about karate?,そして始まるんや,Then we will welcome,大阪人として受け入れられへん,This is unacceptable in Osaka.,,,,,,,,,,,,,,
あらら なになに なに？,What are you doing?,パイセン 僕 取ってきます,"Mr. Sarukawa, I'll go back to get that bag.",何も知らないで 適当なことは言わんでいただきたい,Stop spouting nonsense when you don't know anything about karate at all.,俺たちの第二章が,the second chapter of our story.,あっそ 食べないならいいけど じゃ いただきます,I see. Then you don't have to eat it. I'll enjoy it.,,,,,,,,,,,,,,
これで 大丈夫です,CATEGORY / NAME OF PRODUCT / AMOUNT This should be easier to read.,あ いいや 俺がいく,Don't worry. I'll go instead.,だから ちゃんと 味わってみようって思ったんです,That's why I decided to get a real taste of karate.,仕上がった,I feel complete.,うーん うん 最高,This is awesome!,,,,,,,,,,,,,,
おー じ 字でかくなった,This should be easier to read. The words are bigger!,え？,What?,おかげで あんなに怖かったものが すっかり大好きになりました,"Thanks to that, I have come to love something I was so scared of.",（まり子）え？,What?,ほら 早く食べないと 焦げちゃうよ ねえ？,Hurry up and eat it before it burns.,,,,,,,,,,,,,,
申し訳ありません お困りだったこと もっと早くに 気がつけば良かったんですが…,I'm sorry for not recognizing your struggle a lot sooner.,すみません さっき…,Excuse me. A while ago…,そうか,Is that right?,あ ううん なんでもない 行こっか,It's nothing. -Let's go. -Okay.,あ はい…,Okay.,,,,,,,,,,,,,,
出過ぎた真似だと 怒られる覚悟で来ました,I came here expecting to be thrown out.,ダメだ そんな切り方じゃ 肉が死ぬ,You can't cut it like that. -You're ruining the meat. Try it again. -Okay.,本日は以上だ,Today's practice is over.,はい,-Let's go. -Okay.,あぁ どうも,Thank you.,,,,,,,,,,,,,,
失礼します,I'll be leaving now.,おい やり直せ はい,You're ruining the meat. Try it again. -Okay.,押忍！,Osu.,美味しかったね はい,-Everything was delicious. -Yes.,（健太）熱っ 辛っ,It's so hot. And it's spicy.,,,,,,,,,,,,,,
待ちなよ,Hold on.,いやほら よく見とけ いいか,Stop. Watch carefully.,あの… ひとつだけ 聞いてもいいですか？,Can I ask you one question?,私 好きになっちゃいました,I fell in love.,ん な なんやコレ,What is this?,,,,,,,,,,,,,,
ロンロンの人だったよな はい,"You're from Lonron, right? -Yes.",技術は目で盗むんだよ,Observe and learn the techniques.,実際にやってみて どうしても わからないことがあるんです,There's something I still can't seem to understand.,え？,What?,どろソースのコク 生地のふわふわ感,"The rich flavor of the sauce, the soft and fluffy batter,",,,,,,,,,,,,,,
えっ？,What?,あの店はゲキカラドウでは 避けては通れない店だからね,Akachan is an inevitable part of mastering the way of the hot and spicy.,なんで 水しか 飲んじゃいけないんですか？,Why are we only allowed to drink water?,ヤム･ウンセン,Yum woon sen.,唐辛子とハラペーニョの刺激,and the spiciness of the pepper and jalapeno.,,,,,,,,,,,,,,
名刺だよ 名刺,Give me your business card.,タレか… 君もまだまだかもな,"The sauces, huh? I guess you still have a long way to go.",スポーツドリンクじゃ ダメなんですか？,Why not a sports drink?,あ！ ヤム･ウンセン,"Oh… I see, the yum woon sen. I liked that too.",なんやこの黄金比率,This is the golden ratio.,,,,,,,,,,,,,,
あ はい,Of course.,肉の旨みはタレだけが 引き出してたんじゃない,The flavor of the meat wasn't heightened by just the sauce.,あんな甘いもの 体に悪いに決まっとる,A sweet drink like that is obviously bad for your health.,ああ 僕も好き きれいで さわやかで,"Oh… I see, the yum woon sen. I liked that too. It was beautiful and refreshing.",絶妙にマッチして,It's an exquisite combination,,,,,,,,,,,,,,
猿川… 助かったよ,Sarukawa. Thanks for your help.,上質な肉そのものの味でも あったんや,It was also the natural flavor of the high-quality meat.,体に悪くないですよ,It's not unhealthy at all.,最初 食べた時さ,"When I first took a bite,",珠玉の激辛料理に 仕上がってるやないか,that completes this gem of a spicy dish.,,,,,,,,,,,,,,
これも 東京,This is also Tokyo.,この店はタレだけじゃなくて 肉の品質にもこだわって…,This restaurant is particular about both the sauce and the quality of meat.,うちのスポーツドリンクは 他社に比べて 糖分が控えめで,"Our sports drink has less sugar compared to other brands,",高宮さんみたいだなって 思ったんだよ,"I thought it resembled you, Ms. Takamiya.",私みたいな人は大阪にいない,People like me don't exist in Osaka.,,,,,,,,,,,,,,
なんとか話は 聞いていただけそうです,LONRON INC. TOKYO BRANCH OFFICE He's inclined to listen to us now.,忘れもんか,Did you forget something?,含まれる成分が 水分の吸収を助けてくれるので,"and the components inside help to keep the body hydrated,",え？,Oh?,ナンバーワンキャバ嬢は 高級店が好き,Number one hostesses like expensive places.,,,,,,,,,,,,,,
そうか 名刺を受け取ってもらえたのか,"I see. He accepted your business card, huh?",はい,Yes.,練習中の水分補給には最適です,so it's perfect for practice.,でも 違った 高宮さん 優しいからさ 全然辛くない,But I was wrong. You're so kind. You're not fiery like that.,お好み焼きと激辛は合わない,Okonomiyaki and spices do not match.,,,,,,,,,,,,,,
はい あ でもまだ契約が 取れるかわかりませんが,"Yes. I don't know if we can get a contract yet,",どけ,Take a break.,せめて 一口だけでも,Please try taking just one sip.,ヤム･ウンセンは 辛いから美味しいんです,Yum woon sen is delicious because it's fiery and spicy.,そんなの あなたの常識に過ぎない,They're all preconceptions you created.,,,,,,,,,,,,,,
室長が仰っていたことの意味が 少し わかった気がします,but I think I finally understand what you said.,ほい,Here you go.,ダメなものはダメだ,I already said that it's not allowed.,仕上がりました,I think I got it.,私 大阪出身だし,"By the way, I'm from Osaka.",,,,,,,,,,,,,,
辛いという字はツライとも読める,"The kanji character for ""spicy"" can also be read as ""pain"".",ありがとうございます,Thank you very much.,押忍！,Osu!,え？,What?,えっ,What?,,,,,,,,,,,,,,
しかし 辛いという字に一本足せば 幸せっていう字になるんだ,"But adding one line to the character ""spicy"" will turn that word into ""happiness"".",こだわり… 俺はまだ 上辺しか見れてない証拠やな,Particularity… This proves that I'm only looking at the surface.,な なんだこれは お前,What is this?,あ いえ なんでもありません,It's nothing.,自分の中の常識 一度疑ってみたほうがいいよ,You should question your preconceived ideas.,,,,,,,,,,,,,,
忘れていたことを思い出したんです,It helped me to remember what's important.,室長 仕上がりました,"Manager, I think I got it.",す すいません 間違えました,I'm sorry. I made a mistake.,あ あの… また誘ってもいいかな,Can I invite you out again?,すいません ご飯ください,Excuse me. Can I have some rice?,,,,,,,,,,,,,,
ま １カラの営業先で うまくいきかけたからって,"It may have worked out with the client that's only spice level one,",ご苦労さまです,Good job.,ちゃんと味わって 決めてください,Please make a decision after tasting it.,はい ぜひ,"Yes, please.",あ どうも,Thank you.,,,,,,,,,,,,,,
この先 どうなるかが問題だな,but we'll see how you fare from here on out.,お仕事 慣れました？ 慣れました,Thank you. -Thank you.,押忍！ 押忍！,Osu!,（まり子）行きましょ （健太）うん,Let's go.,な 美味しいやろ？,"It's good, right?",,,,,,,,,,,,,,
１カラ？,Spice level one?,パイセン パイセン 待ってくださいよ,Mr. Sarukawa. Wait for me. Excuse me.,なんとか無事 契約取りました,I was able to get a contract.,（健太）室長 うまくいきました,"Manager, everything went very well.",ホンマですね 絶対合わへんと思ってた,Yeah. I didn't think this combination would work.,,,,,,,,,,,,,,
できた 更新完了 はい 同期,"Okay, the updated list is complete. Hey, colleague.",あの もう一度だけ チャンスをください,Please give me one more chance to explain,新規契約 おめでとう 君ならやってくれると信じていたよ,Congratulations on your new contract. I knew you'd be able to do it.,さすが パイセン,You're awesome.,自分の常識を疑ってみると 視野が広がんねん,Doubting your preconceived ideas broadens your perspective.,,,,,,,,,,,,,,
同期って あの 僕の名前は…,"Colleague? -My name is Saru-- -But you're still my colleague, right?",あなたのお店と ほかのスーパーとの違い,why your supermarket is different from the others.,激辛麻婆豆腐が 気づかせてくれたんです,The super spicy mapo tofu opened up my eyes.,それもう 付き合ってる みたいなもんじゃないっすか,You two are practically dating now.,これから東京で 戦っていくためにも,This is important,,,,,,,,,,,,,,
別にいいじゃん 同期なんだから,"My name is Saru-- -But you're still my colleague, right?",間違えたら 二度と来ません,"If I get it wrong, I won't bother you again.",激辛の味は時に 人生との 向き合い方を教えてくれるからね,"Sometimes, extreme spice can teach us how to deal with the intricacies of life.",え やっぱりそう？ あはは イエイ イエイ！,You two are practically dating now. -You think so too? -Yes. -Yay! -Yay!,いろんなお客さんに 愛されるためにも,if you want to survive in Tokyo and gain the love,,,,,,,,,,,,,,
それ この先 私たちが 契約をめざす営業先の候補よ,That's a list of our potential new clients.,え？,What?,まさか彼女を 寝取られた過去があったとはな,Nobody could've guessed that his girlfriend cheated on him.,イエイ イエイっすよ,-Yay! -Yay!,大切なことやから 覚えといて,of many customers. Keep that in mind.,,,,,,,,,,,,,,
