Words,Meaning,Sentences,Translation
待つ,wait,電話を切って少々お待ち下さい。,"Hang up and wait a moment, please."
だって,after all-because-but-even,子供にだってそんな事は分かる。,Even children can understand it.
こんな,such,こんなすばらしい映画を見たことがありますか。,Did you ever see such a film?
答える,answer-reply,彼はその質問に対して親切に答えた。,He responded kindly to the question.
少し,small quantity-little-few,日本語が少し話せるからね。,You know some Japanese.
乗り遅れる,miss-fail to keep up with,我々は列車に乗り遅れないよう早く出発した。,We started early so as not to miss the train.
ちょっと,a little-a bit-slightly,ちょっといっぱいやりながら話そう。,Let's have a talk over a couple of drinks.
冊,counter for books,机の上に数冊の本がある。,There are some books on the desk.
どのように,how-in what way,内訳はどのようにしましょう。,How would you like these items?
多い,many-numerous-a lot,新潟は雪が多い。,They have much snow in Niigata.
動く,move-stir-shift-operate,その氷河はゆっくりではあるが動いている。,The glacier moves but by inches.
書く,write-compose,もし彼の住所を知っていたら手紙をかくだろう。,"If I had known his address, I would have written."
心,mind-heart-spirit,お言葉を心に銘記いたします。,I will bear your words in mind.
買う,buy-purchase,母は弟に黄色い傘を買ってやった。,Mother bought my brother a yellow umbrella.
五,five,明日の晩五人のお客を迎えることになっている。,We are to take in five guests tomorrow evening.
平和,peace-harmony,相互理解は平和に役立つ。,Mutual understanding makes for peace.
銃,gun-rifle-small arms,政府はライセンスなしに銃を携帯することを禁じている。,The government prohibits us from carrying guns without a license.
打つ,hit-strike-knock-beat,雨が窓を打った。,The rain whipped against the window.
我,i-me,我こそ魔女がりの大将。,I'm the witchfinder general.
始める,start-begin-commence-initiate,いつ始めるか、決めなくてはならない。,We must decide when to start.
殺す,kill,羊が２匹狼に殺されました。,Two sheep were killed by a wolf.
みたい,like-sort of-similar to-resembling,氷みたいに冷たい顔しないでくれよ。,Don't be cold as ice.
通る,"to go by, to go past, to go along, to travel along, to pass through",私は列車が家のそばを通る音を聞き慣れています。,I am used to hearing the train pass by my house.
使う,use-make use of,この部屋を使うのはあなたの自由です。,You are free to use this room.
音,sound-noise-report,雨の音を聞くと心が落ち着く。,I find the sound of the rain relaxing.
話す,talk-speak,彼女は英語とドイツ語の両方が話せます。,She can speak both English and German.
申し出,proposal-request-claim,私たちの申し出を断るとは大胆だ。,It is bold of him to refuse our offer.
しまう,finish-stop-end-do accidentally,私はバスの中にかさを忘れてしまった。,I have left my umbrella in a bus.
折る,break-fracture-break of-fold,彼が腕を折ったのは氷の上で滑って転んだためだ。,His broken arm was the result of a slip on the ice.
たい,want to do,お祭り中に高山に行きたい。,I'd like to go to Takayama during festival time.
喜び,joy-delight,子供の顔に喜びの色がありありと現れていた。,Joy was manifest on the child's face.
様,polite suffix,お客様の中にお医者様はいらっしゃいませんか。,Is there a doctor in the house?
無くなる,lost-missing-used up-run out,痛みはだんだん無くなっていくだろう。,The pain will wear off.
照る,shine-look slightly upward,あたり一面に日が照っていた。,The sun was shining all around.
し,reasons-and,その警告はわかりやすいし具体的だ。,The warnings are clear and concrete.
帰る,return- come home-go home,彼が帰ってすぐに雨が降り出した。,"He came back, and it rained soon."
溜める,amass- accumulate-store,彼女は目に涙を溜めていた。,Her eyes were filled with tears.
相手,companion-partner-company-other party,お相手願えましょうか。,Will I do as your partner?
喫煙,smoking,彼女は喫煙を禁じられた。,She was prohibited from smoking.
続ける,continue-keep up-keep on,英語を習得する努力を続けるべきだ。,You should persist in your efforts to learn English.
間,space-gap-interval-distance,台風の間電気が止まった。,The electricity failed during the typhoon.
跡,trace-tracks-mark-sign-site-remains,彼は少しも進歩の跡が見えない。,He shows no mark of progress.
着る,wear-put on,白い制服を着た少女が、私の体温を計った。,The girl in a white uniform took my temperature.
怒り,anger-rage-fury,声の調子は怒りや皮肉を示すことがある。,Tone of voice can indicate anger and irony.
日,day-sun,陽は知らぬ間に地平線下に沈んだ。,The sun sank below the horizon before I knew it.
そういう,such-like that-that sort of,そういう能力は彼が生まれつき持っているものだ。,Such ability is native to him.
こと,thing-matter,彼は他の事に気を取られている。,He is preoccupied with something else.
呼ぶ,call out-call-invoke,彼は自分の名前が後ろから呼ばれるのを聞いた。,He heard his name called from behind.
それから,and then-after that,それから長い沈黙が続いた。,There followed a long silence.
嬢,unmarried woman,彼がリー嬢に結婚を申し込んだところ、彼女は承諾した。,He proposed to Miss Lee and she accepted.
星,star,星がいっぱいに広がっている。,The stars are spread all over the night sky.
ください,please give-please do,その問題を次の会合に提出して下さい。,Please bring the matter forward at the next meeting.
過ぎる,pass through-pass by-elapse-exceed,スキーの時期は過ぎた。,The time for skiing has gone by.
見せる,show-display,部屋を見せていただけますか。,Could I see the room please?
子供の頃,as a child-when one was a child,子供の頃彼はよく川へ釣りに行ったものだ。,He would go fishing in the river when he was a child.
全て,everything-all,生徒たちは教師の与える知識をすべて吸収した。,The pupils absorbed all the knowledge the teacher gave them.
限り,limits-bounds-degree-extent-scope,彼の好奇心には限りがなかった。,His curiosity knew no bounds.
暗い,dark-gloomy-murky,彼女は暗いところが怖い。,She's afraid of the dark.
お前,you,俺にはお前の心の音が聞こえる。,I can hear the sound in your mind.
難い,difficult to-hard to,詩は説明し難いものへの探索である。,Poetry is a search for the inexplicable.
どこ,where-what place,どこの関節がはずれたの？,Which joint did you dislocate?
休み,rest-recess-holiday-vacation,学校が休みになったのは雪のせいだった。,The closing of school was due to the snow.
外,outside of-not covered by,それは私の研究外のことです。,It is outside my area of study.
込む,crowded-packed-complex-go into,京都は最も美しい時に一番混み合う。,Kyoto is most crowded when it is most beautiful.
間,interval-period of time-among,私はこの数ヶ月間自分一人で生活していた。,I was on my own during these months.
時間,time-hour-period,そろそろテーブルを片づけて始めてよい時間だよ。,It's about time you set about cleaning the table.
それで,and-thereupon-because of that,それで事故の原因が分かった。,That accounts for the accident.
一人,one person-being alone,ある夕方、一人の男がやってきた。,One evening a man came to my house.
確か,sure-certain-positive-definite,彼の情報は確かだ。,His information is certain.
助言する,advice-suggest,医師は健康について我々に助言してくれる。,Doctors advise us on our health.
同意する,"to agree, to approve, to consent",それに関して君に同意する事は出来ない。,I can not agree with you as regards that.
回答する,"to reply, to answer",候補者はその批判に対して直ちに回答をした。,The candidate made a quick response to the criticism.
謝る,"to apologize, to apologise",せめて謝ってくれてもいいのに。,He might at least apologize.
到着する,to arrive,飛行機は９時３分きっかりに到着した。,The airplane arrived at 9:03 to the minute.
問う,"to ask, to inquire, to accuse, to come into question",彼にもう一杯いかがかと問う。,I ask him if he would like another drink.
頼む,"to request, to beg, to ask",私は彼らにチケットをもう一枚送ってくれるように頼んだ。,I told them to send me another ticket.
有る,"to be, to exist, to live, to have",病院の後ろにあるあの建物はなんですか。,What's that building at the back of the hospital?
怖がる,"to be afraid of, to fear, to dread, to be nervous (about), to be shy (of)",失敗を怖がることはありません。,Don't be scared of making mistakes.
腹をすかす,to be hungry,腹を空かした赤ちゃんはただ泣くばかりでした。,The hungry baby did nothing but cry.
興味がある,to be interested in,あなたはどの程度野球に興味があるのですか。,To what degree are you interested in baseball?
必要である,to be needed,この車は修理する必要である。,This car needs repairing.
驚く,"to be surprised, to be astonished",先生は彼の知識の広さに驚いた。,The teacher was surprised at the extent of his knowledge.
喉が渇く,to be thirsty,食べ物によっては喉が渇くものがある。,Some kinds of food make us thirsty.
始める,"to start, to begin, to commence, to initiate, to originate",最近パソコンを始めた。,I started using PCs recently.
所有物である,"to belong to, to possess",この土地は私の所有物である。,This land is my property.
自慢する,to boast,彼は入試に合格したことを自慢した。,He boasted of having passed the entrance exam.
折る,"to break, to fracture, to break off, to snap off, to pick, to fold, to bend",彼が腕を折ったのは氷の上で滑って転んだためだ。,His broken arm was the result of a slip on the ice.
折れる,"to break, to be broken, to snap, to fracture, to be folded",その鳥の翼は折れていた。,The bird's wing was broken.
壊す,"to break, to destroy, to demolish, to ruin, to break (bill)",私が誤って窓を壊したのは昨日でした。,It was yesterday that I broke the window by mistake.
壊れる,"to be broken, to break, to fall through, to come to nothing",テレビが壊れていて、修理しないといけなかった。,"My television was broken down, so I had to get it repaired."
求める,"to want, to wish for, to request, to demand, to seek, to pursue",人々は強い刺激を求める傾向がある。,People tend to require strong stimuli.
できる,"to be able to do, can do, to be ready, to be completed, to be made",あの騒音には我慢できない。,I can't abide that noise.
捕らえる,"to catch, to capture, to seize, to arrest, to grab, to catch hold of, to grasp",ケイトはクラスの生徒の心を捕らえた。,Kate captured the hearts of her classmates.
捉える,"to catch, to capture, to seize, to arrest, to grab, to catch hold of, to grasp",彼らは人混みの中に男の姿をとらえた。,They caught sight of the man among the crowd of people.
変える,"to change, to alter, to transform, to convert, to turn, to vary, to revise, to amend",熱は水を蒸気に変える。,Heat turns water into steam.
選択する,"to choose, to select",彼女は衣料品を買うときは注意深く選択する。,She makes careful choices when she buys clothes.
下りる,"to descend, to go down, to alight, to get off, to come down",必ず２番のバスに乗って、２１番街で降りなさい。,"Be sure to take the No.2 bus, and get off at 21st Street."
入る,"to enter, to go into",今夜は温泉に入りたい気分だ。,I feel like taking a hot spring bath tonight.
比較する,to compare,この本物の宝石とその偽物とを比較してみなさい。,Compare this genuine jewel with that imitation.
不平を言う,"to complain, to grieve, dissatisfied, discontent",彼女はいつも体の具合が悪いと不平を言っている。,She is always complaining of her poor health.
混同する,"to confuse, to mix, to merge",彼女はいつも塩と砂糖を混同している。,She is always confusing salt with sugar.
続ける,"to continue, to keep up, to keep on",疲れているいないにかかわらず、彼は作業を続けた。,"He carried on working, regardless of whether he was tired or not."
管制する,to control,離着陸機を管制する飛行場管制席です。,This is an airfield control seat for takeoff and landing aircraft.
料理をする,to cook,料理する前にチキンの臓物を抜いてください。,Draw a chicken before cooking.
かかる,"to cost, to take (a resource, eg. time money)",費用は別として、その橋を築くには長い時間がかかるだろう。,"Apart from the cost, it will take long to build the bridge."
計算する,to calculate,母は毎月の支出を計算した。,Mother calculated her monthly expenses.
頼りにする,"to rely on, to count on",作家は自分達の想像力を頼りにして書く。,Writers draw on their imagination.
創造する,to create,神が世界を創造した。,God created the world.
泣く,"to cry, to weep, to sob",泣く事は悲しみの表現だ。,Crying is an expression of grief.
騙す,"to trick, to cheat, to deceive",彼は私を卑劣なやり方で騙したので、仕返しするつもりだ。,"As he played a dirty trick on me, I'll get even with him."
飾る,"to decorate, to ornament, to adorn",その広間は日本画で飾られていた。,The hall was decorated with Japanese paintings.
防衛,"defense, defence, protection",防衛運転は事故回避に役立ちます。,Defensive driving can help you avoid accidents.
守る,"to protect, to guard, to defend, to keep, to abide",我々は交通法規を守らなければならない。,We must observe the traffic regulations.
要求する,"to demand, to request, to require, to desire",労働者達は経営者に給料の引き上げを要求した。,Laborers required raising of a salary of the manager.
掘る,"to dig, to excavate, to hollow",山を切り開いて新しいトンネルが掘られた。,A new tunnel has been dug through the mountain.
討議する,"to debate, to discuss",その問題は委員会によって討議されている最中だった。,The committee were discussing the problem.
する,"to do, to carry out, to perform",彼らはその事故について異なる説明をした。,They gave different versions of the accident.
疑う,"to doubt, to distrust, to be suspicious of, to suspect",ぼくのことばをまだ疑っているんですか。,Are you still in doubt about what I have said?
落とす,"to drop, to lose, to let fall, to shed (light), to cast (one's gaze), to pour in (liquid), to leave behind",財布をどこかこの辺に落とした。,I lost my wallet somewhere around here.
許す,"to permit, to allow, to approve, to consent to, to forgive, to pardon, to excuse, to tolerate",そういう休暇は私には事情が許さない。,Circumstances do not permit me such a holiday.
存在する,to exist,物体は固体、液体、気体として存在する。,"Matter can exist as a solid, liquid, or gas."
落ちる,"to fall down, to drop, to fall (e.g. rain), to sink, to be omitted, to be missing, to decrease, to sink",りんごがいくつか木から落ちた。,Some apples fell down from the tree.
見つける,"to discover, to find, to come across, to detect, to spot, to locate",私は森の中で野うさぎをみつけた。,I caught sight of the rabbit in the middle of the forest.
終える,to finish,私はまだ昼食を終えていません。,I have not finished lunch.
飛ぶ,"to fly, to soar, to jump, to leap",空高く一群の鳥が飛んでいるのを見た。,I saw a flock of birds flying aloft.
忘れる,"to forget, to leave carelessly",私は彼に伝言するのを忘れました。,I forgot to give him the message.
手渡す,"to hand over, to surrender",彼は私に書き物を手渡した。,He handed a note to me.
暗示する,"to suggest, to give a hint",彼の言葉は何を暗示しているのか。,What do his words imply?
行く,"to go, to move",彼が東京に行ってから半年になります。,It is half a year since he went to Tokyo.
出る,"to leave, to exit, to go out, to come out, to get out",我々はいつもより早く昼食を食べて１２時半に出た。,We had an early lunch and set out at 12:30.
海水浴,"swimming in the ocean, sea bathing, seawater bath",ハワイでは１年中海水浴が楽しめる。,"In Hawaii, we can enjoy swimming in the ocean all year round."
言い当てる,to guess right,彼女の年齢を言い当てられますか。,Can you guess her age?
持つ,"to hold, to possess, to have, to own, to keep",農園主は大きな農場を持っている。,The farm owner has a large farm.
朝食をとる,to have breakfast,そんなには早く朝食をとる必要はなかったのに。,We need not have eaten breakfast so early.
夕食をとる,to have dinner,今晩は夕食をとる気がしない。,I don't feel like eating supper tonight.
昼食をとる,to have lunch,空腹のはずがない。彼は昼食とったばかりだから。,He cannot be hungry; he has just had lunch.
聞く,"to hear, to listen, to ask, to enquire",おしゃべりをやめて聞きなさい。,Cut the talking and listen.
手伝う,"to help, to assist, to aid",あなたが手伝ってくれたらすぐに終わるでしょう。,"If you will help me, we will soon finish."
隠す,"to hide, to conceal",彼は感情を決して隠さない。,He makes no disguise of his feelings.
希望する,"to hope, to wish, to aspire",彼らは自分たちの見通しと計画の変更を希望した。,They hoped to change their outlook and plans.
狩る,to hunt,彼らは鹿や狐を狩った。,They hunted deer and foxes.
急ぐ,"to hurry, to rush, to hasten, to make something happen sooner",彼は列車に間に合うように急いだ。,He hurried so as to be in time for the train.
知らせる,"to notify, to advise, to inform",彼らはお互いに身振りで知らせた。,They communicate with each other by gesture.
振る,"to wave, to shake, to swing",その選手はボールを狙ってバットを振った。,The player swung the bat at a ball.
避ける,"to avoid (physical contact with, situation), to ward off, to avert",出来るだけ争いを避けなくてはならない。,We have to avoid a conflict as far as possible.
透ける,"to be transparent, to show through",レースのカーテンから透けて見えた世界は暗かった。,The world seen through the lace curtain was dark.
主張する,"to claim, to assert, to advocate, to put emphasis",彼らは減税は自分たちの功績だと主張した。,They claimed credit for tax reduction.
侮辱する,"to insult, to contempt",彼女は私の言葉を侮辱と受け取ったようだ。,She seems to have taken my remark as an insult.
招待する,to invite,君は誰でも好きな人を招待してよい。,You may invite whomever you like.
冗談を言う,"to make a joke, to tell ajoke",彼はうまい冗談を言う。,He tells a good joke.
保つ,"to keep, to preserve, to hold, to retain, to maintain, to sustain",体調を保つために何をしていますか。,What do you do to stay in shape?
沈黙を守る,to keep silent,彼女は沈黙を守る必要はなかったのに。,She need not have kept silent.
殺す,to kill,羊が２匹狼に殺されました。,Two sheep were killed by a wolf.
知る,"to be aware of, to know, to be conscious of, to cognize, to cognise",私はあの走っている少年を知っています。,I know that running boy.
笑う,"to laugh, to smile, to ridicule, to sneer",彼女はこっそり笑って感謝の気持ちを表した。,She smiled her acknowledgment.
解放する,"to release, to unleash, to liberate, to set free, to deallocate",人質は無事全員解放された。,All the hostages were released unharmed.
好む,"to like, to prefer",彼は飛行機での海外旅行を好む。,He likes travelling abroad by air.
探す,"to search (for something desired, needed), to look for",彼女はそのドレスを探すのに歩き回った。,She walked about in search of the dress.
愛する,to love,あなたを愛することでいっぱい。,I'm filled with love for you.
誤りをする,"to make mistake, to make an error",彼女はたくさんのつづり字の誤りをした。,She made a lot of spelling mistakes.
管理する,"to control, to manage",わたしがその工場を管理した。,I got control of the works.
意味する,"to mean, to signify",彼女は彼の言葉を同意を意味していると受け取った。,She took what he said as meaning agreement.
言及する,"to talk about, to refer",彼はその問題に言及した。,He referred to the subject.
欠席する,"to miss, to be absent, not to attend",病気のため彼女は欠席していた。,She was absent on the ground of illness.
見かける,"to (happen to) see, to notice, to catch sight of",帰り道でパレードを見かけた。,I caught sight of a parade on my way home.
反対する,"to oppose, to contradict, to go against, to object",世論はその政策に反対している。,Public opinion is opposed to the policy.
監視する,"to monitor, to watch, to observe",医師は患者の心臓の鼓動と血圧をモニターで監視した。,The doctor monitored the patient's heartbeat and blood pressure.
開ける,"to open (a door, etc.), to unwrap (e.g. parcel, package), to unlock",私がその窓を開けなければならないのですか。,Must I open the window?
注文する,"to order, to request",彼は焼き魚定食一人前を注文した。,He ordered one grilled fish dinner.
命令する,"to order, to command, to decree, to direct, to instruct",彼はだまれと命令された。,He was ordered to shut up.
所有する,"to possess, to own",私のおじは莫大な財産を所有している。,My uncle is possessed of great wealth.
参加する,"to participate, to join, to adhere",彼は兄の代理として集会に参加した。,He took part in the meeting in place of his brother.
払う,to pay,タクシーを降りる前に、お金を払う。,"Before we get out of the taxi, we pay the fare."
許可する,"to permit, to approve, to authorize",支配人は我々の計画を許可した。,The manager approved our plan.
計画する,"to plan, to schedule, to do a project, to do a program",彼女が何を計画しているかは全然知らなかった。,I had no idea of what she intended to do.
遊ぶ,"to play, to enjoy oneself, to have a good time",赤ん坊は猫の尾でおもしろく遊んでた。,The baby was amusing itself with the cat's tail.
祈る,"to pray, to wish",道中御無事を祈ります。,I wish you a good journey.
好む,"to like, to prefer",私は魚より肉の方を好む。,I'd prefer meat to fish.
約束する,to promise,彼は５時にここに来ると約束した。,He gave me a promise to come here at five.
発音する,to pronounce,その単語はどう発音されますか。,How is the word pronounced?
提案する,"to propose, to suggest",彼らはその計画を直ちに実行に移すべきだと提案した。,They suggested that we should put the plan into practice right now.
罰する,"to punish, to penalize, to penalise",規則に当てはめて彼を罰した。,We punished him according to the rules.
読む,to read,あなたの興味を引くような本を読みなさい。,Read such books as interest you.
推薦する,"to recommend, to refer, to endorse",あなたが推薦する場所はありますか。,Is there any place you recommend?
拒絶する,"to refuse, to reject",問題は私が受諾するか拒絶するかである。,The point is whether I accept or refuse.
断る,"to refuse, to reject, to dismiss, to turn down, to decline",なぜ彼の申し出を断ったのですか。,Why did you turn down his offer?
拒む,"to refuse, to reject, to decline, to prevent (from doing), to deny (e.g. access), to block",彼女は何が起こったのか話すのを拒んだ。,She refused to speak of what had happened.
後悔する,"to regret, to repent, to remorse",彼は悪行を後悔している。,He regretted his misdeeds.
借りる,"to borrow, to have a loan, to rent, to hire",貴方は、本を借ります。,You borrow books.
貸す,"to lend, to loan, to rent out, to hire out",一時間ほど君の自転車を貸してくれないか。,Will you lend me your bicycle for an hour?
復唱する,"to recite to oneself, to repeat an order/etc",私の後について各文を復唱しなさい。,Repeat each sentence after me.
繰り返す,"to repeat, to do something over again",同じやり方を繰り返したってラチがあかない。,Simply repeating the same method won't do any good.
予約する,"to reserve, to have an appointment, to book, to order in advance, to do in advance",大阪行きの便を予約したいのですが。,Can I reserve a flight to Osaka?
走る,to run,私は時速５０マイルで走ることが出来ます。,I can run at the rate of fifty miles an hour.
救出する,"to rescue, to extricate, to reclaim",乗客は沈みかけている船から救出された。,The passengers were taken off the sinking ship.
助ける,"to save, to rescue, to help, to assist",彼はその目の見えない人が通りを横断するのを助けた。,He helped the blind man to cross the street.
手伝う,"to help, to assist, to aid",私はしばしば妹が宿題をするのを手伝う。,I often assist my sister to do her homework.
言う,"to say, to utter, to declare, to name, to call",彼に会ったらよろしく言ってください。,"In case you see him, please say hello to him for me."
叱る,"to scold, to chide, to rebuke, to reprimand",彼は必ず私達を叱るだろう。,He will scold us no matter what.
見る,"to see, to look, to watch, to view, to observe",その光景は見るに堪えなかった。,I could not bear to see the scene.
売る,to sell,その店ではあらゆる種類の品物を売っている。,The shop sells articles of all kinds.
送る,"to send (a thing), to dispatch, to despatch, to transmit",品物は代金引換でお送りいたします。,The article will be sent cash on delivery.
叫ぶ,"to shout, to cry, to scream, to shriek, to yell, to exclaim",窓の外で誰かが叫ぶのが聞こえた。,I heard someone shout outside the window.
見せる,"to show, to display",部屋を見せていただけますか。,Could I see the room please?
着席する,"to take a seat, to sit down",どうぞご着席ください、みなさん。,"Please be seated, ladies and gentlemen."
座る,"to sit, to squat",テーブルの向こうの端に座っているのは誰ですか。,Who is the man sitting at the other end of the table?
微笑む,to smile,彼女は微笑みながら言いました。,She said with a smile.
話す,"to talk, to speak, to converse, to chat",ちょっといっぱいやりながら話そう。,Let's have a talk over a couple of drinks.
盗む,to steal,私は、列車の中でカメラを盗まれた。,I had got my camera stolen in the train.
止める,"to stop, to turn off",どこで車を止めるかが問題だ。,The question is where to stop the car.
止まる,"to stop (moving), to come to a stop",大雨のために列車が止まった。,Trains stopped in consequence of the heavy rain.
勉強する,to study,彼は試験にパスするように大いに勉強する。,He works hard that he may pass the examination.
泳ぐ,to swim,私の弟は夏になると毎日泳いでいます。,私の弟は夏になると毎日泳いでいます。
水泳する,"to swim, swimming",私は夏休み中午後には水泳をした。,I swam in the afternoons during the summer vacation.
飲む,"to drink, to gulp, to swallow, to take (medicine)",お酒を飲もうよ。,Let's have sake.
取る,"to take, to pick up, to harvest, to earn, to win, to choose",良い席を取るために私は早く家をでた。,I left home early so as to get a good seat.
捕る,"to take, to catch, to capture",この川で捕れる魚はみんなおいしい。,The fish caught in this river are all nice.
撮る,"to take (a photo), to record (video, audio, etc.), to make (a film)",あなたがパリで撮った写真を見せて下さい。,Let me see the pictures you took in Paris.
取れる,"to come off, to be removed, to disappear, to be caught, to be taken as, to be attained",コートのボタンが取れた。,A button has come off my coat.
滑る,"to glide, to slide (e.g. on skis), to slip",私は滑って階段から転げ落ちた。,I slipped and fell down the stairs.
抱く,"to embrace, to hold in the arms (e.g. a baby), to hug",その子供は母親の腕の中に抱かれて安心した。,That child felt secure in his mother's arms.
脅す,"to threaten, to menace, to frighten (into doing)",見知らぬ男が彼女をナイフで脅した。,A strange man menaced her with a knife.
触れる,"to touch, to feel, to experience, to come in contact with, to perceive, to touch on",私の手が彼女の手に触れた。,My hand came into contact with her hand.
触る,"to touch, to feel",彼は私のほおに触った。,He touched me on the cheek.
接する,"to touch, to come in contact with, to border on, to adjoin, to be adjacent,",僕の郷里の町は海に接している。,My hometown is adjacent to the ocean.
弄る,"to finger, to touch, to play with, to fiddle with, to toy with",その鍵をいじるな！,Don't play with that key!
翻訳する,"to translate, to decipher, to decide",その小説は多くの言語に翻訳されてきた。,The novel has been translated into many languages.
訳す,"to translate, to interpret",下線のある文を訳しなさい。,Translate the underlined sentences.
信用する,"to trust, to have faith, to have confidence",私以外の会員は皆彼の言うことを信用している。,All the members but me have faith in what he says.
試みる,"to try, to attempt, to have a go (at something)",彼はその実験を何度も試みた。,He tried the experiment again and again.
試す,"to attempt, to test, to try out",彼はその新しい機械を試してみた。,He tried out that new machine.
曲がる,"to bend, to curve, to warp, to wind, to twist, to turn",右へ曲がれば前方に市役所がありますよ。,"Turning to the right, you will find the city hall in front of you."
甘く見る,"to not take seriously, to take lightly",対戦相手を甘く見るな。,Don't underestimate your opponent.
理解する,"to understand, to comprehend",彼は何でもすぐに理解する。,He understands everything right on the spot.
合体させる,"to unite, to ally, to combine, to merge, coalescence, amalgamation, incorporation",２つの国は合体させて１つの国になった。,The two countries were merged into one.
待つ,to wait,しばらくこのままお待ち下さい。,"Hold on for a while, please."
欲する,"to want, to desire",彼が何を欲しているのか分からない。,I can't make out what he wants.
警告する,"to warn, to advice",彼らは我々にこの計画は失敗するかもしれないと警告した。,They warned us of our possible failure in this plan.
働く,"to work, to labor, to labour",彼は経理部で働いている。,He is an accountant at the company.
書く,"to write, to compose, to pen",それについて書く事柄がない。,I don't have anything about which to write.
書き留める,"to write down, to make a note of, to put on record, to chronicle",彼の住所を書き留めなさい。,Put his address down.
勤める,"to work (for), to be employed (at), to serve (in), to serve (as), to act (as)",彼の兄は貿易会社に勤めています。,His brother works for a trading company.
努める,"to endeavor (endeavour), to try, to strive, to make an effort, to exert oneself",体力を増やすように努めなさい。,Try to build up your strength.
喋る,"to talk, to chat, to chatter",私たちはお茶を飲みながら喋っていた。,We were chatting over tea.
味わう,"to taste, to savor, to savour, to relish, to appreciate, to go through",これは私が初めて味わった日本料理だった。,This was the first Japanese food I had ever tasted.
預かる,"to look after, to take care of, to keep, to hold on to, to keep in custody",この貴重品を預かってもらえますか。,Could you hold these valuables?
焦る,"to be in a hurry, to be impatient, to be flustered",彼は遅れを取り戻そうと焦っている。,He's desperately trying to make up for the delay.
温まる,"to warm oneself, to sun oneself, to warm up, to get warm",私は風呂で温まった。,I warmed myself in the bath.
当たる,"to be hit, to strike, to touch, to be in contact, to be affixed",波は岩に勢いよく当たって砕けた。,The waves dashed against the rocks.
扱う,"to deal with (a person), to treat, to handle, to take care of, to entertain",その少女をやさしく扱ってあげなさい。,You should treat the girl kindly.
集まる,"to gather, to collect, to assemble",多くの人が祭りを見るために集まった。,A big crowd of people collected to watch the festival.
当てはまる,"to apply (a rule), to be applicable, to come under (a category), to fulfill, to hold true",この理論は全てに当てはまる。,This theory holds in everything.
侮る,"to disdain, to look down on, to make light of, to hold in contempt, to scorn",彼はいつも政府を侮ったようなことを言う。,He always speaks of the government with contempt.
余す,"to save, to leave over, to spare",彼は、旅券を余そうとした。,He tried to save something from his travel expenses.
甘やかす,"to pamper, to spoil",若い親はしばしば子どもを甘やかす。,Young parents often indulge their children.
余る,"to remain, to be left over, to be in excess",それは私の力に余る仕事です。,It is a task beyond my power.
操る,"to operate (e.g. a machine), to handle, to manage, to control, to have a good command",儲けようとする投機筋に操られているのです。,It's being manipulated by investors trying to make it rich.
誤る,"to make a mistake, to err, to mislead, to misguide",しかしながら、品物の数が誤っていました。,"However, the quantity was not correct."
歩み寄る,"to compromise, to meet halfway, to step up to, to walk up to",お互い歩み寄って問題を解決した。,We solved the problem by mutual concessions.
洗う,"to wash, to cleanse, to rinse",床はとても汚れているので洗う必要がある。,The floor is so dirty that It requires washing.
荒らす,"to lay waste, to devastate, to damage, to invade, to troll",庭を荒らしたのは誰だ。,Who destroyed the garden?
争う,"to compete, to contest, to contend",彼らは賞を目指して争っている。,They are contending for the prize.
表す,"to represent, to signify, to stand for",言葉でそれを表せない。,Words cannot express it.
担ぐ,"to shoulder, to carry on one's shoulder",私は箱を肩に担いだ。,I carried the box on my shoulder.
担う,"to carry on one's shoulder, to shoulder, to bear, to bear (burden, responsibility, etc.)",この梱包材が断熱機能を担っている。,This packaging material provides heat insulation.
耐える,"to bear, to stand, to endure, to put up with",彼はその光景を見るのに耐えられなかった。,He could not bear to see the scene.
第三に,thirdly,第三に、生産能力は比較的安定している。,"Thirdly, production capacity is relatively stable."
急に,"suddenly, quickly, rapidly, swiftly",汽車が急に止まった。,Our train stopped suddenly.
かなり前に,"long before, some time ago",彼女がかなり前にチケットを注文する。,She orders the tickets long before.
初めは,at first,初めは何でも難しそうに見えた。,"At first, everything seemed difficult."
初めて,for the first time,これは私の初めての外国訪問だった。,This was my first visit to a foreign country.
鼻水,"nasal mucus, dripping nose, snot",この薬は鼻水に不思議なほどよく効く。,This medicine will do wonders for a runny nose.
風邪,"common cold, cold, influenza, flu",赤ちゃんは風邪が治った。,The baby has gotten rid of its cold.
肺炎,pneumonia,肺炎にかかると呼吸困難になる。,Pneumonia causes difficulty in breathing.
貧血,"anemia, anaemia",医者は貧血の検査をするためサンプルを分析した。,The doctor analyzed the blood sample for anemia.
近視,"myopia, shortsightedness, nearsightedness",私は近視なので、あの看板に何が書いてあるか分からない。,"I am near-sighted, so I cannot make out what is written on that signboard."
遠視,"farsightedness, far-sightedness, hyperopia, hypermetropia",年齢を重ねるにつれ、だんだん遠視になってきている。,I'm getting farsighted as I get older.
脳卒中,"stroke, cerebral haemorrhage, cerebral hemorrhage",去年脳卒中を起こしました。,I had a stroke last year.
喘息,asthma,喘息の発作が起きました。,I had an asthma attack.
糖尿病,"diabetes, diabetes mellitus",彼は糖尿病のどんな兆しにも注意していた。,He was watchful for any sign of diabetes.
歯痛,toothache,歯痛のために彼の顔ははれあがった。,The toothache made his face swell up.
