Script.EP1,Meaning.EP1,Script.EP2,Meaning.EP2,Script.EP3,Meaning.EP3,Script.EP4,Meaning.EP4,Script.EP5,Meaning.EP5,Script.EP6,Meaning.EP6,Script.EP7,Meaning.EP7,Script.EP8,Meaning.EP8,Script.EP9,Meaning.EP9,Script.EP10,Meaning.EP10,Script.EP11,Meaning.EP11,Script.EP12,Meaning.EP12
世界は耐え難い場所で,"I see the world as a place that must be endured,",植物に詳しいのね,I was very impressed with your answers in class today.,,,,,,,,,,,,,,,,,,,,
信条は“殺すか殺されるか”,and my personal philosophy is kill or be killed.,母が肉食植物の愛好家だから,My mother is a carnivorous plant aficionado. I assume I get my red thumb from her.,,,,,,,,,,,,,,,,,,,,
だから弟をいじめる人には ピラニアを与える？,"So, for instance, when someone bullies your brother, your response is to dump piranha in the pool.",親子仲がいいの？,Are you and your mother close?,,,,,,,,,,,,,,,,,,,,
よく言うでしょ “剣戟(けんげき)にナイフで挑むな”,"You know the old saying, never bring a knife to a sword fight.",同室の死刑囚ぐらいの仲ね,Like two inmates sentenced to life on the same cell block.,,,,,,,,,,,,,,,,,,,,
“隠し持て”,Unless it's concealed.,学期途中での編入は 大変でしょう,I know it can't be easy… showing up mid-semester.,,,,,,,,,,,,,,,,,,,,
反省してないから ここに送られたのよ,"Point is, you assaulted a boy, and showed no remorse for your actions. -That's why you're here. -He lost a testicle.",私も１年半いてもなじめない,"I've been here a year and a half, and I still feel like an outsider.",,,,,,,,,,,,,,,,,,,,
彼は睾丸(こうがん)を失った,That's why you're here. -He lost a testicle.,唯一の人間だから？,Because you're the only normie on the staff?,,,,,,,,,,,,,,,,,,,,
彼の子孫繁栄から 世界を守ったの,I did the world a favor. People like Dalton shouldn't procreate.,噂(うわさ)で聞いた,Enid told me.,,,,,,,,,,,,,,,,,,,,
回答完了よ,I've answered all your questions.,私はどこにも なじめないの,"To tell you the truth, I've never really fit in anywhere.",,,,,,,,,,,,,,,,,,,,
終わってない,We're not done yet.,人間としては変で のけ者にしては平凡,"Too odd for the normies, not odd enough for the outcasts.",,,,,,,,,,,,,,,,,,,,
セラピーは自己理解の手段よ,Therapy is a valuable tool to help you understand yourself.,ここなら大丈夫と思ったけど 同僚には認識もされてない,"I thought Nevermore would be different, but there's still a handful of teachers who will barely acknowledge me.",,,,,,,,,,,,,,,,,,,,
自分が何を望んでいるか 知ることができる,It can teach you new ways to deal with your emotions. It can also help you build a life that you want.,私は嫌われても 平気なフリをする,I act as if I don't care if people dislike me.,,,,,,,,,,,,,,,,,,,,
もう知ってる,I know the life that I want.,本当は…,Deep down…,,,,,,,,,,,,,,,,,,,,
教えて,Tell me about it.,楽しんでる,I secretly enjoy it.,,,,,,,,,,,,,,,,,,,,
守秘義務があるから平気よ,Everything said in these sessions is strictly confidential.,ずっと失わないで 何を？,"Never lose that, Wednesday. -Lose what?",,,,,,,,,,,,,,,,,,,,
作家になること？,Do your plans involve becoming an author?,他人に自分の価値を 決めさせない才能は大事よ,The ability to not let others define you. It's a gift.,,,,,,,,,,,,,,,,,,,,
少女探偵“死の毒蛇”を ３冊も書いたでしょ,"I understand you've written three novels about a teen girl detective, Viper De La Muerte.",そうかしら,Doesn't always feel that way.,,,,,,,,,,,,,,,,,,,,
話して,Can you tell me about her?,日陰の花ほど面白い,The most interesting plants grow in the shade.,,,,,,,,,,,,,,,,,,,,
毒蛇は賢く 鋭く 誤解されやすい,"Can you tell me about her? Viper is smart, perceptive, chronically misunderstood.",話し相手が欲しければ いつでも温室に来て,"And if you ever need anyone to talk to, the door to the conservatory is always open.",,,,,,,,,,,,,,,,,,,,
出版できそう？,Any luck getting your work published?,あの本は この部屋にあるはず,That purple book has got to be around here somewhere. Start investigating.,,,,,,,,,,,,,,,,,,,,
編集者は短絡的で臆病よ,"Editors are short-sighted, fear-based life forms.",意外性の塊ね,Rowan's full of surprises.,,,,,,,,,,,,,,,,,,,,
私の作品を病的と評し 精神科受診を勧めてきた,"One once described my writing as gratuitously morbid, and suggested I seek psychiatric help. Hmm.",勝手に来ないでくれ,You're not supposed to be up here.,,,,,,,,,,,,,,,,,,,,
皮肉よね,"Ironic, isn't it?",歓迎 ありがとう,Good to see you too.,,,,,,,,,,,,,,,,,,,,
どう反応を？,How did you take that?,セイレーンの力で侵入を？,How'd you get past the Housemaster? Use your siren powers?,,,,,,,,,,,,,,,,,,,,
お礼を送ったわ,"I sent her a ""thank you.""",これを着けてるから無理よ ひどい言いがかりね,Not while wearing this. Would it kill you to not think the worst of me for once?,,,,,,,,,,,,,,,,,,,,
建設的な批判は歓迎する,I've always been open to constructive criticism.,何の用だ？ 様子を見に来た,"What do you want, Bianca? -To see how you're doing.",,,,,,,,,,,,,,,,,,,,
よかった,I'm glad to hear that.,ローワンの件は残念ね,I'm sorry about Rowan. I know you guys used to be close.,,,,,,,,,,,,,,,,,,,,
私にも資料として 原稿が届いたの,Because I was sent the manuscripts as part of your psych evaluation.,なぜ君が気にする？,Since when did you give a damn about Rowan?,,,,,,,,,,,,,,,,,,,,
毒蛇と母親ドミニカの関係が 興味深いわ,"The relationship I found most intriguing was that of Viper and her mother, Dominica.",彼がウェンズデーに 危害を及ぼすと,You were the one afraid he'd do something to Wednesday.,,,,,,,,,,,,,,,,,,,,
詳しく聞かせて,Why don't we dig into that?,心配して追い回してたのは あなたでしょ,Isn't that why you've been following her like an eager-eyed puppy?,,,,,,,,,,,,,,,,,,,,
話したくない心の底まで 旅しないと,Part of this journey requires us going to uncomfortable places emotionally.,それとも下心？,Or is there something more?,,,,,,,,,,,,,,,,,,,,
旅は苦手,I don't travel well.,どこが気に入ったの？,"Seriously, what do you see in her?",,,,,,,,,,,,,,,,,,,,
お手洗いに行っても？,Would you mind if I use the powder room first?,喪服みたいな格好の女が 好みだった？,You have a thing for a tragic goth girls with funeral-parlor fashion sense?,,,,,,,,,,,,,,,,,,,,
ウェンズデー 大丈夫？,Wednesday? Is everything okay?,僕を操ろうとしないからかな,Maybe it's because she hasn't tried to manipulate me.,,,,,,,,,,,,,,,,,,,,
隠れ続ける気？,You can't hide for the rest of the session.,過ちの一つも許せないの？,"I make one mistake, and you can't forgive me.",,,,,,,,,,,,,,,,,,,,
大丈夫,I'm all right.,あの子には寛大なのに,"She treats you like crap, you can't get enough.",,,,,,,,,,,,,,,,,,,,
過酷な旅に備えてるの,Just preparing myself for our uncomfortable journey.,なぜ嫌う？,Why are you fixated on Wednesday?,,,,,,,,,,,,,,,,,,,,
爪やすり,Nail file.,自分が一番だと うぬぼれてる,Because she thinks she's better than everyone else.,,,,,,,,,,,,,,,,,,,,
土曜日の４時頃はどうかしら,"On Saturday, I can do in the afternoon, sometime around four o'clock?",明日 彼女のルームメイトを 惨敗させてやるわ,I can't wait to crush Ophelia Hall tomorrow and watch her werewolf roommate crumble.,,,,,,,,,,,,,,,,,,,,
学園を抜け出したのか 異常者め,Who let you out? You goddamn weirdo.,最高の大会になる,It's gonna be a Poe Cup finale to remember.,,,,,,,,,,,,,,,,,,,,
驚いた！,Holy crap!,また策略を？,I hate to think what you've got planned. -My game's already started.,,,,,,,,,,,,,,,,,,,,
人をビビらせる癖がある？,Do you make a habit of scaring the hell out of people?,勝つためなら何でもするわ,I hate to think what you've got planned. -My game's already started. I like to win.,,,,,,,,,,,,,,,,,,,,
趣味よ,It's more of a hobby.,いけない？,Is that so wrong?,,,,,,,,,,,,,,,,,,,,
ネヴァーモアの制服だね 色が変わった？,You go to Nevermore. Didn't realize they changed the uniform.,それが別れの原因かもな,And you wonder why I broke up with you.,,,,,,,,,,,,,,,,,,,,
クワッドを大急ぎで,I need a quad over ice. It's an emergency.,私の冷酷さが好きなくせに,You used to love my killer instinct.,,,,,,,,,,,,,,,,,,,,
４ショットのこと,It's four shots of espresso.,私たち いいカップルだった,"We were good together, Xavier.",,,,,,,,,,,,,,,,,,,,
知ってるけど,"Yeah, I… I know what a quad is,",そう思わせたかったんだろ,Were we? Is that just how you wanted me to feel?,,,,,,,,,,,,,,,,,,,,
見てのとおり マシンは発作中だ,"but, spoiler alert, the espresso machine's having a seizure,",あの子は あなたが夢みた相手じゃない,"Trust me, Wednesday Addams is not the girl of your dreams.",,,,,,,,,,,,,,,,,,,,
ドリップしかない,so all we have is drip.,悪夢そのものよ,She's the stuff of your nightmares.,,,,,,,,,,,,,,,,,,,,
ドリップは無意味な人生を 送る人のためのものよ,But drip is for people who hate themselves and know their lives have no real purpose or meaning.,どこにいたの？ 心臓発作を起こしそう,Where have you been? I'm literally having a heart attack right now.,,,,,,,,,,,,,,,,,,,,
一体 何が？,What's wrong with your machine?,ヨーコが保健室へ,-Yoko's in the infirmary! -What happened?,,,,,,,,,,,,,,,,,,,,
このマシンは気難しい性格で 説明書はイタリア語だ,"It's a temperamental beast with a mind of its own, and it doesn't help that the instructions are in Italian.",間違えてニンニクを食べて 倒れた,Garlic bread incident at dinner. She had a major allergic reaction. She's out of the Poe Cup.,,,,,,,,,,,,,,,,,,,,
Ｙ字ドライバーと 六角レンチが要る,I need a tri-wing screwdriver and a four-millimeter Allen wrench.,副操縦士が欠場なんて！,She had a major allergic reaction. She's out of the Poe Cup. I don't have a co-pilot.,,,,,,,,,,,,,,,,,,,,
イタリア語が読める？,"Wait, you read Italian?",ビアンカの仕業よ,It wasn't an accident. Bianca's behind it.,,,,,,,,,,,,,,,,,,,,
マキャベリの母語だから,Of course. It's the native tongue of Machiavelli.,知ってるの？,How do you know? -Doesn't matter.,,,,,,,,,,,,,,,,,,,,
私が修理するから コーヒーとタクシーをお願い,"Here's the deal. I'm going to fix your coffee machine, then you're going to make my coffee and call a taxi.",とにかく私たちで ビアンカを倒す,How do you know? -Doesn't matter. You and I are going to take her down tomorrow.,,,,,,,,,,,,,,,,,,,,
この町にタクシーはない 配車アプリは？,"Uh, no taxis in Jericho. Try Uber?",“黒猫”に入ってくれるの？,Wait. You're joining the Black Cats?,,,,,,,,,,,,,,,,,,,,
携帯電話がない 技術の奴隷は嫌だから,I don't have a phone. I refuse to be a slave to technology.,私のために やってくれる？,You're willing to do that? For me?,,,,,,,,,,,,,,,,,,,,
じゃあ無理だな 目的地は？,Then you're out of luck. Where you going anyway?,ビアンカを屈辱で のたうち回らせたい,I want to humiliate Bianca so badly that the bitter taste of defeat burns in her throat.,,,,,,,,,,,,,,,,,,,,
部外者には教えない 電車は？,That's on a need-to-know basis. What about trains?,でも私との友情が 一番の理由だよね？,"Yeah, but mostly you're doing it because we're friends, right?",,,,,,,,,,,,,,,,,,,,
最寄り駅まで30分かかる,Nearest station is Burlington. It's half an hour away.,彼女の手口は？,Tell me how she keeps winning.,,,,,,,,,,,,,,,,,,,,
弁が原因ね 経験がある,You have a valve issue. I've seen it before.,分からないの,It's a real brain cramp.,,,,,,,,,,,,,,,,,,,,
こんな怪物が家にあるの？,Where? You have one of these monsters at home?,なぜか他の船は沈んでしまう,"The past two years, no other boat has made it across and back without sinking.",,,,,,,,,,,,,,,,,,,,
10歳で作った 蒸気式ギロチンよ,Steam-powered guillotine. I built it when I was ten.,妨害行為ね,Sounds like sabotage.,,,,,,,,,,,,,,,,,,,,
人形の斬首を効率化したくて,I wanted to decapitate my dolls more efficiently.,ルール無用の戦いで,"There are no rules in the Poe Cup,",,,,,,,,,,,,,,,,,,,,
死神バービーか 納得したよ,"Sure. Grim Reaper Barbie, makes perfect sense.",セイレーンだから水に強い,"and she is a siren, which makes her master of the water.",,,,,,,,,,,,,,,,,,,,
どうも,Thanks.,相手の手口に乗ってやる,Then we just need to beat her at her own game.,,,,,,,,,,,,,,,,,,,,
あの学園の生徒が 手作業とはね,I never met a Nevermore kid who got their hands dirty.,準備完了 ハンドは待機中,We're all set. -Good. Thing's in position.,,,,,,,,,,,,,,,,,,,,
俺はタイラー 名前も部外者には教えない？,"I'm Tyler, by the way. I didn't catch your name, or is that on a need-to-know basis too?",２人で朝まで何を？ サプライズよ,Wanna tell me what you two were up to? -And spoil the surprise?,,,,,,,,,,,,,,,,,,,,
ウェンズデー,Wednesday.,こっちもサプライズで 衣装を用意した,"Speaking of surprises, your costume's in the tent.",,,,,,,,,,,,,,,,,,,,
ウェンズデー お礼に 最寄り駅まで送ろうか？,"Tell you what, Wednesday. To show my appreciation, how about I drive you to Burlington?",衣装？,Costume?,,,,,,,,,,,,,,,,,,,,
ならクワッドは持ち帰りで,Perfect. Put that quad in a to-go cup.,完璧な黒猫ちゃんね,"OMG, you look purr-fect!",,,,,,,,,,,,,,,,,,,,
退勤は１時間後だ,"Uh, but I don't get off for another hour.",でもおヒゲは？,"Only thing, where are your whiskers?",,,,,,,,,,,,,,,,,,,,
上乗せよ,I'll sweeten the pot.,次に聞いたら 命を８つに減らす,"Ask again, and you'll be down to eight lives.",,,,,,,,,,,,,,,,,,,,
20ドルか 魅力的だが断る,"Twenty whole dollars… Tempting, but no.",集中して,Focus.,,,,,,,,,,,,,,,,,,,,
40ドル,I'll make it 40.,誰かと思ったら おチビちゃんね,What do we have here? The runt of the litter.,,,,,,,,,,,,,,,,,,,,
残念だけど 俺は買収されない人間だ,"Listen, Wednesday, one fun fact about me…",自分が一番とは思ってない,"For the record, I don't believe I'm better than everyone else.",,,,,,,,,,,,,,,,,,,,
待つか 他の人に頼んでくれ,"I can't be bought, so either wait, or find someone else to drive you.",でも あなたより上,Just that I'm better than you.,,,,,,,,,,,,,,,,,,,,
一体 何が？,What happened?,ポー･カップに お集まりの皆さん,I want to welcome you all to the Edgar Allan Poe Cup.,,,,,,,,,,,,,,,,,,,,
おい 見ろよ,"Hey, boys, check it out.",125年の歴史を持つ,"This is one of Nevermore's proudest annual traditions,",,,,,,,,,,,,,,,,,,,,
誰だ？,Who's that? -Bro…,ネヴァーモアで 最も誉れある行事です,"This is one of Nevermore's proudest annual traditions, dating back 125 years.",,,,,,,,,,,,,,,,,,,,
挨拶だ,Come on.,クラックストーンの霊廟から 旗を獲得し,"Each team must row across to Raven Island, pull a flag from Crackstone's Crypt,",,,,,,,,,,,,,,,,,,,,
学園から出てくるな,What's a Nevermore freak doing out in the wild?,沈まずに戻ってくること,and hustle back without sinking or being sunk.,,,,,,,,,,,,,,,,,,,,
俺らの席だ,This is our booth.,旗を持ち 最初にゴールしたら勝利で,"First team to cross the finish line with their flag wins the cup and bragging rights for a year,",,,,,,,,,,,,,,,,,,,,
狂信者みたいね,Why are you dressed like religious fanatics?,１年間 自慢できる上に いくつか特典もある,"wins the cup and bragging rights for a year, as well as some special privileges.",,,,,,,,,,,,,,,,,,,,
ピルグリムだ 目クソ鼻クソね,"We're pilgrims. -Potato, po-tah-to.",では スタート！,Let the Poe Cup begin!,,,,,,,,,,,,,,,,,,,,
従業員だ,We work at Pilgrim World.,行け！,Go! Go! Go!,,,,,,,,,,,,,,,,,,,,
大量虐殺の実行者が テーマなんてアホな遊園地ね,It takes a special kind of stupid to devote an entire theme park to zealots responsible for mass genocide.,もっと速く こいで！,"Move. Faster! -[coxswain 2] Come on, ladies. Let's go!",,,,,,,,,,,,,,,,,,,,
経営者は俺のパパだ 誰がアホだと？,My dad owns Pilgrim World. Who you calling stupid?,おっと失礼,"Oh, excuse us!",,,,,,,,,,,,,,,,,,,,
心当たりない？,If the buckled shoe fits.,こげ！,Stroke! Stroke! Stroke!,,,,,,,,,,,,,,,,,,,,
おい やめろ,"Guys, back off.",急げ もっと！,Come on! Go! -Come on!,,,,,,,,,,,,,,,,,,,,
邪魔するな ええ 邪魔よ,"Stay out of this, Galpin. -Yes, stay out of this.",ターン！ ターンしろ,Turn! Turn! -Turn!,,,,,,,,,,,,,,,,,,,,
答えろ 異常者,"So tell me, freak…",お前のせいで負ける,"Come on, man. We lost 'cause of you.",,,,,,,,,,,,,,,,,,,,
人間と寝た経験は？,you ever been with a normie?,速く！,Faster!,,,,,,,,,,,,,,,,,,,,
人間じゃ相手にならない,I've never found one that could handle me.,ハンド,Thing.,,,,,,,,,,,,,,,,,,,,
カンフーを習ったの？,So where'd you learn those kung fu moves?,ここだ,Let's go. It's over here.,,,,,,,,,,,,,,,,,,,,
チベット僧院に５年いた おじに教わった,[Wednesday] My uncle taught me. He spent five years in a Tibetan Monastery.,ビアンカから船を守ってて,Stay here and make sure Bianca can't sabotage our boat.,,,,,,,,,,,,,,,,,,,,
僧侶なの？,Was he a monk?,ジョーカーの気を引いて,"Thing, I need you to distract a couple of jokers.",,,,,,,,,,,,,,,,,,,,
囚人だった,Prisoner.,何だ？ 追うぞ,What? -Come on.,,,,,,,,,,,,,,,,,,,,
父さん,Dad!,早く 捕まえる,Go. -Let's get it.,,,,,,,,,,,,,,,,,,,,
タイラー 何事だ？,"Tyler, the hell's going on in here?",急ごう,"Let's go, man.",,,,,,,,,,,,,,,,,,,,
嫌がらせしてたから 彼女が成敗した,"They were harassing a customer, and she put them in their place.",“黒猫”が来たぞ,She's right there. Come on.,,,,,,,,,,,,,,,,,,,,
このおチビが３人も？,This little thing took down three boys?,またな ウェンズデー,"Later, Wednesday!",,,,,,,,,,,,,,,,,,,,
手を貸したか？,Did you help her?,あなたが鍵よ,You are the key.,,,,,,,,,,,,,,,,,,,,
俺は関わってないよ,"Dad, I swear, I wasn't involved.",猫のお昼寝？,Taking a catnap?,,,,,,,,,,,,,,,,,,,,
ごめんなさい 逃げられちゃって,"Apologies, Sheriff. This one slipped away from me.",早く出発しないと,"Come on! -Hurry up, we have to go!",,,,,,,,,,,,,,,,,,,,
さあ ミス･アダムス,"Come on, Miss Addams, time to go.",何だ？,What's going on?,,,,,,,,,,,,,,,,,,,,
おい 待てよ,"Wait a minute, hang on.",またね ジョーカー,"See ya, jokers!",,,,,,,,,,,,,,,,,,,,
アダムス？,You're an Addams?,卑怯者！,Cheaters!,,,,,,,,,,,,,,,,,,,,
まさか父はゴメズか？,Don't tell me Gomez Addams is your father?,ウェンズデーなら どうするかって考えたの,"I just asked myself, ""WWWD?"" What Would Wednesday Do?",,,,,,,,,,,,,,,,,,,,
殺人犯の娘か それなら納得だな,That man belongs behind bars for murder. Guessin' the apple doesn't fall far from the tree.,トップ争いは“黄金虫”と…,The final two teams are the Gold Bugs…,,,,,,,,,,,,,,,,,,,,
見張ってやる,I'm gonna keep my eye on you.,“黒猫”ね,and the Black Cats.,,,,,,,,,,,,,,,,,,,,
さあ,Okay.,急いで,Come on.,,,,,,,,,,,,,,,,,,,,
初日から保安官に にらまれるなんて,Your first day and you're already on Sheriff Galpin's radar.,やった！,Gotcha!,,,,,,,,,,,,,,,,,,,,
驚かないけど 父が殺人犯？,-Wish I could say I was surprised. -What did he mean about my father?,勝った！,"Yeah, we did it!",,,,,,,,,,,,,,,,,,,,
知らないけど とにかく…,"I have no idea, but a word of advice.",勝ったよ！,"OMG, Wednesday, we did it!",,,,,,,,,,,,,,,,,,,,
敵を作らず 友達を作って,Stop making enemies and start making a few friends.,人生で一番の瞬間になった,This is the greatest moment of my entire life.,,,,,,,,,,,,,,,,,,,,
必要になる,You're going to need them.,愛校心に目覚めたでしょ？,"Admit it, you kinda got into the whole school spirit thing.",,,,,,,,,,,,,,,,,,,,
事故みたいね,[Weems] Looks like an accident.,暗くて執念深い愛校心がね,"You didn't tell me it was a dark, vengeful spirit.",,,,,,,,,,,,,,,,,,,,
無事かしら,I hope the driver's okay.,当校の最も有名な卒業生 ポーに敬意を表し,The first Poe Cup took place in 1897,,,,,,,,,,,,,,,,,,,,
死んでる,He's dead.,ポー･カップは 1897年に始まりました,"as a way to not only honor Nevermore's most famous alumni,",,,,,,,,,,,,,,,,,,,,
首を折った,Broke his neck.,のけ者が大事にする価値観を 称(たた)える行事でもある,but to celebrate those values that all outcasts share.,,,,,,,,,,,,,,,,,,,,
見えないでしょ,How can you tell from this angle?,共同体意識 忍耐力 意志の強さ,"Community, perseverance, and determination.",,,,,,,,,,,,,,,,,,,,
気分が晴れない,"No, I don't really feel better.",今日はそれを 目の当たりにしました,And we certainly saw those values on display today.,,,,,,,,,,,,,,,,,,,,
普通の学校も嫌いだけど ここは もっと変,There's just something wrong about this place. Not just because it's a school.,おめでとう オフィーリア寮,Congratulations to Ophelia Hall!,,,,,,,,,,,,,,,,,,,,
どうやって巨大な楽器を 窓の外に？,How the hell did you get that oversized violin out the window?,元寮生として,"As a former resident,",,,,,,,,,,,,,,,,,,,,
手を借りた,I had an extra hand.,優勝杯が戻ってきて とてもうれしい,I will be happy to see the cup back on the mantle after all these years.,,,,,,,,,,,,,,,,,,,,
残りの体は？,Where's the rest of him?,何してるの？,What are you doing down here?,,,,,,,,,,,,,,,,,,,,
一族の永遠の謎よ,It's one of the great Addams family mysteries.,隠れてる,Hiding.,,,,,,,,,,,,,,,,,,,,
変身しないの？,Why aren't you wolfing out?,みんなに ほほ笑まれて気味悪い,"People keep randomly smiling at me, it's unsettling.",,,,,,,,,,,,,,,,,,,,
できない,Because I can't.,ビアンカを負かして 脚光を浴びてるのよ,It's called having your moment. You took down Bianca Barclay. Try to enjoy it.,,,,,,,,,,,,,,,,,,,,
爪だけ,It's all I got.,打ち上げに来ない？,The girls wanna know if you wanna hang out later.,,,,,,,,,,,,,,,,,,,,
ママは大器晩成と言うけど 人狼学者に相談したの,"My mom says some wolves are late bloomers, but I've been to the best Lycanologist.",たまには いいでしょ？,"Oh, come on, it won't kill you.",,,,,,,,,,,,,,,,,,,,
ミルウォーキーまで飛んでね,"I had to fly to Milwaukee, would you believe it?",考えとく,I'll think about it.,,,,,,,,,,,,,,,,,,,,
言われたの 一生…,"Yeah, she says there's a chance I may never…",来るって！,Yes!,,,,,,,,,,,,,,,,,,,,
無理かも,you know.,なじんできたのね,It's good to see you fitting in.,,,,,,,,,,,,,,,,,,,,
それで？,What happens then?,母親と同じように,Just like your mother.,,,,,,,,,,,,,,,,,,,,
一匹狼(おおかみ)よ,I'd become a lone wolf.,母と私は違う人間で 違う種族よ,My mother and I are two different people/species/everything.,,,,,,,,,,,,,,,,,,,,
完璧ね,Sounds perfect.,この寮が最後に優勝した時は お母様がリーダーだった,"The last time Ophelia Hall won the Poe Cup, your mother captained the team.",,,,,,,,,,,,,,,,,,,,
ふざけないで 人生終わりよ,Are you kidding me? My life would be officially over.,私が副操縦士でね,I was her co-pilot.,,,,,,,,,,,,,,,,,,,,
群れを追い出され 伴侶も得られない,I'd be kicked out of my family pack with no prospect of finding a mate.,思ってるより 似たもの親子かも,Maybe you two are more alike than you think.,,,,,,,,,,,,,,,,,,,,
何が問題？ 孤独死する,I'm failing to see the problem here. -I could die alone.,最高！,I'm so excited.,,,,,,,,,,,,,,,,,,,,
誰もが孤独に死ぬ,"We all die alone, Enid.",勝たせるのが あなたの仕事なのに,It was your job to help us win. She's never lost. Never.,,,,,,,,,,,,,,,,,,,,
人を慰めるのが下手だね,You really suck at this. Cheering people up.,この学園は謎だらけのまま,Nevermore continues to be an enigma.,,,,,,,,,,,,,,,,,,,,
泣くの？ 悲しいからよ,Why are you crying? -Because I'm upset!,答えより疑問が圧倒的に多い,A place where the questions far outweigh the answers.,,,,,,,,,,,,,,,,,,,,
まさか泣いたこともない？,"Haven't you ever cried, or are you above that too?",でも 時には…,But sometimes…,,,,,,,,,,,,,,,,,,,,
ハロウィーンの翌週,It was the week after Halloween.,答えがこちらを見ている時も,the answer is staring you right in the face.,,,,,,,,,,,,,,,,,,,,
６歳だった,I was six years old.,心配しないで ポー その薄ら笑いには気づいてる,"Don't worry, Edgar Allan. I see your sanctimonious smirk.",,,,,,,,,,,,,,,,,,,,
サソリのネロの散歩中に 襲われた,"I took my pet scorpion, Nero, out for his afternoon stroll, and we were ambushed.",でも最後に笑うのは私,But I will get the last laugh.,,,,,,,,,,,,,,,,,,,,
サソリを飼ってるのが 目立ったみたい,They wondered what kind of freak would have a scorpion for a pet. [boy] Yeah.,ポーは暗号好きで有名,Your penchant for riddles was legendary.,,,,,,,,,,,,,,,,,,,,
私は押さえつけられた,Two of them held me down and made me watch…,今回は最高傑作かもね,And this might be your cleverest yet.,,,,,,,,,,,,,,,,,,,,
目の前で ネロは何度もひかれた,while the others ran Nero over until…,謎は１つではなく それぞれ独立している,"Because it's not a single riddle. Rather, each line is its own separate one.",,,,,,,,,,,,,,,,,,,,
雪の降る日に残骸を埋めた,It was snowing when I buried what was left of him.,月の反対 太陽,The opposite of moon. Sun.,,,,,,,,,,,,,,,,,,,,
涙を流し続けたけど…,I cried my little black heart out.,我々の世界 大地,A world between ours. Nether.,,,,,,,,,,,,,,,,,,,,
涙は何も解決しない,But tears don't fix anything.,６月の２か月前 ４月,Two months before June. April.,,,,,,,,,,,,,,,,,,,,
だから もう泣かない,So I vowed to never do it again.,自然播種の花” パンジー 自然播種の花” パンジー太陽 大地４月 パンジー,A self-seeding flower. Pansy.,,,,,,,,,,,,,,,,,,,,
誰にも言わない,Your secret's safe with me.,太陽 大地 ４月 パンジー,One more than one. Two.,,,,,,,,,,,,,,,,,,,,
でも あなたは変だよ,"Still think you're weird as shit, though.",泣く木 柳 太陽で溶ける 氷,Its leaves weep to the ground. Willow. It melts in the sun. Ice.,,,,,,,,,,,,,,,,,,,,
お互い様ね,The feeling is incredibly mutual.,２ 柳 氷 始点と終点がな 円 始点と終点がない 円,Its beginning and end never found. Circle.,,,,,,,,,,,,,,,,,,,,
１人部屋に戻りたければ パソコンを貸して,How would you like your single room back? You just need to show me how to use your computer.,どのルールにもある 例外 どのルールにもある 例外〝円 例外,Every rule has one. Exception.,,,,,,,,,,,,,,,,,,,,
ウソだろ,Holy shit!,答えは破裂音を伴う,The answer will give a sharp cracking sound.,,,,,,,,,,,,,,,,,,,,
分かった 手の指示に従う,"Okay, I'm taking orders from a hand.",秘密結社,Secret societies.,,,,,,,,,,,,,,,,,,,,
全然 変じゃない,This isn't weird at all.,隠し図書館,Hidden libraries.,,,,,,,,,,,,,,,,,,,,
やあ,Uh… hi.,上から目線で私を見る母,My mother staring at me in a judgmental way.,,,,,,,,,,,,,,,,,,,,
ハンドよ,That's Thing.,これらは予想どおりだ,These are all things I've come to expect.,,,,,,,,,,,,,,,,,,,,
君のペットか何か？,"Is he, like, your pet?",でも真実に近づいた瞬間…,But the minute I inch towards the truth…,,,,,,,,,,,,,,,,,,,,
繊細なの,He's sensitive.,幸い 暗転は好きだ,"Luckily, I'm not afraid of the dark.",,,,,,,,,,,,,,,,,,,,
あの学校は変なものの温床と 知ってたけど,"Look, I know Nevermore is ground zero for all things weird, but this is next-level.",,,,,,,,,,,,,,,,,,,,,,
それを超えてる,but this is next-level.,,,,,,,,,,,,,,,,,,,,,,
ところで 技術の奴隷になったの？,"So, what happened to not wanting to be a slave to technology?",,,,,,,,,,,,,,,,,,,,,,
やむを得ずね 脱出を手伝う気は？,Desperate times. Are you still willing to help me escape?,,,,,,,,,,,,,,,,,,,,,,
今日のことで 独房に入ったかと,"After what happened today, I figured they'd have you in solitary.",,,,,,,,,,,,,,,,,,,,,,
強制参加の収穫祭を利用して 抜け出すの,There's the Harvest Festival this weekend. Attendance is mandatory. I'm going to use it as a cover.,,,,,,,,,,,,,,,,,,,,,,
最寄り駅まで送ってくれれば お礼はする,"If you're willing to drive me to the station, I can make it worth your while.",,,,,,,,,,,,,,,,,,,,,,
やるよ,I'm in.,,,,,,,,,,,,,,,,,,,,,,
お礼は要らない タダ乗りだ,And no charge. Consider it a freebie.,,,,,,,,,,,,,,,,,,,,,,
なぜ？,Why?,,,,,,,,,,,,,,,,,,,,,,
俺も出たいから,Cause I wish I was going with you.,,,,,,,,,,,,,,,,,,,,,,
せめて誰かの逃走を 成功させたい,At least one of us will get out of this hellhole town.,,,,,,,,,,,,,,,,,,,,,,
普通の人間を信用するの？ 普通の人間を信用するの？ 〝保安官〞,Are you sure you can trust that normie?,,,,,,,,,,,,,,,,,,,,,,
