Sentences,Translation
落ち込まないで、頑張りましょう。 ,"Don't be depressed, let's do our best."
若い時は、生活に困っていました。 ,"When I was young, I had a hard time making ends meet."
娘がずっと泣いて、本当に困りました。,"My daughter cried all the time, and I was really troubled."
海外旅行で困ったことはありますか。,Do you have any problems when traveling abroad?
何で？先週、話してたでしょう？ ,Why? Didn't we talk about it last week?
妹が怒っていて、部屋から出てきません。 ,My sister is angry and won't come out of her room.
私の友達が今晩、テレビに出てきますよ。,My friend is going to be on TV tonight.
汗をかいたら、水をたくさん飲みます。,"When I sweat, I drink a lot of water."
天気が暑い時、汗が出でます。 ,"When the weather is hot, I sweat a lot."
困っていたけど、何とかなりました。,"I  was troubled, but it all worked  out. "
手伝って下さいませんか。,Can you help me?
教えて下さいませんか。,Teach me.
連れていって下さいませんか。,Can you take me there?
予約していただけますか。,Can you make a reservation for me?
ベジタリアン料理はありますか。,Do you have any vegetarian dishes?
タバコを吸ってもいいですか。,Can I smoke?
はい、どうぞ。,"Yes, please."
すみませんが、時間がありません。,"I'm sorry, but I don't have time."
不可能です。,It's impossible.
そう思います。,I think so.
誰もいません。,There's no one here.
何でもありません。,It's nothing.
それで結構です。,That's fine.
違います。,"No, it's not."
賛成です。,I agree.
賛成出来ません。,I don't agree.
どうもありがとうございます。,Thank you very much.
本当に楽しかったです。,I really enjoyed it.
知らなかったので、申し訳ありません。,I'm sorry I didn't know.
どちらがお好きですか。,Which do you like better?
どう思いますか。,What do you think?
踊るのが嫌いですか。,Do you hate to dance?
よかった。,Good.
すばらしい!,Excellent!
おいしい!,Delicious!
すてき!,It's great!
とても楽しんでいます。,I'm enjoying it very much.
それを楽しみに待っています。,I'm looking forward to it.
すごい!,Great!
残念!,Too bad!
うんざりだよ。,I'm sick of it.
もうあきた。,I'm tired of it.
自己紹介してもよろしいですか。,May I introduce myself?
お名前は?,What's your name?
これは妻です。,This is my wife.
これは母です。,This is my mother.
これは夫です。,This is my husband.
これは息子です。,This is my son.
お目にかかれて嬉しいです。,It's nice to meet you.
お国はどちらですか。,What country are you from?
どこにお住まいですか。,Where do you live?
もうお長いのですか。,Have you been here long?
それは渋谷に近い所です。,It's near Shibuya.
二三日です。,It's been a few days.
明日立ちます。,I'm standing up tomorrow.
二週間後に立つつもりです。,I'm going to stand in two weeks.
ホテルに。,In a hotel.
友達の所に。,At a friend's place.
親戚の所に。,At a relative's place.
一人で来られましたか。,Are you here alone?
ご家族とここに来ましたか。,Did you come here with your family?
夫と来ました。,I came with my husband.
妻と来ました。,I came with my wife.
家族と来ました。,I came with my family.
友達と来ました。,I came with friends.
結婚していますか。,Are you married?
恋人はいますか。,Do you have a girlfriend?
関係ないでしょ!,I don't care!
関係ないだろ!,It doesn't matter!
独身です。,I am single.
離婚ていま す。,I'm divorced.
お子さんは?,Do you have any children?
お孫さんは?,Do you have any grandchildren?
失礼ですが 、おいくつで すか 。,"Excuse me, but how old are you?"
女の子はいくつですか。,How old is the girl?
男の子はいくつですか。,How old are your boys?
お仕事は何ですか。,What do you do for a living?
会社で働いています。,I work in a company.
学生です。,I am a student.
無職です。,I am unemployed.
退職しました。,I am retired.
障害者です。,I am disabled.
主婦です。,I am a housewife.
お仕事は面白いですか,Do you enjoy your work?
たいがいは。,Mostly.
ぜんぜん話せません。,I can't talk at all.
少しだけ話せます。,I can speak only a little.
英語は話せますか。,Do you speak English?
日本語が話せますか。,Can you speak Japanese?
英語が話せますか。,Do you speak English?
何とおっしゃいましたか。,What did you say?
ゆっくり話して下さいませんか,Could you please speak slowly?
それはどういう意味ですか。,What do you mean by that?
その言葉はどういう意味ですか。,What does that word mean?
それを書いて下さいませんか。,Can you write it down?
それは...という意味ですか。,Does it mean...? What does it mean?
ほっといてよ!,Please leave me alone!
ほっといてくれよ!,Please leave me alone!
あっちいってよ!,Go away!
行かないと叫ぶわよ!,Go away or I'll scream!
行かないと叫ぶよ!,I'll scream if you don't go!
今日は暑いですね。,It's hot today.
今日は寒いですね。,It's cold today.
いい天気ですね。,It's a beautiful day.
すごい風ですね。,It's windy.
すごい雨ですね。,It's raining hard.
雪が凄いですね。,It's snowing hard.
深い霧ですね。,It's a deep fog.
この天気はもう長いんですか。,Has this weather been here long?
この辺はいつも暑いんですか。,Is it always hot around here?
この辺はいつも寒いんですか。,Is it always cold around here?
この辺はいつも雨が少ないんですか。,Is it always raining little around here?
この辺はいつも雨が多いですか。,Does it always rain a lot around here?
趣味は?,What are your hobbies?
編みものが好きです。,I like to knit.
読書が好きです。,I like to read.
写真をとるのが好きです。,I like to take pictures.
音楽が好きです。,I like music.
ギターを弾くのが好きです。,I like to play the guitar.
ピ アノを弾くのが好きです。,I like to play the pianos.
映画を見に行くのが好きです。,I like to go to the movies.
旅行するのが好きです。,I like to travel.
スポーツが好きです。,I like sports.
散歩するのが好きです。,I like to go for a walk.
もう今日の計画はたてましたか。,Have you made any plans for today?
もう今晩の計画はたてましたか。,Have you made plans for this evening yet?
一緒に出かけませんか。,Would you like to go out with me?
一緒に食べませんか。,Would you like to eat with me?
一緒に海岸に行きませんか。,Would you like to go to the beach with me?
一緒に町へ行きませんか。,Would you like to go to town with me?
一緒に友達の所に行きませんか。,Would you like to go to a friend's place with me?
踊りません。,I don't dance.
バーに座りましょうか?,Shall we sit at the bar?
何か飲みましょうか。,Let's have a drink.
散歩に行きましょうか。,Let's go for a walk.
いい考え。,Good idea.
いいえ 、けっこうです。,"No, thank you."
多分今度。,Maybe next time.
興味がないわ。,I'm not interested.
時間がないわ。,I don't have time.
時間がないよ。,I don't have time.
もう他の約束が。,I have other commitments.
ダンスは下手です。,I'm not a good dancer.
バレーボールは下手です。,I'm not good at volleyball.
おきれいですね。,You're beautiful.
いい車ですね!,It's a nice car!
何てかわいい赤ちゃんでしょう。,What a cute baby.
ダンスが上手ですね。,You are a good dancer.
一緒にいるのが楽しい。,I enjoy being with you.
とっても寂しかったわ。,I missed you so much.
とっても寂しかったよ。,I've missed you so much.
あなたを夢にみたわ。,I dreamed of you.
君を夢にみたよ。,I dreamed of you.
きれいだよ。,You're beautiful.
すてきよ。,You're beautiful.
すてきだよ。,You're beautiful.
セクシー。,Sexy.
私を見て。,Look at me.
僕を見て。,Look at me.
きれいな瞳だね。,You have beautiful eyes.
あなたに夢中なの。,I'm crazy about you.
君に夢中なんだ。,I'm crazy about you.
愛してる。,I love you.
私の気持ちは違うの。,My feelings are different.
僕の気持ちは違うんだ。,My feelings are different.
もう恋人がいます。,I already have a boyfriend.
もう少し待って。,Wait a little longer.
すごく早過ぎるの。,It's too soon.
すごく早過ぎるよ。,It's too soon.
触らないで。,Don't touch me.
愛したい。,I want to make love.
コンドームを 使ってくれるなら。,As long as you use a condom.
エイズのこともあるからね。,"You know, because of the AIDS thing."
男って皆そういうのね。,All men are like that.
危険は避けましょうよ。,Let's not take any chances.
彼らはお互いに座席を交換した。,They exchanged seats with each other.
乗り換えはありますか。,Is there a transfer point?
乗り換えは必要ですか。,Do I need to transfer?
途中で乗り換えが必要ですか。,Is it necessary to change trains along the way?
池袋駅で乗り換えて下さい。,You transfer at Ikebukuro Station.
渋谷で電車をのりかえなければならない。,You have to change trains at Shibuya.
東京駅で列車を乗り換えなさい。,Change trains at Tokyo Station.
チャンネルを替えてもかまわない？,Do you mind if I change the channel?
席を替えてほしいのですが。,I'd like to change my seat.
言いかえると、彼は信念の人です。,"In other words, he is a man of faith."
この文章は書き換えなければならない。,You should rewrite this sentence.
英語を書くときの方向は左から右である。,The directionality of written English is from left to right. 
最高品質の宝石。,The highest quality gems. 
切子面のない宝石。,An unfaceted gem. 
宝石を売買する会社。,A firm that sells and buys jewelry. 
石鹸で洗う。,Wash with soap.
薬用石鹸。,Medicinal soap.
海底石油の採掘。,Subsea oil extraction.
石油資源を開発する。,Develop oil resources.
石炭を掘る。,Coal mining.
石炭化学工業。,Carbon Chemical Industry
磁石は鉄を引きつける。,Magnets attract iron.
天然磁石。,Natural magnets.
化石の採集。,Collecting fossils.
化石を発掘する。,Excavating fossils
石鹸は合成物質である。,Soap is a compound substance. 
親への依存心が強い。,Strong dependence on parents.
薬物依存症。,Drug dependency.
砂を詰めた袋。,A bag filled with sand.
紐付きゴミ袋。,Garbage bag with drawstrings.
最近足先が冷えてしょうがない。,My toes have been getting cold lately.
彼は積極的に人々に善行を施している。,He is actively doing good deeds for people.
人々に善行を施すのに積極的であれ。,He is the epitome of an aggressive salesman.
彼はその革命で積極的な役割をした。,He played an active role in that revolution.
トムは意欲的な男だ。,Tom is an ambitious man.
彼は不安になった。,He became anxious.
彼には何か不安がある。,There is something unsettling about him.
一晩中寒くて不安でした。,I was cold and anxious all night.
将来に不安を感じるんだ。,He's worried about the future.
その知らせで彼の不安が増した。,The news increased his anxiety.
私は時々将来について不安になる。,I am sometimes anxious about the future.
この広告はセンスがいいね。,This advertisement is in good taste.
センスが全然ないわ。,You have no taste at all.
ダニーには美的センスがない。,Danny has no sense of aesthetics.
お笑いのセンスがあるね。いいね。,You have a sense of comedy. That's good.
先に寝てていいよ。,You can go to sleep first.
兄は記憶力がいい。,My brother has a good memory.
かなりいい気分だ。,I feel pretty good.
手つないでもいい？,Can I hold your hand?
それは慎重な考慮を要する。,It requires careful consideration.
ただしかっこいい男に限る。,But only for cool guys.
彼女って本当にかっこいい。,She's really cool.
勤勉に代わるものなし。,There is no substitute for hard work.
海が見えてくつろげるね。,You can see the ocean and feel right at home.
なんだかなごむなあ。,It's kind of comforting.
その子供にいくらか同情した。,He had some sympathy for the child.
彼の話にはいくらか真実味がある。,His story has some color of truth to it.
幾らかでもお役に立てれば嬉しいのです。,"I should be glad to be of any service to you,"
私は石油をいくらか流出させてしまった。,I ran off some of the oil.
お金をいくらか残しておきなさい。,Please leave some money.
ちゃんとやって。,Do it right.
ちゃんと座ってろ。,Sit tight.
ちゃんと聞いてる？,Are you listening closely?
本当にちゃんと理解した？,Are you sure you got it right?
ちゃんと思い出せないんだ。,I don't remember exactly.
すべてきちんと整っている。,Everything is in good order.
彼は部屋をきちんと整理した。,He set things in order in his room.
秘密が漏れたらしい。,The secret seems to have leaked out.
漏れたらどうするんだろう？,What if it leaks?
情報が外部に漏れたらしい。,The information seems to have leaked out.
敵に対して寛大だ。,He is generous to his opponents.
彼女は動物に対して優しい。,She is gentle to animals.
彼女に対して強い態度をとる。,I take a strong attitude toward her.
円はドルに対して高くなった。,The yen rose to the dollar.
この肉は保存がきく。,This meat can be preserved long.
よい伝統は保存されるべきだ。,Good traditions should be preserved.
それは涼しい所に保存しなさい。,Keep it in a cool place.
それはもっと低温で保存しなさい。,Keep it at a lower temperature.
彼女は先生の真似がうまい。,She is very good at imitating her teacher.
この鳥は人の声を真似できる。,This bird can imitate the human voice.
普段はこうやって魚を料理してるんだよ。,This is how I usually cook fish.
あえて彼の意見を支持した。,I dared to support his opinion.
私はあえて彼女に忠告した。,I ran a risk of advising her.
彼女はあえて試験の結果を聞いた。,She dared to ask for the results of the exams.
我々はあくまでも闘う。,We will fight to the last.
彼はあくまでも沈黙を守ろうとした。,He intended to persist in his silence.
案の定、彼は疑念を抱いていた。,"Sure enough, he entertained doubts."
案の定、彼女は電話をかけてきた。,"She called me up, as I had expected."
あらかじめ計画をお知らせください。,Please let me know the schedule beforehand.
休暇の計画を予め立てている。,We are making advance plans for our holidays.
あらかじめ準備しておこうじゃないか。,Let's get things ready beforehand.
場合によっては腕力に訴えてもよい。,It is sometimes acceptable to resort to violence.
芝生に入るべからず。,Keep off the grass!
ここにゴミ捨てるべからず。,No dumping rubbish here!
このドアの先へ進むべからず。,You can't go beyond this door.
彼は知識人ぶるのが好きだ。,He likes to posture as an intellectual.
桜を見がてらデパートまで歩いた。,I walked to the department store while looking at the cherry blossoms.
以前より悪くなってる？,Is it worse than before?
彼は以前とは違う。,He is not what he used to be.
彼は以前早起きだった。,He used to get up early.
その駅は、明日以降から終了します。,The train station will be closed from tomorrow.
彼は休暇をとる余裕がない。,He cannot afford a holiday.
長い休暇を取る余裕がない。,I cannot afford a long vacation.
家を買う余裕なんてないよ。,I can't afford to buy a house.
乗り換えに５分の余裕しかない。,We have a margin of just five minutes to change trains.
私は１０分の余裕を見ておいた。,I allowed a margin of ten minutes.
彼は経済的に自立した。,He became financially independent.
小さい車は大きい車より経済的だ。,A small car is more economical than a large one.
とても困難だった。,It was very difficult.
新しい困難が生じた。,A new difficulty has arisen.
あらたな困難が現れた。,A new difficulty presented itself.
予期せぬ困難が起こった。,Some unexpected difficulties have arisen.
台風がそれを困難にした。,The typhoon made that difficult.
私達は困難な立場にある。,We are in a difficult situation.
彼は困難に直面した。,He was confronted with some difficulties.
我々は難局に直面している。,We are confronted with a difficult situation.
私は多くの障害に直面した。,I was confronted with many difficulties.
その国は財政危機に直面している。,The country is confronted with a financial crisis.
彼女は病気のために学校を欠席した。,She was absent from school owing to sickness.
危険は避けようよ。,Let's not take any chances.
コンドームもってる?,Do you have a condom?
それなら、やめましょう。,Then let's stop.
それなら、やめよう。,Then let's not.
お誕生日おめでとうございます。,Happy birthday to you.
心からお悔やみ申し上げます。,My deepest sympathies.
今度いつ会えますか。,When can we meet again?
この週末おひまですか。,Are you free this weekend?
何か計画しましょうか。,Shall we plan something?
車で拾ってくださいますか。,Can you pick me up in your car?
車で拾って上げましょうか。,Can I pick you up in my car?
９時までに帰らなければなりません。,I have to be home by nine o'clock.
もう会いたくないわ。,I don't want to see you anymore.
もう会いたくないよ。,I don't want to see you anymore.
何かお飲みになりませんか。,Would you like to have something to drink?
何をお飲みになりますか。,What would you like to drink?
タバコはいかがですか。,Would you like a cigarette?
葉巻はいかがですか。,Would you like a cigar?
アルコールなしの飲み物を下さい。,Please give me a drink without alcohol.
たばこは吸いません。,I don't smoke.
送っていってもいいですか。,Can I give you a ride?
手紙を書いてもいいですか。,Can I write you a letter?
メールをしてもいいですか。,Can I email you?
電話をかけてもいいですか。,Can I call you?
手紙をくれますか。,Can you write me a letter?
電話をくれますか。,Can I call you?
あなたの住所を教えてくれますか。,Will you give me your address?
あなたの電話番号を教くれますか。,Will you give me your phone number?
メールアドレスを教えてください。,Can I have your e-mail address?
いろいろありがとうございました。,Thank you very much for everything.
とても楽しかったです。,It was a lot of fun.
元気でね。,Take care.
いつ帰る?,When are you coming back?
待ってるわ。,I'll be waiting.
待ってるよ。,I'll be waiting for you.
また会いたいわ。,I want to see you again.
また会いたいなあ。,I want to see you again.
この辺でヨガが出来ますか。,Can I do yoga around here?
ここで自転車が借りられますか。,Can I rent a bicycle here?
一時間いくらですか。,How much does it cost per hour?
一日いくらですか。,How much does it cost per day?
一回いくらですか。,How much is one time?
許可書が必要ですか。,Do I need a permit?
許可書はどこで発行されますか。,Where is the permit issued?
私の趣味は登山です。,My hobby is mountain climbing.
ハイキングをするならどこがいいですか。,Where is the best place to go hiking?
登山をするならどこがいいですか。,Where is the best place to go mountain climbing?
このへんに良い温泉はありますか。,Are there any good hot springs in this area?
露天風呂はどこですか。,Where are the open-air baths?
混浴するときの決まりは何ですか。,What are the rules for mixed bathing?
海岸までまだ遠いですか。,Is it far from the beach?
この辺にプールはありますか。,Is there a swimming pool around here?
この辺に砂浜 はありますか。,Is there a beach around here?
この辺には岩がありますか。,Are there any rocks around here?
いつ満潮ですか。,When is the high tide?
いつ干潮ですか。,When is high tide and when is low tide?
水温は何度ですか。,What is the temperature of the water?
とても深いですか。,Is it very deep?
立てますか。,Can you stand up?
子供が安全に泳げますか。,Is it safe for children to swim?
流れはきついですか。,Is the current too strong?
この川に急流がありますか。,Are there rapids in the river?
この川に滝がありますか。,Is there a waterfall in the river?
あの旗はどういう意味ですか。,What do those flags mean?
あのブイはどういう意味ですか。,What do those buoys mean?
トムは上級のスノーボーダーだ。,Tom is an advanced snowboarder.
グループは何人ぐらいですか。,How many people are in a group?
何語で教えられますか。,What languages can you teach?
リフトの一日券を下さい。,Can I have a day pass for the lift?
証明写真がいりますか。,Do you need a photo ID?
どこで証明写真を撮ってもらえますか。,Where can I get my picture taken?
初心者のゲレンデはどこですか。,Where is the beginner's slope?
リフトは動いていますか。,Are the lifts running?
ゲレンデは滑降可能ですか。,Can I ski down the slopes?
観光案内所はどこですか。,Where is the tourist information center?
町の地図ありますか。,Do you have a map of the town?
会津若松について教えて下さい。,Please tell me about Aizu Wakamatsu.
主にどこが面白いですか。,What are the main places of interest?
地図で指して下さい。,Could you point them out on the map?
何かおすすめは。,What do you recommend?
温泉に興味がありますが。,"I'm interested in hot springs, though."
どのぐらい時間がかかりますか,How long will it take?
出発点はどこですか。,Where is the starting point?
終点はどこですか。,Where is the last stop?
遊覧船がありますか。,Is there a sightseeing boat?
どこで船に乗れますか。,Where can I get on a boat?
どこでバスに乗れますか。,Where can I take a bus?
観光バスがありますか。,Is there a sightseeing bus?
英語のガイドがいますか。,Are there any English-speaking guides?
どこか楽しい小旅行はありますか。,Do you have any fun excursions?
観光ツアーがありますか。,Are there any sightseeing tours?
どこへ行きますか。,Where do you go?
北海道へ行きたいんですが。,I want to go to Hokkaido.
ツアーは何時間かかりますか。,How long does the tour take?
小坂にはどのくらい滞在しますか。,How long will I stay in Kosaka?
ガイド付きツアーがありますか。,Do you offer guided tours?
どのぐらい自由時間がありますか。,How much free time do I have?
ハイキングに行きたいんですが。,I want to go hiking.
ガイドをたのめますか。,Can I ask for a guide?
山小屋が予約出来ますか。,Can I book a mountain lodge?
何時にお店が開きますか。,What time do the stores open?
何時にお店が閉まりますか。,What time do the stores close?
何曜日にお寺が開いていますか。,What days are the temples open?
何曜日にお寺が閉まっていますか。,What days are the temples closed?
グループの割引切符ありますか。,Is there a discount ticket for groups?
子供の割引切符ありますか。,Is there a discount ticket for children?
撮影してもいいですか。,Is it okay to take pictures?
写真を撮ってもいいですか。,Is it okay to take pictures?
英語のパンフレットありますか。,Is there a brochure in English?
英語のパンフレットありますか。,Do you have a brochure in English?
英語のカタログありますか。,Do you have a catalog in English?
英語のプログラムありますか。,Do you have a program in English?
英語のメニューありますか。,Do you have a menu in English?
今月のプログラムありますか。,Do you have a program for this month?
今晩のプログラムはどうですか。,What is the program for this evening?
どんな映画がありますか。,What kind of movies do you have?
どのような映画ですか。,What kind of movies?
オリジナル版。,Original version.
字幕付きで。,With subtitles.
吹替で。,Dubbed.
繰り返し上演しますか。,Will it be repeated?
何かいいショーはありますか。,Do you have any good shows?
何かいいコンサトホールはありますか。,Are there any good concert halls?
何かいいオペラ はありますか。,Are there any good operas?
この辺にいいディスコはありますか。,Are there any good discos in the area?
この辺にいいナトクラブはありますか。,Are there any good nato clubs in the area?
正装は必要ですか。,Do I need to wear formal clothes?
ショーは何時からですか。,What time do the shows start?
チケットは予約出来ますか。,Can I reserve tickets?
一階席では予約出来ますか。,Can I reserve tickets for the first floor?
二階席では予約出来ますか。,Can I reserve second floor seats?
ボックス席では予約出来ますか。,Can I reserve a box seat?
前方では予約出来ますか。,Can I make a reservation at the front?
中ごろでは予約出来ますか。,Can I make a reservation in the middle of the room?
後方では予約出来ますか。,Can I make a reservation in the back?
今晩の切符はまだありますか。,Do you still have tickets for tonight?
一枚いくらですか 。,How much does a ticket cost?
切符はいつもらえますか。,When can I get a ticket?
予約しました。,I've made a reservation.
私の名前は真愛です。,My name is Ma'ai.
６時の上演の切符を二枚予約出来ますか。,Can I reserve two tickets for the 6:00 performance?
どの上 演に予 約したいんですか。,Which performance do you want to reserve?
どんな座席がほしいんですか。,What kind of seats do you want?
すみませんが、売切れです,"Sorry, we're sold out."
立ち見席だけ残っています,We have standing room only.
二階席だけ残っています。,Only second floor seats are available.
一階席だけ残っています。,Only first floor seats are left.
前の座席が残っています。,Front seats are still available.
後の座席が残っています。,Back seats are still available.
何枚ですか。,How many tickets do you have?
切符を見せて下さい。,Please show me your ticket.
こちらの席です。,This is your seat.
卵はどのようになさいますか。,How do you want the eggs?
余暇はどのように過ごしますか？,How do you spend your leisure time?
卵はどのように調理しましょうか。,How do you cook eggs?
誕生日はどのように祝いましたか。,How did you celebrate your birthday?
新年をどのように過ごすのですか。,How do you spend the New Year?
休暇をどのように過ごしましたか。,How did you spend your vacation?
連絡はどのようにすれば取れますか。,How can I get in touch with you?
冬休みはどのように過ごしましたか。,How did you spend your winter vacation?
近頃は、どのようにお過ごしですか。,How are you spending your time these days?
駅へはどのように行けばよいですか。,How do I get to the station?
どのようにしてここに来たのですか。,How did you come to be here?
コーヒーはどのようにいたしますか。,How do you like your coffee?
あの問題どのように処理しましたか。,How did you handle that problem?
これはどのように発音するんですか？,How do you pronounce this?
君はどのようにして学校へ行きますか。,How do you go to school?
ステーキはどのように焼きましょうか。,How should I cook the steak?
この問題をどのように扱いましょうか。,How do you want to handle this problem?
あなたの苗字はどのように綴るのですか?,How do you spell your last name?
浮世の心配事のない人はない。,There is no one without worries in this world.
のんびり行こう。,Let's take it easy.
ゆっくり食べて。,Eat slowly.
ゆっくりどうぞ。,Take your time.
空はだんだん暗くなった。,The sky was getting darker and darker.
飛行機が次々に到着した。,The planes arrived one after another.
彼は実に頭がいい。,He's really smart.
彼は実に素直な人だ。,He is a very straightforward person.
彼は実にいいやつだ。,He's a really nice guy.
本当に大丈夫？,Are you sure you're okay?
本当に美味しい。,It's really good.
本当に美味しい。,It's really good.
風邪がなかなか治らない。,I can't get over this cold.
カレーはまあまあでした。,The curry was okay.
昨年の物価上昇はまあまあだった。,Last year's price increase was okay.
缶を開けてもいいですか。,May I open the can?
ビールをもう１缶いただけますか。,"Can I have another can of beer, please?"
煮え加減がちょうどよい。,The simmering was just right.
お肉の焼き加減は、いかがなさいますか？,How would you like your meat cooked?
少し手加減しました。,I went a little easy on it.
私は彼に忠告した。,I gave him my advice.
一言忠告をします。,I have one word of advice for you.
ご忠告ありがとう。,Thank you for your advice.
先生は彼に忠告した。,The doctor gave him some advice.
彼に休むよう忠告した。,I advised him to rest.
彼女に忠告しても無駄だ。,It's no use advising her.
彼は僕の忠告を無視した。,He ignored my advice.
彼は私の忠告を無視した。,He ignored my advice.
警告は全くなかった。,There was no warning at all.
彼は我々の警告を無視した。,He ignored our warnings.
彼らは船に危険を警告した。,They warned the ship of the danger.
そうするなと警告したではないか。,I warned you not to do that.
ご助言、感謝します。,I appreciate your advice.
彼は私の助言を求めた。,He asked for my advice.
彼の助言は命令も同然だ。,His advice is as good as an order.
彼の助言に注意しなさい。,Beware of his advice.
彼の助言など役に立たない。,His advice is useless.
コーチが助言をしてくれた。,The coach gave me advice.
彼は医者の勧めでたばこをやめた。,He quit smoking on the advice of his doctor.
落下物に注意！,Beware of falling objects!
ペンキ塗りたて注意,Beware of fresh paint.
すりに注意しなさい。,Beware of sledding.
足下に注意して下さい。,Watch your step.
彼は食べ過ぎに注意した。,He was careful not to overeat.
彼はその問題に注意した。,He took care of that problem.
一言苦言を呈したい。,I would like to offer a word of complaint.
最高の状態ですね。,That's the best I can do.
受信状態がよくない。,Reception is not good.
受信状態がよくない。,Reception is not good.
歯茎の状態が悪いですね。,The gums are in bad shape.
既に手に負えない状態だ。,He's already in over his head.
彼は三日間無意識の状態だ。,He's been unconscious for three days.
今、最良の状態にあります。,He's in the best shape of his life.
彼は今、寝たきりの状態だ。,He is bedridden now.
品物は良好な状態で到着した。,The goods arrived in good condition.
病人の生命は危険な状態です。,The sick man's life is in danger.
その患者は危ない状態だった。,The patient was in a dangerous condition.
この状態を理解していますか？,Do you understand this situation?
その車は疑いなくひどい状態だ。,The car is undoubtedly in a bad condition.
その古家はひどい状態であった。,The old house was in a bad condition.
条件を決める。,Determine the terms.
支払条件もご提示下さい。,Please also offer terms of payment.
認めるけど、条件が一つ。,"Granted, but there is one condition."
この条件では拒絶に等しい。,This condition is tantamount to rejection.
その条件には全く不満足です。,I am totally unsatisfied with those conditions.
彼女は条件が不公平だと言い張る。,She insists that the conditions are unfair.
健康は成功の一つの大切な条件だ。,Health is one important condition for success.
そちらの条件を受け入れましょう。,Let's accept your condition.
その条件ならば、同意しましょう。,"If those are the conditions, let's agree to them."
私はこれらの条件下で仕事したくない。,I don't want to work under these conditions.
まだ具合悪いの？,Are you still sick?
風邪の具合はどう？,How's your cold?
時計の具合が悪い。,My watch is sick.
彼は具合が悪そうだ。,He's not feeling well.
具合が悪いのですか。,Are you sick?
母はとても具合が悪い。,My mother is very sick.
カメラの具合が悪いの。,My camera is not well.
今日はずっと具合がいい。,I'm feeling much better today.
症状は軽いですよ。,The symptoms are mild.
どのような症状ですか。,What are the symptoms?
どんな症状がありますか。,What are the symptoms?
患者の症状は全く絶望的だ。,The patient's symptoms are absolutely hopeless.
高熱がこの病気の顕著な症状だ。,High fever is a prominent symptom of this disease.
患者の症状は日ごとに変化する。,The patient's symptoms change from day to day.
よくこういう症状が起きますか。,Do you often have these symptoms?
この症状が出たのはいつですか。,When did these symptoms first appear?
この症状はいつまで続くのですか。,How long will these symptoms last?
状況は最悪だ。,The situation is bad.
難しい状況です。,The situation is difficult.
状況は絶望的だ。,The situation is hopeless.
状況は絶望的のようだ。,The situation seems hopeless.
私は状況は精通します。,I'm familiar with the situation.
状況をどう分析しますか。,How do you analyze the situation?
状況は刻々と悪くなった。,The situation got worse by the minute.
状況は改善の余地がある。,The situation has room for improvement.
彼女は不満な様子だ。,She seems to be unhappy.
様子を見てみよう。,Let's see how she is.
彼女はどんな様子だった？,How did she look?
彼はひどく疲れた様子だった。,He looked terribly tired.
私は彼女の様子にだまされた。,I was fooled by her appearance.
事態は険悪だ。,Things got ugly.
事態は急変した。,Things have changed rapidly.
事態はまだ改善可能だ。,Things could still be better.
事態は非常に深刻である。,Things are very serious.
事態はますます悪化した。,Things were getting worse.
彼女は危急の事態に備えた。,She prepared for an emergency.
彼の嘘が事態を複雑にした。,His lies complicated the situation.
情勢は荒療治を必要とする。,The situation needs rough treatment.
情勢は絶望だ。,The situation is hopeless.
僕は最近の情勢に疎い。,I am not familiar with the recent situation.
政治情勢が変わった。,The political situation has changed.
情勢は新しい局面を呈した。,The situation has entered a new phase.
情勢はますます悪くなった。,The situation has gotten worse.
情勢は日増しに悪化している。,The situation is getting worse by the day.
今は事情が違っている。,The situation is different now.
彼は海外の事情に詳しい。,He is familiar with the situation abroad.
事情は後で説明する。,I'll explain the situation later.
交通事情が気にいらない。,I don't like the traffic situation.
今では事情が変わってきた。,Things are different now.
彼女はすべての事情を利用する。,She takes advantage of all the circumstances.
彼は日本の内部の事情をよく知っている。,He knows the inner workings of Japan very well.
そういう休暇は私には事情が許さない。,Circumstances do not permit me to take such a vacation.
彼らは進んで英語を学ぶ気がある。,They are willing to learn English.
進んでそれをやりました。,They willingly did it.
彼はあなたをすすんでサポートします。,He is willing to help you.
彼の指示は明白だった。,His instructions were clear.
そっちの指示に従うよ。,I'll follow your instructions.
指示に従わざるを得ない。,I have to follow the instructions.
病院の指示に従ってください。,Please follow the hospital's instructions.
私の妻は医者です。,My wife is a doctor.
私の妻を紹介します。,Let me introduce you to my wife.
忘れないでこの手紙を投稿しなさい。,Don't forget to post this letter.
何を検索していますか。,What are you searching for?
泊まる所を検索しております。,I'm searching for a place to stay.
検索サイトは普段何を使ってる？,What do you usually use as a search site?
動物は本能に従って行動する。,Animals act according to their instincts.
彼は私の助言に従って行動した。,He acted according to my advice.
私たちは時間割に従って勉強する。,We study according to a timetable.
手順を説明していただけますか。,Can you explain the procedure to me?
安全手順を守らないとけがしますよ。,You'll get hurt if you don't follow safety procedures.
君の要約は平均以下だね。,Your summary is below average.
彼は３０以下のはずはない。,He can't be below 30.
昨晩は零度以下に下がった。,It dropped below zero last night.
私は彼に計画を変更させた。,I forced him to change his plans.
我々の予定は変更できない。,We can't change our plans.
次への変更をご提案します。,I suggest we change to the next one.
返却日を変更する事ができますか。,Can you change the return date?
彼は価格変更のビラをはり出した。,He put up a price change flyer.
