W1,R1,T1,W2,R2,T2,W3,R3,T3,W4,R4,T4
雨天,うてん,rainy weather,直通,ちょくつう,direct link,運ぶ,はこぶ,"carry, transport",邪魔,じゃま,disturbing
聞き取り,ききとり,"listening comprehension, dictation",接近,せっきん,"approach, proximity",打つ,うつ,"hit, strike",邪魔,じゃま,"hindrance, obstruction"
ルール,ルール,rule,接する,せっする,"come in contact, adjoin",そろそろ,そろそろ,"soon, quietly",酢,す,vinegar
カンニング,カンニング,cheating,面接,めんせつ,interview,やっと,やっと,"at last, finally",先祖,せんぞ,"forefather, ancestor"
後回し,あとまわし,"deferment, postponement",角度,かくど,angle,過ぎる,すぎる,"pass by, exceed",祖先,そせん,"ancestor, forefather"
個々,ここ,"individually, one at a time",テンポ,テンポ,"tempo, pace",出発,しゅっぱつ,"departure, starting",裸,はだか,"naked body, bareness"
勝手,かって,"selfish, self-centered",直角,ちょっかく,right angle,表,おもて,"front side, face, outside",親戚,しんせき,a relative
負担,ふたん,"burden, charge",題,だい,"title, topic",返事,へんじ,"answer, reply",双子,ふたご,twins
送金,そうきん,"money transfer, remittance",熱する,ねっする,"heat, become hot",音,おと,"sound, noise",又,また,"again, also, or"
待ち遠しい,まちどおしい,"just can't wait for, long for",共に,ともに,"together, both",下げる,さげる,"lower, turn down",中央,ちゅうおう,center
有益,ゆうえき,"beneficial, profitable",夜明け,よあけ,"dawn, daybreak",びっくりする,びっくりする,surprised,彫る,ほる,"engrave, carve"
品質,ひんしつ,quality,共同,きょうどう,"joint, commonality",うるさい,うるさい,"noisy, annoying, pesky",文章,ぶんしょう,"writing, prose"
慣れ,なれ,"getting used to, habituation",合同,ごうどう,"combination, joint",変,へん,"strange, weird, funny",章,しょう,chapter
値,あたい,"value, worth",同一,どういつ,"sameness, identity",音,おと,"sound, speech sound, Chinese pronunciation of a character",狙う,ねらう,"aim, be after"
時差,じさ,time difference,アクセント,アクセント,"accent, stress",生活,せいかつ,"life, living",猿,さる,"monkey, ape"
収支,しゅうし,earnings and expenses,それぞれ,それぞれ,"each, respective",品物,しなもの,"article, thing",猫,ねこ,"cat, feline"
不良,ふりょう,"bad, defective",違い,ちがい,"difference, mistake",どっち,どっち,which,狂う,くるう,"become insane, get out of order"
借り,かり,"borrowing, debt",日日,ひにち,"date, number of days",直す,なおす,"repair, cure, alter",奨学金,しょうがくきん,"scholarship, fellowship"
利子,りし,interest,以降,いこう,hereafter,間違える,まちがえる,"mistake, confuse",墨,すみ,black ink
期日,きじつ,"date, due date",税,ぜい,"tax, duty",世界,せかい,world,埋める,うめる,"bury, fill up"
図る,はかる,"strive for, attempt",リットル,リットル,"liter, litre",やっぱり,やっぱり,"just as I thought, after all",児童,じどう,"child, juvenile"
減少,げんしょう,"decrease, reduction",費用,ひよう,expenses,利用,りよう,"utilization, usage",古里,ふるさと,"hometown, birthplace"
乗り込む,のりこむ,"board, march into",終える,おえる,"end, finish",旅館,りょかん,Japanese inn,金銭,きんせん,"money, cash"
ほっと,ほっと,feel relieved,大いに,おおいに,"very, greatly",運転,うんてん,drive,蹴る,ける,kick
中立,ちゅうりつ,neutrality,交ざる,まざる,"mix, socialize with",ひげ,ひげ,"moustache, beard",跳ねる,はねる,"leap, hop, bound"
着席,ちゃくせき,taking a seat,上下,じょうげ,top and bottom,親切,しんせつ,"kind, friendly",踏切,ふみきり,railroad crossing
取り次ぐ,とりつぐ,"relay a message, transfer a call",やや,やや,"little, somewhat",店員,てんいん,"clerk, salesperson",舞台,ぶたい,"stage, setting"
運営,うんえい,"operation, management",ぴったり,ぴったり,"exactly right, perfect",会話,かいわ,conversation,見舞う,みまう,visit someone
運賃,うんちん,passenger fare,待合室,まちあいしつ,waiting room,高校,こうこう,high school,見舞い,みまい,personal visit
動向,どうこう,"trend, tendency",大工,だいく,carpenter,入学,にゅうがく,"enter a school, matriculate",公衆,こうしゅう,the public
動力,どうりょく,power,よこす,よこす,"send, hand over",数学,すうがく,mathematics,盆地,ぼんち,"valley, basin"
本能,ほんのう,instinct,味わう,あじわう,"taste, appreciate",アルバイト,アルバイト,"casual job, student job, part-time job",盆,ぼん,Bon Festival
理性,りせい,"reason, reasoning power",家事,かじ,"housework, domestic duties",安全,あんぜん,"safety, security",盆,ぼん,tray
覚え,おぼえ,"recollection, memory",便り,たより,"news, correspondence",中学校,ちゅうがっこう,junior high school,雰囲気,ふんいき,"atmosphere, mood"
生理,せいり,"period, menstruation",味方,みかた,"friend, ally",客,きゃく,"visitor, customer",霜,しも,frost
現地,げんち,"actual site, in the field",そっくり,そっくり,"identical, look alike",計画,けいかく,"plan, project",霧,きり,"fog, mist"
受け止める,うけとめる,"catch, receive",好み,このみ,"taste, preference",工場,こうじょう,"factory, plant",雷,かみなり,"thunder, lightning"
データ,データ,data,在学,ざいがく,attendance at school,運動,うんどう,"movement, exercise",勘定,かんじょう,"check, tab"
始発,しはつ,first departure,スタンド,スタンド,"table lamp, desk lamp",教育,きょういく,education,勘,かん,"sense, intuition"
遅らす,おくらす,"delay, put off",旅,たび,"journey, travel",遅れる,おくれる,be late,勘違い,かんちがい,misunderstanding
用紙,ようし,"blank form, stationery",姉妹,しまい,sisters,移る,うつる,"move, shift",劣る,おとる,"be inferior to, be worse than"
値する,あたいする,"be worth, deserve",休息,きゅうそく,"rest, break",育てる,そだてる,"bring up, breed",勇気,ゆうき,"courage, nerve"
値打ち,ねうち,"value, worth",エネルギー,エネルギー,energy,立てる,たてる,"stand, set up, establish",牧場,ぼくじょう,"stock farm, pasture"
欲,よく,"desire, greed",同時,どうじ,simultaneous,運転手,うんてんしゅ,driver,敷く,しく,"lay, spread"
区画,くかく,"division, section",者,もの,"person, fellow",おかしい,おかしい,"strange, peculiar, suspicious",座敷,ざしき,"drawing room, Japanese-style room"
面する,めんする,face,活用,かつよう,"utilization, conjugation",人形,にんぎょう,doll,敬語,けいご,"honorific language, polite speech"
ばかばかしい,ばかばかしい,"stupid, absurd",行動,こうどう,"action, conduct",届ける,とどける,"deliver, give notice",尊敬,そんけい,"respect, esteem, honor"
真実,しんじつ,"truth, reality",営業,えいぎょう,"business, sales",金持ち,かねもち,wealthy person,敬う,うやまう,"respect, honor"
地形,ちけい,"geographical features, topography",以前,いぜん,"before, ago",オートバイ,オートバイ,"motorbike, motorcycle",是非,ぜひ,"by all means, at any cost"
定食,ていしょく,"day's special, set menu",人物,じんぶつ,"character, person",着物,きもの,"clothes, kimono",冒険,ぼうけん,"adventure, risk"
無線,むせん,"radio, wireless",人事,じんじ,"human affairs, personnel affairs",おかしい,おかしい,"funny, amusing, comical",香り,かおり,"perfume, fragrance"
同情,どうじょう,"sympathy, compassion",会員,かいいん,member,ステレオ,ステレオ,stereo,香水,こうすい,perfume
ガイド,ガイド,guide,制限,せいげん,"restriction, limit",教会,きょうかい,church,後輩,こうはい,one's junior
旅客,りょかく,"traveler, passenger",移転,いてん,"transfer, change of address",おもちゃ,おもちゃ,"toy, plaything",汗,あせ,sweat
気軽,きがる,"lighthearted, easy",学者,がくしゃ,scholar,乗り物,のりもの,"vehicle, conveyance",干す,ほす,"dry, desiccate"
済ます,すます,"settle, complete",以来,いらい,since,理由,りゆう,"reason, cause",擦る,こする,"rub, strike"
洋風,ようふう,Western style,作家,さっか,"writer, novelist",自由,じゆう,freedom,摩擦,まさつ,"friction, rubbing"
制服,せいふく,uniform,生まれ,うまれ,"birth, origin",変わる,かわる,change,畳む,たたむ,"fold, shut"
だぶだぶ,だぶだぶ,"baggy, too big",ジャーナリスト,ジャーナリスト,journalist,会議,かいぎ,"conference, meeting",床,ゆか,floor
水田,すいでん,"paddy field, rice field",スタイル,スタイル,style,出席,しゅっせき,"attendance, presence",床屋,とこや,"barber, barbershop"
ひび,ひび,crack,局,きょく,"bureau, public service office",反対,はんたい,"oppose, object",腐る,くさる,"rot, corrode"
情熱,じょうねつ,"passion, enthusiasm",アイデア,アイデア,idea,写す,うつす,"copy, photograph",官庁,かんちょう,government office
いびき,いびき,snoring,スター,スター,star,特に,とくに,"specially, particularly",県庁,けんちょう,prefectural office
パパ,パパ,"dad, father",学年,がくねん,"school year, grade",特急,とっきゅう,super-express,缶詰,かんづめ,"canned goods, cooping-up"
目下,もっか,"now, at present",弱点,じゃくてん,weak point,特別,とくべつ,"special, extraordinary",缶,かん,"can, tin"
左利き,ひだりきき,"left-handedness, left-hander",ステージ,ステージ,stage,別れる,わかれる,"separate, part from",丘,おか,"hill, slope"
体力,たいりょく,physical strength,親友,しんゆう,close friend,普通,ふつう,"normal, regular",駄目,だめ,no good
世代,せだい,generation,きつい,きつい,"severe, hard, strict",ごちそう,ごちそう,"feast, treat",無駄,むだ,"no good, pointless"
試みる,こころみる,"try, attempt",英文,えいぶん,"English, English writing",入院,にゅういん,be hospitalized,黙る,だまる,"become silent, shut one's mouth"
いかに,いかに,"how, in what way",さっぱり,さっぱり,"completely, not at all",亡くなる,なくなる,"die, pass away",蒸し暑い,むしあつい,humid
ショック,ショック,"shock, surprise",こっそり,こっそり,"stealthily, secretly",昼間,ひるま,"daytime, day",煮る,にる,"boil, cook"
個性,こせい,individuality,せっせと,せっせと,"hard, diligently",意見,いけん,opinion,煮える,にえる,"boil, be boiled"
いかにも,いかにも,"indeed, as if",いちいち,いちいち,"one by one, in detail",注意,ちゅうい,"attention, care, watch out",老人,ろうじん,"old person, elderly"
一見,いっけん,at a glance,運,うん,"fortune, fate",用意,ようい,"prepare, ready oneself",尋ねる,たずねる,"inquire, search for"
新人,しんじん,"newcomer, freshman",クラシック,クラシック,"classical music, the classics",準備,じゅんび,"provide for, prepare for",消防署,しょうぼうしょ,fire station
出産,しゅっさん,"birth, delivery",学部,がくぶ,"faculty, department",説明,せつめい,"explanation, description",罰する,ばっする,punish
アルコール,アルコール,"alcohol, alcoholic beverage",生け花,いけばな,flower arrangement,動物園,どうぶつえん,zoo,刑事,けいじ,detective
工学,こうがく,engineering,担ぐ,かつぐ,"shoulder, carry",昼休み,ひるやすみ,"noon recess, lunch break",真剣,しんけん,"serious, sincere"
仕上げる,しあげる,"finish, complete",からかう,からかう,"make fun of, tease",国際,こくさい,international,洗剤,せんざい,"detergent, cleanser"
アマチュア,アマチュア,amateur,貸し,かし,"loan, renting",以上,いじょう,"not less than, more than",倉庫,そうこ,"warehouse, storehouse"
生かす,いかす,"take advantage of, make use of",末っ子,すえっこ,youngest child,飛行場,ひこうじょう,"airport, airfield",矛盾,むじゅん,contradiction
打ち込む,うちこむ,devote oneself,スマート,スマート,"sophisticated, skillful",遠く,とおく,great distance,頃,ころ,time
元来,がんらい,"originally, essentially",けち,けち,"stingy, miser",船,ふね,"ship, boat, vessel",近頃,ちかごろ,"recently, nowadays"
出世,しゅっせ,"success, promotion",いらいら,いらいら,be irritated,空港,くうこう,airport,頂く,いただく,"receive, eat"
真理,しんり,truth,現れ,あらわれ,"embodiment, manifestation",港,みなと,"port, harbor",頂上,ちょうじょう,"summit, climax"
家出,いえで,running away from home,借金,しゃっきん,"borrowing money, debt",島,しま,"island, isle",頑張る,がんばる,"persist, be tenacious"
ジーパン,ジーパン,jeans,ただ,ただ,"simply, merely",原因,げんいん,"cause, origin",賢い,かしこい,"wise, smart"
コマーシャル,コマーシャル,"commercial, advertising",母親,ははおや,mother,正しい,ただしい,"correct, righteous, lawful",貝,かい,"shellfish, shell"
おごる,おごる,treat,発つ,たつ,"start, leave",遊び,あそび,"play, amusement",基礎,きそ,"basis, foundation"
きっちり,きっちり,exactly,様子,ようす,"appearance, aspect",技術,ぎじゅつ,"skill, technology",砕く,くだく,"crush, smash"
いやらしい,いやらしい,"disgusting, nasty",友人,ゆうじん,friend,非常に,ひじょうに,"very, extremely",砕ける,くだける,"be crushed, break down"
打ち消し,うちけし,"negation, denial",父親,ちちおや,father,季節,きせつ,season,醜い,みにくい,"ugly, bad-looking"
うつむく,うつむく,face downward,不満,ふまん,"dissatisfaction, discontent",案内,あんない,"guide, inform",塊,かたまり,"lump, ingot"
おだてる,おだてる,flatter,チーム,チーム,team,続ける,つづける,"continue, keep up",魅力,みりょく,"charm, attraction"
ビジネス,ビジネス,business,直前,ちょくぜん,"just before, immediately prior",さっき,さっき,"some time ago, only a moment ago",随分,ずいぶん,"extremely, considerably"
ファン,ファン,"fan, lover",知事,ちじ,governor,相談,そうだん,"consultation, advice",日陰,ひかげ,the shade
本質,ほんしつ,"essence, reality",まるで,まるで,"just like, completely",治る,なおる,"be cured, get well",陰,かげ,"shade, behind the scenes"
本国,ほんごく,one's native country,年代,ねんだい,"age, date",政治,せいじ,politics,隠れる,かくれる,"hide, disappear"
無口,むくち,"not speaking much, reticence",都心,としん,heart of a city,選ぶ,えらぶ,"choose, elect",隠す,かくす,"hide, conceal"
タレント,タレント,"celebrity, talent",熱心,ねっしん,"enthusiasm, zeal",彼ら,かれら,they,穏やか,おだやか,"calm, mild"
内心,ないしん,"back of one's mind, one's real intention",大使,たいし,ambassador,番組,ばんぐみ,program,稼ぐ,かせぐ,"earn, make money"
体格,たいかく,"physique, build",見直す,みなおす,"reconsider, change one's opinion for the better",科学,かがく,science,稲,いね,rice plant
飲み込む,のみこむ,"swallow, grasp",都会,とかい,"city, town",調べる,しらべる,"investigate, check",幼稚園,ようちえん,kindergarten
生やす,はやす,"grow, cultivate",半ば,なかば,"middle, halfway",事務所,じむしょ,"office, one's place of business",幼稚,ようち,"childish, infantile"
必然,ひつぜん,"inevitable, necessary",プロ,プロ,"pro, professional",集める,あつめる,"collect, gather",収穫,しゅうかく,"harvest, harvesting"
年長,ねんちょう,seniority,入社,にゅうしゃ,entering a company,正月,しょうがつ,New Year,焦げる,こげる,"scorch, burn"
見習う,みならう,"learn, follow someone's example",取り入れる,とりいれる,"take in, adopt",卒業,そつぎょう,graduation,焦点,しょうてん,"focus, focal point"
無能,むのう,"inefficiency, incompetence",外す,はずす,remove,高等学校,こうとうがっこう,senior high school,勧める,すすめる,"suggest, recommend"
短気,たんき,short temper,立ち上がる,たちあがる,"stand up, take action",受ける,うける,"receive, accept",歓迎,かんげい,welcome
和やか,なごやか,"peaceful, mild",中世,ちゅうせい,Middle Ages,退院,たいいん,discharge from a hospital,食卓,しょくたく,dining table
指差す,ゆびさす,point to,見事,みごと,"splendid, admirable",関係,かんけい,"relation, relationship",我慢,がまん,"patience, self-restraint"
とっさに,とっさに,at once,パイロット,パイロット,pilot,いかが,いかが,"how, what",自慢,じまん,showing off
ミュージック,ミュージック,music,出入り,でいり,coming and going,比べる,くらべる,"compare, contrast",怪我,けが,injury
ロマンチック,ロマンチック,romantic,ベテラン,ベテラン,veteran,乗り換える,のりかえる,"change, transfer",怪しい,あやしい,"suspicious, dubious"
度忘れ,どわすれ,"memory lapse, mental block",不利,ふり,disadvantage,機械,きかい,machine,覚悟,かくご,"readiness, resolution"
真心,まごころ,"sincerity, true heart",マラソン,マラソン,marathon,壊す,こわす,"break, destroy, smash",愉快,ゆかい,"pleasant, delightful"
無言,むごん,"silence, muteness",トレーニング,トレーニング,"training, workout",壊れる,こわれる,"break, break down, get out of order",恨み,うらみ,"grudge, hatred"
予言,よげん,"prediction, forecast",方言,ほうげん,dialect,戦争,せんそう,"war, battle",恨む,うらむ,"hold a grudge, feel resentment"
結び,むすび,"end, close",プラン,プラン,plan,捨てる,すてる,"discard, abandon",噴火,ふんか,"eruption, volcanic activity"
未婚,みこん,unmarried,マイク,マイク,"mic, microphone",深い,ふかい,"deep, profound, intimate",噴水,ふんすい,"jet, fountain"
無効,むこう,"invalidity, ineffectiveness",ぼんやり,ぼんやり,"vaguely, absent-mindedly",割れる,われる,"crack, be divided, split",惜しい,おしい,"almost, close"
パンク,パンク,puncture,東洋,とうよう,Orient,下着,したぎ,underwear,懐かしい,なつかしい,"longed-for, old"
主食,しゅしょく,staple food,交じる,まじる,"be mingled, be mixed",久しぶり,ひさしぶり,after a long time,臨時,りんじ,"temporary, provisional"
義理,ぎり,"sense of duty, justice",試す,ためす,"try, test",冷える,ひえる,"cool down, feel chilly",総理大臣,そうりだいじん,prime minister
議題,ぎだい,"topic for discussion, agenda",方角,ほうがく,direction,故障,こしょう,"malfunction, fault, breakdown",大臣,だいじん,minister
世論,せろん,public opinion,見出し,みだし,"headline, heading",汚れる,よごれる,"become dirty, become defiled",憲法,けんぽう,"constitution, constitutional law"
理論,りろん,theory,ユーモア,ユーモア,humor,景色,けしき,"scenery, landscape",宣伝,せんでん,"publicity, advertisement"
反発,はんぱつ,"reaction, backlash",和服,わふく,"Japanese clothes, kimono",太る,ふとる,"grow fat, fatten",宗教,しゅうきょう,religion
反する,はんする,"oppose, act contrary to",有能,ゆうのう,"able, competent",指,ゆび,"finger, toe",穴,あな,"hole, cavity"
対話,たいわ,"dialogue, conversation",わざと,わざと,on purpose,星,ほし,"star, planet, spot",冗談,じょうだん,joke
対,つい,pair,とっくに,とっくに,long ago,回る,まわる,"turn round, go round, detour",寮,りょう,"dormitory, lodging house"
世論,よろん,public opinion,ワンピース,ワンピース,dress,うまい,うまい,good at,相撲,すもう,sumo wrestling
アンケート,アンケート,questionnaire,短所,たんしょ,"shortcoming, defect",間,あいだ,interval,倣う,ならう,"copy, follow an example"
ごまかす,ごまかす,"deceive, evade",目上,めうえ,"one's superiors, one's elders",雲,くも,cloud,悔しい,くやしい,"vexing, frustrating"
本文,ほんぶん,"text, this text",パンツ,パンツ,"pants, trousers",研究,けんきゅう,"research, study",俳句,はいく,haiku
知的,ちてき,"intellectual, mental",似合う,にあう,"suit, match well",地震,じしん,earthquake,俳優,はいゆう,"actor, actress"
もたらす,もたらす,"bring about, lead to",若々しい,わかわかしい,"youthful, young-looking",揺れる,ゆれる,"shake, sway, rock",伺う,うかがう,politely ask
同等,どうとう,equality,にっこり,にっこり,"smiling, grinning",神社,じんじゃ,Shinto shrine,幾つ,いくつ,"how many, how old"
対等,たいとう,"equality, parity",待ち合わせる,まちあわせる,"wait for, meet by appointment",規則,きそく,"rule, regulation",幾ら,いくら,how much
ストレス,ストレス,stress,何で,なんで,"why, what for",聞こえる,きこえる,"hear, be heard",幾ら,いくら,no matter how much
特有,とくゆう,"characteristic, special",元々,もともと,"originally, by nature",訪ねる,たずねる,"visit, call on",城,しろ,"castle, fort"
弱る,よわる,"weaken, be debilitated",売買,ばいばい,"buying and selling, trade",暖房,だんぼう,heating,偶然,ぐうぜん,"chance, accident"
生死,せいし,life and death,知人,ちじん,"acquaintance, friend",貿易,ぼうえき,"trade, commerce",偶数,ぐうすう,even number
天国,てんごく,paradise,強気,つよき,"tough, bullish",輸出,ゆしゅつ,export,巡る,めぐる,"go round, circulate"
多忙,たぼう,very busy,出会う,であう,meet,指輪,ゆびわ,ring,出迎え,でむかえ,"meeting, receiving"
休める,やすめる,"give a rest, set at ease",生,なま,"raw, fresh",復習,ふくしゅう,review,迎え,むかえ,"greeting, meeting"
禁じる,きんじる,"prohibit, forbid",能,のう,"ability, capability",約束,やくそく,"promise, vow",信仰,しんこう,"faith, religious belief"
保つ,たもつ,"preserve, sustain",最も,もっとも,the most,留守,るす,not at home,輝く,かがやく,"shine brilliantly, glitter"
問い合わせる,といあわせる,"inquire, contact",行方,ゆくえ,one's whereabouts,お宅,おたく,"your home, you, fan, geek",括弧,かっこ,"parentheses, brackets"
受け入れる,うけいれる,"accept, accommodate",悪口,わるくち,"slander, abuse",趣味,しゅみ,"hobby, interest",揃う,そろう,be (all) together
意向,いこう,"intention, inclination",やたらに,やたらに,"frequently, persistently",両方,りょうほう,both,揃える,そろえる,"align, make uniform"
意図,いと,"intention, aim",結局,けっきょく,"after all, finally",裏,うら,"rear, reverse, inside",握る,にぎる,"grasp, make hand-rolled sushi balls"
活発,かっぱつ,"lively, active",友情,ゆうじょう,friendship,小説,しょうせつ,"novel, story",握手,あくしゅ,"handshake, handshaking"
好意,こうい,"favor, affection",婚約,こんやく,"engagement, betrothal",細かい,こまかい,"minute, elaborate",掃く,はく,"sweep, brush"
同意,どうい,"consent, approval",一種,いっしゅ,"a kind of, a sort of",片付ける,かたづける,"put in order, dispose of, do away with",拍手,はくしゅ,"applause, clapping"
無意味,むいみ,"meaningless, absurd",最高,さいこう,"maximum, supreme",受付,うけつけ,"receptionist, information office",拝む,おがむ,"bow in veneration, worship"
当人,とうにん,the person in question,満足,まんぞく,"satisfaction, contentment",残念,ざんねん,"regretful, disappointing",掛ける,かける,"hang, put on"
確定,かくてい,"decision, confirmation",効く,きく,be effective,例えば,たとえば,for example,出掛ける,でかける,"go out, be about to go out"
効率,こうりつ,efficiency,効力,こうりょく,"effect, validity",やはり,やはり,"as expected, also, still",掛かる,かかる,"hang, splash, require"
軽率,けいそつ,"rash, light-headed",自動,じどう,automatic operation,苦い,にがい,"bitter, sour",掛け算,かけざん,multiplication
親しむ,したしむ,"get close to, get familiar with",各自,かくじ,"each one, every individual",味,あじ,"taste, flavor",追い掛ける,おいかける,"chase, run after"
内部,ないぶ,"interior, inner parts",高める,たかめる,"raise, enhance",確か,たしか,"for sure, for certain",腰掛ける,こしかける,sit down
器,うつわ,"vessel, dish",経由,けいゆ,"via, through",失礼,しつれい,"impoliteness, bad manners, I beg your parden/Goodbye",腰掛け,こしかけ,"stool, seat"
取材,しゅざい,"collection of data, gathering of news",信用,しんよう,"trust, credit",お礼,おれい,"thanks, reward, return present",呼び掛ける,よびかける,"call to, appeal to"
雨具,あまぐ,"rain gear, rainwear",発達,はったつ,"development, growth",謝る,あやまる,apologize,引っ掛かる,ひっかかる,"be caught, be trapped"
論理,ろんり,logic,通信,つうしん,"correspondence, communication",注射,ちゅうしゃ,"injection, shot",話し掛ける,はなしかける,"address someone, speak to someone"
準急,じゅんきゅう,local express,信頼,しんらい,"reliance, confidence",紹介,しょうかい,"introduction, presentation",通り掛かる,とおりかかる,happen to pass by
設立,せつりつ,"establishment, foundation",依頼,いらい,"request, commission",招待,しょうたい,invitation,お目に掛かる,おめにかかる,"meet, have the honor of seeing"
学説,がくせつ,theory,頼る,たよる,"rely on, depend on",競争,きょうそう,competition,垂直,すいちょく,"vertical, perpendicular"
手元,てもと,at hand,頼もしい,たのもしい,"reliable, dependable",見物,けんぶつ,"sightseeing, visit",睡眠,すいみん,"sleep, slumber"
公立,こうりつ,public,国民,こくみん,"the people, nation",知らせる,しらせる,"let know, inform",一瞬,いっしゅん,"instant, moment"
結成,けっせい,"organization, formation",主要,しゅよう,"main, principal",盗む,ぬすむ,"steal, rob",瞬間,しゅんかん,"instant, moment"
要する,ようする,"require, need",主に,おもに,"mainly, mostly",プレゼント,プレゼント,"present, gift",眺め,ながめ,"view, prospect"
無論,むろん,"of course, no doubt",家主,やぬし,landlord,お祝い,おいわい,celebrate,眺める,ながめる,"look out, gaze"
確信,かくしん,"firm belief, conviction",主義,しゅぎ,"principle, -ism",泣く,なく,"cry, weep",居眠り,いねむり,"doze, nap"
事業,じぎょう,"business, achievement",議会,ぎかい,"assembly, council",喜ぶ,よろこぶ,"be happy, be delighted",幼い,おさない,"young, childish"
原則,げんそく,"principle, general rule",重役,じゅうやく,executive,恥ずかしい,はずかしい,"shy, ashamed, disgraceful",幼児,ようじ,"young child, infant"
要因,よういん,"primary factor, main cause",不思議,ふしぎ,"mystery, wonder",看護婦,かんごふ,female nurse,牛乳,ぎゅうにゅう,milk
不明,ふめい,unknown,長引く,ながびく,"be prolonged, drag on",危険,きけん,"danger, dangerous",嫁,よめ,"bride, daughter-in-law"
資格,しかく,"qualifications, competence",議論,ぎろん,"argument, discussion",贈り物,おくりもの,"present, gift",花嫁,はなよめ,bride
ミスプリント,ミスプリント,"misprint, error",結論,けつろん,conclusion,焼ける,やける,"burn, be scorched, be baked",姓,せい,"surname, family name"
願書,がんしょ,application form,学会,がっかい,"academic association, academic conference",焼く,やく,"burn, bake, be envious",育児,いくじ,"childcare, child-raising"
手数,てすう,"trouble, bother",引用,いんよう,"quotation, citation",海岸,かいがん,"seashore, coast",旧,きゅう,"old, former"
正義,せいぎ,"justice, righteousness",下書き,したがき,draft,植える,うえる,"plant, raise",手帳,てちょう,"pocketbook, memo"
正解,せいかい,"right answer, correct solution",違反,いはん,"violation, breach",草,くさ,"grass, weed",通帳,つうちょう,"bankbook, passbook"
正当,せいとう,"just, legal",応用,おうよう,application,葉,は,"leaf, needle",平凡,へいぼん,"common, ordinary"
異性,いせい,opposite sex,一応,いちおう,tentatively,警察,けいさつ,police,餌,えさ,"bait, feed"
もてる,もてる,be popular with the opposite sex,回答,かいとう,"reply, answer",血,ち,blood,飾り,かざり,"ornament, decoration"
好調,こうちょう,favorable condition,インタビュー,インタビュー,interview,水泳,すいえい,swimming,飽きる,あきる,be fed up
下調べ,したしらべ,"preliminary investigation, preparation",問い,とい,"question, inquiry",珍しい,めずらしい,"rare, precious",下旬,げじゅん,end of the month
単調,たんちょう,"monotonous, dull",特色,とくしょく,characteristic,放送,ほうそう,broadcasting,上旬,じょうじゅん,beginning of the month
経費,けいひ,expense,区別,くべつ,"distinction, classification",美術館,びじゅつかん,art museum,中旬,ちゅうじゅん,middle ten days of a month
大便,だいべん,"stool, feces",差別,さべつ,discrimination,食事,しょくじ,"meal, dinner",句,く,"phrase, clause"
反応,はんのう,"reaction, response",性別,せいべつ,"sex, gender",厳しい,きびしい,"strict, severe, intense",文句,もんく,complaint
達成,たっせい,"attain, achieve",性,せい,"sex, nature",間に合う,まにあう,"be in time, answer the purpose, can do without",抱える,かかえる,hold in one's arms
国連,こくれん,United Nations,別に,べつに,"especially, particularly",伝える,つたえる,"convey, transmit, hand down",抱く,いだく,"embrace, hug"
連休,れんきゅう,consecutive holidays,実用,じつよう,"practical use, utility",逃げる,にげる,"escape, run away",抱く,だく,"hug, embrace"
前もって,まえもって,in advance,才能,さいのう,"talent, ability",鳴る,なる,"sound, ring, roar",小包,こづつみ,"parcel, package"
経る,へる,"pass, pass through",通り過ぎる,とおりすぎる,"go past, pass",駐車場,ちゅうしゃじょう,parking area,包み,つつみ,"package, parcel"
マスコミ,マスコミ,mass communication,普段,ふだん,"usual, ordinary",騒ぐ,さわぐ,"make a racket, mess around, make a fuss",包帯,ほうたい,"bandage, dressing"
登校,とうこう,attending school,男子,だんし,"boy, young man",歴史,れきし,history,毛布,もうふ,blanket
定める,さだめる,"fix, determine",平野,へいや,"plain, open field",驚く,おどろく,"be surprised, be startled",座布団,ざぶとん,cushion
一切,いっさい,"not at all, not one bit",平日,へいじつ,weekday,倒れる,たおれる,"fall over, succumb",布,ぬの,cloth
実態,じったい,"the actual situation, the realities",平均,へいきん,"average, equilibrium",急,きゅう,"urgent, dire, pressing",袋,ふくろ,"bag, sack"
行政,ぎょうせい,administration,高等,こうとう,"higher, high-grade",よろしい,よろしい,all right,筋肉,きんにく,"muscle, sinews"
主体,しゅたい,"agent, main constituent",上等,じょうとう,"first-class, premium",柔道,じゅうどう,judo,筋,すじ,muscle
人民,じんみん,"the people, populace",サイン,サイン,"signature, autograph",塗る,ぬる,"spread on, paint",笛,ふえ,"flute, whistle"
無知,むち,ignorance,生える,はえる,"grow, spring up",歯医者,はいしゃ,dentist,筆者,ひっしゃ,writer
自主,じしゅ,"independence, autonomy",科目,かもく,subject,夢,ゆめ,dream,筆,ふで,"writing brush, penmanship"
当選,とうせん,election to office,自然科学,しぜんかがく,natural science,怖い,こわい,"fearful, be afraid",竹,たけ,bamboo
有力,ゆうりょく,"powerful, influential",死亡,しぼう,death,木綿,もめん,cotton,旗,はた,"flag, banner"
使用人,しようにん,servant,亡くす,なくす,lose (in death),棚,たな,"cupboard, shelf, rack",寝坊,ねぼう,"late riser, oversleeping"
首脳,しゅのう,"head, leader",疲れ,つかれ,"fatigue, exhaustion",折れる,おれる,"snap, be folded, give in",坊さん,ぼうさん,Buddhist priest
