W1,T1,W2,T2,W3,T3,W4,T4,W5,T5,W6,T6
先生,teacher,承知,understanding,網,net,学習,learning,意見,opinion,表明,express
中学生,middle school students,一部,one part,安心,safe,内閣,cabinet,ベッド,bed,森,forest
出す,get out,底,bottom,恋,love,まつ,not yet,持てる,hold,引き続き,continue
放映,discharge,大会,convention,勧める,recommend,かん,can,うどん,udon,作り,create
それに,even so,会館,meeting hall,理,management,運,transport,インターネット,internet,届け,deliver
向上,improvement,大半,most,大衆,masses,自由,freedom,チップ,chip,風景,landscape
基盤,base,当社,our company,自動,automatic,労働省,ministry of labor,参る,come,姫,princess
親子,parent and child,発音,pronunciation,ベンチャー,venture,やりとり,let's do it.,指示,instructions,作れる,can make
構成,composition,保管,storage,開催,held,物件,property,防止,prevent,仲,friend
ノウハウ,know-how,けれども,but,黙る,silence,守る,protect,ごく,like this.,事件,case
安定,stable,メディア,media,せっかく,honesty,果たす,fulfill,題,subject,奥,wife
占領,occupation,録画,recording,疲れ,tired,いまだに,still,競技,competition,大戦,big game
デジタル,digital,直,straighten,ローカル,local,身,body,手伝う,help,官房,government office
整える,prepare,最初,first,症,disease,服,clothes,パートナー,partner,周辺,around
李,lee,必須,required,勤務,work,元,original,しる,know,バス,bus
番号,number,要,key,枠,frame,テーマ,theme,差,difference,思い,thought
日曜日,sunday,節,section,来る,coming,教室,classroom,銀,silver,だって,because
見た目,look,来週,next week,機構,mechanism,ほか,other,血,blood,機,opportunity
よ,yoo,喫煙,smoking,シングル,single,完璧,perfection,出演,appearance,誰か,who
続ける,continue,心臓,heart,空気,air,地球,earth,に対する,against,埼玉,saitama
つまらない,boring,飛行機,airplane,人,people,リスト,list,看護,nursing,去年,last year
進出,advance,キリスト,christ,アニメ,animation,見かける,see,頂ける,receive,兵器,weapons
調べ,check,ウイルス,virus,金額,amount,要る,needs,ですが,but,式,formula
立法,legislation,前日,previous day,ワイン,wine,利用,use,癒す,heal,クラブ,club
ビデオ,video,生まれ,to be born,引き起こす,cause,速度,speed,料理,food,相対,relative
権威,authority,スタート,start,伝説,legend,共同,joint,長,long,禁止,ban
迫る,approaching,提起,propose,活発,active,特集,feature,きれい,clean,取り組み,work on
最低,lowest,もらう,get,業界,industry,文,culture,検索,search,さっそく,quickly
道路,road,議論,discussion,子,child,職人,craftsman,テスト,test,オーストラリア,australia
同僚,same colleague,見直す,review,時刻,time,めぐる,go around,処理,disposal,素材,material
後で,after,様々,various,豊富,abundance,負ける,lose,保護,protection,木,tree
スタジオ,studio,ディスク,disk,はじめる,start,痛い,pain,局長,director,気温,feeling temperature
特別,special,取り戻す,retrieve,性格,character,たとえば,for example,観,view,学科,academics
おそらく,probably,にとって,in,削除,delete,位,position,新た,new,使う,use
お礼,thank you,アップ,up,学年,academic year,最中,middle,時半,time and a half,晩,night
中継,relay,着る,put on,子供,child,会長,chairman,強力,strong,室内,room
運命,destiny,出せる,get out,と,with,ですから,so,作る,make,ランキング,ranking
税金,tax,確信,certainty,につきまして,about,多少,a little,さすが,allow,連,string
合う,match,リ,land,店内,inside the store,及び,and,わが国,my country,意,meaning
辞書,dictionary,衣装,costume,睡眠,sleep,知れる,be known,委員,commissioner,動き,move
居る,stay,要件,requirement,しょうが,shock,イラスト,illustration,該当,applicable,ダム,dam
拡大,expand,返信,reply,長男,eldest son,あちこち,here and there,北海道,hokkaido,沖,okinawa
ルーム,room,映る,reflection,頁,page,御,go,現実,reality,到着,arrival
小型,small,机,desk,青,blue,総務,general affairs,大きい,big,思いつく,think of
実験,experiment,抱える,hold,掛ける,multiply,栽培,cultivation,直前,before,収める,harvest
五,five,海外,overseas,強い,strong,名古屋,nagoya,野球,baseball,実感,real feeling
昔,the past,近所,near,来日,next day,怖い,fear,進める,advance,実施,implementation
一定,constant,奈良,nara,戸,door,ライブ,live,インドネシア,indonesia,ブルー,blue
文字数,characters,最悪,worst,無意識,unconscious,園,garden,見せる,show,死亡,death
バランス,balance,休日,holiday,いく,how many,半年,half year,筆者,author,砲,gun
監査,audit,促進,promote,才能,talent,任,responsibility,林,hayashi,開設,open
もっとも,more,優れる,kind,矛盾,contradiction,こる,stiff,発送,dispatch,楽しみ,enjoy
スイッチ,switch,原稿,manuscript,訴訟,lawsuit,占い,divination,会合,meeting,端末,terminal
派遣,dispatch,耳,ear,場合,case,開示,disclosure,貿易,trade,有る,yes
事前,prior,モデル,model,彼ら,they,複数,multiple,訴える,appeal,全て,all
孫,grandchildren,秒,seconds,確か,confirm,いつ,when,香り,scent,あつい,hot
高校生,high school student,回る,turn,被,defendants,どう,how,討論,discussion,絶望,despair
直す,straighten,経験,experience,匂い,smell,ターゲット,target,文明,civilization,食堂,cafeteria
しかも,however,感じ,feel,今度,next,資産,assets,年金,pension,連休,consecutive holidays
グローバル,global,できるだけ,as much as possible,それら,those,ソウル,seoul,回転,rotation,何とも,nothing
洗う,wash,助ける,help,快適,comfort,もうすぐ,soon,たまる,accumulate,予備,reserve
続く,continue,まわる,around,濃い,intense,お前,you,つづく,continue,入社,join
イン,install,批評,criticism,交通,transportation,チャレンジ,chalange,長期,long term,晴れる,sunny
堀江,horie,高級,high class,ぐらい,about,回収,recovery,物質,matter,部会,division
だける,can be,決める,decide,そば,soba,だからこそ,that's why,料,food,グランド,ground
運転手,driver,ちょっと,just a little,口座,account,再度,again,シーズン,season,出勤,going to work
勘違い,misunderstanding,飛ぶ,fly,伝える,convey,理解,understanding,分離,separation,警戒,vigilance
付,attached,テクニック,technique,捨てる,discard,技,skill,定める,set,引き出す,pull out
大きな,big,出力,output,仮,provisional,状況,situation,好き,like,融合,fusion
債権,claims,満ちる,fill,早い,early,ソフト,software,ツール,tools,棒,stick
論議,argument,器,instrument,まいる,mile,駅前,in front of station,秘密,secret,お送り,send
再生,rebuild,きつい,hard,長官,secretary,九,nine,ので,because,返済,repayment
巻,roll,一言,one word,世間,public,給料,salary,校,school,外務,foreign affairs
指,finger,会員,member,番,number,取り上げる,take up,選挙,election,どうか,foreign affairs
認識,recognition,更新,update,それにしても,but still...,予選,preliminary,原作,original,省庁,ministry
編成,organization,サポート,support,面白い,interesting,脚本,screenplay,想像,imagination,付属,attached
妥当,reasonable,買収,buy,すっかり,totally,一,one,人格,personality,犯,crime
双方,both,言う,say,わざわざ,on purpose,基礎,base,貰う,get,助かる,help
記す,write,本当に,really,歳,age,弾く,bullet,エンジン,engine,露,exposure
型,mold,一覧,list,各国,countries,編,edition,増える,increase,組み合わせる,combine
シート,sheet,妙,strange,なさる,do,通勤,commuting,まだ,more,かれる,become
少数,fewer,家,house,趣味,interests,下す,go down,壊れる,break,泊まる,stay
そうした,i did,満載,full load,雨,rain,見つかる,find,記述,description,芝居,play
デザイナー,designer,わたし,me,つながる,connect,資源,resources,コート,court,節約,save
種類,type,国連,united nations,規定,regulations,自治体,autonomy,抑える,suppress,メイド,maid
科学,science,離れる,divorce,信用,trust,到達,arrival,著者,author,値上げ,price increase
商品,product,分の,divide,用語,terms,知事,knowledge,関数,function,またまた,again
お話,story,それる,it's about time,造る,make,だけ,only,ダウン,down,火曜日,tuesday
民間,private,頭,head,企画,planning,後半,after,十分,10 minutes,清水,shimizu
ネ,about,辛い,painful,必ず,always,平成,heisei,系,system,手前,in front
株主,shareholders,志,will,溢れる,overflowing,復活,revive,あり方,how to be,司会,moderator
マン,man,簡単,easy,とう,toilet,いただく,receive,管,management,防衛庁,japan defense agency
逆転,reversing,感じる,feel,男の子,boy,成分,ingredients,コンビニ,convenience store,湯,hot water
方向,direction,認証,certification,お答え,answer,バカ,idiot,つくる,make,ゼミ,seminar
階級,grade,建物,building,解く,solve,國,country,ケア,care,手作り,handmade
こんなに,like this,試す,try,尚,more,探す,search for,不思議,wonders,いい加減,not good
中古,used,ペーパー,paper,オペラ,opera,控訴,appeal,とらえる,to get,惑星,planet
信号,signal,緊急,urgent,ジャパン,japan,演劇,play,意図,intention,合同,joint
怒り,anger,委託,commission,申し込み,offer,肩,shoulder,死ぬ,death,主導,initiative
食事,meal,それから,and then,姉,sister,ユーザー,user,出場,go out,わく,japan
大量,mass,区,district,変わる,change,携わる,engage,リー,league,治,cure
開放,open,距離,distance,降りる,get off,判定,judgment,もはや,no longer,善,good
軽い,light,うれしい,happy,緩和,relaxation,披露,show,つぶやく,mumble,部下,subordinate
垢,innards,載せる,put on,無駄,useless,とかいう,or something like that,優しい,gentle,公団,public corporation
浮かぶ,float,うえ,up,機関,engine,築く,build,脳,brain,かまう,take care of
新人,new,興味,interest,この世,this world,総合,general,演出,direct,吐く,breathe
合併,merger,ロシア,russia,拠点,base,職,artisan,なるほど,i see,クロス,cross
定価,fixed price,まで,up to,遊び,play,負担,burden,失礼,rude,習得,mastery
欲しい,want,ステップ,step,やつ,he,や,and,演技,acting,直面,face
減,reduce,余裕,margin,たま,occasionally,存じる,exist,申し上げる,to say,コミック,comics
養成,train,客観,objective,飛ばす,fly,提案,proposal,働く,work,転送,transfer
似る,similar to,メニュー,menu,回路,circuit,語学,language,緑,green,ギリシャ,greece
プロジェクト,project,庁,office,突入,plunge,会話,conversation,家電,home appliances,校長,principal
ども,any,受付,receive,分かる,understand,ツアー,tour,反,against,域,region
目,eye,プレス,press,取材,coverage,誘導,inducement,不安定,instability,検察,prosecutor
たしかに,but,責任,responsibility,学術,academic,シーン,scene,移民,migration,踊り,dance
という,called,流す,flow,解る,solve,サービス,service,神経,nerve,無限,infinite
両国,both countries,英文,english,ぴったり,exactly,グラフ,graph,変革,change,厚生省,ministry of health
助け,help,類似,similar,一月,one month,克服,overcome,故郷,home,大使館,embassy
農林,agriculture and forestry,届ける,deliver,担保,collateral,話せる,talk,おしゃべり,chattering,筈,should
スペシャル,special,詰まる,pack,課程,course,ジム,gym,係る,pertaining to,サイエンス,science
統治,governance,揃える,align,案件,case,出来上がる,it's done,急激,rapid,組み込む,incorporate
純,pure,軽減,reduce,バトン,baton,なるべく,as much as possible,ラッキー,lucky,投手,pitcher
早朝,early morning,蹴る,kick,信,trust,冷蔵庫,refrigerator,地面,ground,貯金,savings
福島,fukushima,あっという間に,in a flash,地裁,district court,銀座,ginza,とんでもない,outrageous,取り扱う,handle
県内,within,様式,style,欠陥,defect,私立,private,残業,overtime,書き方,writing
良,good,任務,task,肯定,affirmation,継承,inheritance,告知,announcements,内側,inside
史上,history,跡,mark,に当たって,against,気候,climate,大使,ambassador,倉庫,warehouse
背後,back,野党,opposition,キス,kiss,志向,orientation,媒体,media,すく,space
間接,indirect,守備,defenses,有限,finite,佐々木,sasaki,進学,college,始まり,beginning
トマト,tomato,制裁,sanction,発注,ordering,結成,formation,やむ,stop,雑記,miscellaneous
粉,powder,幕,curtain,業種,industry,意向,intention,労,labor,ホスト,host
後日,later date,在,presence,森林,forest,夫人,wife,刊行,publication,穏やか,calm
感性,sensitivity,兵庫,hyogo,牛乳,milk,ビジョン,vision,じっと,patiently,悲しみ,sadness
モニター,monitor,サウンド,sound,決定的,decisive,不況,recession,感激,deep emotion,放題,discharge
めざす,aim at,教養,culture,見込み,prospect,格,character,但し,however,死刑,death penalty
省略,omit,沿い,along,みえる,apparent,青春,youth,見出し,headline,さぁ,i don't know
無効,invalid,トム,tom,法令,laws and regulations,階層,hierarchy,プライベート,private,前者,the former
剛,stiff,侵入,intrusion,シンガポール,singapore,バッグ,bags,雇う,hire,遺跡,ruins
騙す,deceive,にわたる,across,試し,trial,数多い,many,砂糖,sugar,サル,monkey
オイル,oil,ちがう,different,その間,meanwhile,か月,months,食糧,food,シンポジウム,symposium
王国,kingdom,光る,glow,ジュース,juice,弁,lunch,崩す,destroy,帽子,hat
速報,breaking news,予感,premonition,ロング,long,都内,in tokyo,っぱなし,leaving,セクション,section
バイ,bye,リア,rear,地点,ground,日頃,days,役者,actor,堂々,hall
郊外,suburbs,的確,accurate,糸,thread,スタジアム,stadium,原油,crude oil,毎日新聞,mainichi newspapers
代金,price,雑貨,goods,レシピ,recipe,抜き,without,祈り,prayer,認可,approval
ネコ,cat,ユニット,unit,背負う,back,食材,food,弟子,disciple,富,wealth
歩む,walk,互いに,each other,欲,greed,唱える,chant,どうにも,in no way,手帳,pocketbook
そこそこ,a little,肝心,important,独,germany,問い,question,全力,full power,定,fixed
能,function,狙い,aim,インパクト,impact,豆腐,tofu,流行る,prevalent,大蔵省,ministry of finance
似合う,suit,訳す,translate,少子化,declining birth rate,靖国,yasukuni,外側,outside,調理,cooking
やって来る,coming,前進,advance,くい,clusters,遭遇,encounter,正規,regular,こもる,staying in
彼等,them,在り方,the way things are,サブ,sub,あける,open,ラブ,love,欲求,desire
植える,plant,温暖,warmth,柔らかい,soft,利く,take advantage of,ゲイ,gay,ギャラリー,gallery
使命,mission,予報,forecast,ドット,dot,流出,outflow,バックナンバー,back number,カリフォルニア,california
財団,foundation,フェア,fair,辿る,follow,に対しまして,against,世話,care,丘,hill
五月,may,遅れ,delay,かなう,look like,公立,public,タイヤ,tire,正月,new year
戦前,before the war,こころ,mind,かたち,form,サラダ,salad,エンジニア,engineer,大地,earth
故障,failure,浸透,penetration,気配,sign,強度,strength,創業,founding,カレンダー,calendar
ポケット,pocket,ミュージック,music,うるさい,noisy,しかた,method,準,associate,こんばんは,good evening
他方,the other,最高裁,supreme court,枝,branch,最強,strongest,贅沢,luxury,につく,to
メカニズム,mechanisms,係,official,参議院,house of councillors,改定,revision,警官,policeman,かっこいい,cool
カッコ,brackets,警察官,police officer,外資,foreign capital,なぜか,why,チャート,chart,選手権,championship
答申,report,利,interest,寮,dormitory,どれほど,how much,たしか,sure,軌道,trajectory
直ちに,immediately,法制,legislation,慌てる,panic,泳ぐ,swim,脚,leg,落ち込む,fall into
境界,boundary,照明,lighting,チョコ,chocolate,連盟,federation,わり,split,シャツ,shirt
毒,poison,バックアップ,backup,アイルランド,ireland,詰める,pack,入国,entering the country,戦術,tactics
どこか,somewhere,調,lighting,インター,inter,往復,round trip,アナ,ana,防災,disaster prevention
ぶつかる,collide with,キッチン,kitchen,聞ける,hear,思い切る,make up your mind,新年,new year,梅雨,rainy season
用途,use,通用,common use,きり,cut,有力,leading,相続,inheritance,飲食,food and drink
真理,truth,メンテナンス,maintenance,幼い,young,昨今,recent,坂,slope,接近,approaching
誇り,pride,負荷,load,適応,adaptation,あっさり,easily,アイディア,idea,飯,food
要約,summarize,キャッシュ,cash,云々,say,仮定,assumption,おもちゃ,toys,疾患,disease
盛り込む,incorporate,あらためて,once again,掘る,digging,膝,knee,フード,food,コア,core
ブラ,bra,付加,addition,分解,decomposition,話しかける,talk to,作り上げる,build it up,文部省,ministry of education
王子,prince,木曜日,thursday,右手,right hand,シフト,shift,工程,process,見出す,find out
仮説,hypothesis,施す,add,避難,evacuation,オーダー,order,りん,phosphorus,ピーク,peak
引き上げる,pull up,答,answer,国鉄,japanese national railways,ファミリー,family,虐待,abuse,独身,bachelor
アップル,apple inc.,推移,transition,件数,number of cases,太い,thick,丁目,city,巨人,giant
伸び,growth,繰り返し,repeat,かぁ,kaa,告白,confession,定員,capacity,はねる,splash
宅,house,こだわり,persistence,兼,and,チェーン,chain,消化,digestion,消滅,extinction
キャンパス,campus,京,kyoto,素,element,指名,nomination,懇談,social gathering,解体,dismantling
さっぱり,refreshing,本音,true feelings,岩,rock,励ます,encourage,極,pole,眠れる,sleep
用紙,paper,回線,line,臨む,face,づける,encourage,激,intense,曲がる,bend
出来,result,ばあちゃん,grandma,演習,exercises,闘う,fight,国々,countries,先端,tip
講じる,lecture,色んな,various,すっきり,clear,辞任,resign,カタログ,catalog,配当,dividend
易い,easy,飛び出す,popping up,水曜日,wednesday,嵐,storm,秘書,secretary,曖昧,ambiguous
味方,ally,まし,more,儲ける,make money,マッサージ,massage,鶏,chicken,両手,both hands
癖,habits,最大限,maximum,プログラミング,programming,寿命,life span,合唱,chorus,固い,firm
押さえる,hold down,温かい,warm,うける,receive,引き受ける,take over,マクロ,macro,褒める,praise
主役,main role,何事,what is it?,ごはん,meal,撃つ,shoot,鹿児島,kagoshima,争う,dispute
布,cloth,タッチ,touch,中東,middle east,現に,actual,のち,future,在宅,at home
国産,domestic,合,fit,支店,branch,パーク,park,有機,organic,クロアチア,croatia
一環,one ring,解,solution,身分,status,一旦,once,それと,and,一流,first-class
ついで,follow,調和,harmony,農地,farmland,大国,great power,顧問,advisor,スパイ,spy
喋る,talk,煙,smoke,コツ,tips,誤り,mistake,開幕,opening,覚める,wake up
へる,fade,信託,trust,信者,believers,奴隷,slavery,合成,synthetic,余,more
羊,sheep,任意,optional,姉さん,sister,傷つける,hurt,固有,unique,限度,limit
ドキドキ,throb,イカ,squid,オヤジ,old man,成人,adult,熊本,kumamoto,整う,set
殴る,hit,グラス,glass,東京大学,university of tokyo,牛肉,beef,リソース,resources,まえる,round
結合,bond,六月,june,適す,suitable for,印,marker,フレーズ,phrases,ダメージ,damage
控除,deduction,なおす,fix,書き,writing,マナー,manners,董,dong,左手,left hand
生き物,creature,獣,beast,フロー,flow,学園,school,アカデミー,academy,欠点,drawbacks
庶民,common people,始め,beginning,いつの間にか,when,新書,new book,有無,yes no,水道,water supply
傑作,masterpiece,師匠,master,不快,discomfort,入札,bidding,中野,nakano,陰,shade
実習,practice,早々,early,海軍,navy,実装,implementation,沈黙,silence,北部,north
譲る,give away,デート,date,賃貸,rent,乗り込む,getting in,大気,atmosphere,取り込む,take in
ボス,boss,生存,survival,解答,solution,決済,payment,おばさん,aunt,要は,need
後輩,junior,周波数,frequency,伝達,communication,マネー,money,中略,omission,検定,test
複製,duplicate,履く,wear,点検,inspection,サポーター,supporter,予告,notice,台詞,dialogue
コマンド,command,人員,people,シティ,city,班,group,ビザ,visa,柔軟,flexible
反日,anti-japanese,黒人,black people,信念,beliefs,特典,privilege,工房,workshop,としまして,as
分担,division of labor,地理,geography,ポート,port,儀式,rituals,難民,refugees,アーカイブ,archive
漁業,fishery,取り,taking,知り合う,get to know,建,construction,交わす,exchange,何ら,any
分権,decentralization,計量,weighing,どなた,who,カラオケ,karaoke,属性,attributes,ショット,shot
再会,reunion,行き,going,未だ,not yet,実証,demonstration,幾ら,how much,ねこ,cat
画家,painter,ミュージシャン,musician,死体,corpse,ハート,heart,倒産,bankruptcy,明記,clear description
読売新聞,yomiuri shimbun,就業,work,採る,collect,針,needle,渋滞,traffic jam,学力,academic
香,incense,朝刊,morning paper,宗,sect,エントリ,entry,地味,sober,分子,molecule
学期,semester,つかう,use,お手伝い,assisting,二度と,never again,取り扱い,handling,計測,measurement
ラップ,wrap,スポンサー,sponsor,ファースト,first,曲目,tunes,ダブル,double,東洋,oriental
仲良く,getting along,ＳＦ,science fiction,おば,aunt,自衛,self-defense,揺れる,shaky,まさしく,exactly
財布,wallet,遺族,survivors,外出,going out,笑える,funny,先物,futures,ヵ月,month
最低限,minimum,開業,opening,インチ,inches,沈む,sink,引越し,moving,マニア,mania
教え,teaching,海洋,ocean,太る,fat,挟む,pinch,図面,drawing,親戚,relative
被災,disaster,飛び込む,dive in,傘,umbrella,ガソリン,gasoline,抜粋,excerpt,告発,accusation
固める,harden,普遍,universal,親父,dad,焦る,fret,消防,firefighting,宿題,homework
裏切る,betrayal,ならでは,unique to,排出,discharge,掴む,grab,起訴,indictment,追及,follow-up
待ち,waiting,禁じる,forbid,高額,high price,こりゃ,holy,切り替える,switch,郎,groom
目撃,witness,家事,housekeeping,遂行,execution,接す,come in contact with,検出,detection,牧師,pastor
幸運,good luck,各社,each company,ナイフ,knife,新刊,new book,多々,many,もしかして,could it be
申し込む,make an offer,定年,retirement,スピーカー,speaker,世界一,the best in the world,ユニーク,unique,対照,contrast
振り,swing,ぶん,culture,まじめ,serious,ハリウッド,hollywood,利害,interest,下る,going down
一家,a family,大抵,most,技能,skills,一斉,all at once,東南アジア,southeast asia,還元,reduction
体育,physical education,特有,special,出口,exit,厳密,strictness,共謀,collusion,っ子,child
さらす,expose,山形,yamagata,次世代,next generation,ボディ,body,尽きる,exhausted,入試,admissions
シャワー,shower,ドキュメント,document,専攻,major,クマ,bears,所長,director,首脳,leaders
貴族,aristocrat,電,electric,湧く,spring up,県民,prefecture,あいさつ,greetings,ワークショップ,workshop
疲労,fatigue,苦痛,pain,カネ,money,ときどき,sometimes,スタンド,stand,洋,western
賢い,wise,改訂,revision,しめる,hold,費やす,spend,重量,weight,鍛える,train
フロント,front desk,アナログ,analog,誓う,pledge,パーツ,parts,汁,juice,この頃,these days
前述,aforementioned,ついつい,pause,覆い,cover,きっちり,exactly,一つ一つ,one by one,博,exposition
特例,special case,脱出,escape,オーケストラ,orchestra,ファンタジー,fantasy,道徳,morality,学級,class
精度,accuracy,づく,get,強める,strengthen,挑む,challenge,マリア,maria,丸い,round
傾ける,tilt,防犯,crime prevention,あんなに,like that,区分,classification,混ぜる,mix,案外,unexpected
夫妻,husband and wife,汚い,dirty,リラックス,relax,おっ,whoa,説く,preach,苦情,complaints
よほど,not much,指針,guideline,デフレ,deflation,トレンド,trend,再編,reorganize,海上,maritime
中途半端,halfway,ビン,bin,貧乏,poverty,司令,command,コマ,coma,アマゾン,amazon
追いかける,chase,主流,mainstream,ギャップ,gap,セル,cell,ロケット,rocket,バグ,bugs
ロール,roll,友だち,friends,すこし,a little,分裂,division,喧嘩,quarrel,エイズ,aids
岐阜,gifu,たどる,follow,太平洋,pacific ocean,日本国,japan,生地,fabric,あてる,hit
ライバル,rival,浮く,float,山崎,yamazaki,旗,flag,カ所,place,同志,comrades
あいつ,him,浅い,shallow,刊,publication,鎌倉,kamakura,中年,middle age,成熟,maturity
バックトラック,backtrack,テンポ,tempo,婦,woman,気楽,easygoing,擦る,rub,エンド,end
ジャー,jar,この間,between,進,advance,白人,caucasian,リアルタイム,real time,工,engineering
反射,reflex,上級,advanced,つまる,clog,かむ,bite,派手,flashy,目覚める,awakening
使い,use,徳,virtue,ドイツ語,german,アンテナ,antenna,対決,confrontation,長時間,long time
原料,raw materials,全米,all american,舌,tongue,コンサルティング,consulting,店頭,store front,女王,queen
中立,neutral,お薦め,recommended,硬い,stiff,経理,accounting,情けない,pathetic,系統,lineage
心地よい,comfortable,なし,none,リフォーム,reform,徴収,collection,フォト,photo,独裁,dictatorship
曰く,say,刑務所,prison,苦しみ,suffering,岡山,okayama,大都市,big city,嫁,wife
相違,difference,クレジットカード,credit card,ファー,farr,具,tool,相次ぐ,one after another,立,standing
営利,profit,返還,return,安易,easy,禁煙,no smoking,動,motion,分布,distribution
タレント,talent,日系,japanese,ブレーキ,brakes,はじめまして,nice to meet you,騒動,disturbance,プロデューサー,producer
おまけ,extra,小屋,shed,実体,substance,そこら,there,妨害,disturbance,フェイス,face
