W1,R1,T1,W2,R2,T2,W3,R3,T3,W4,R4,T4
いかが,いかが,how is it,互い,たがい,mutual,公害,こうがい,pollution,装備,そうび,equipment
この,この,this,誤り,あやまり,error,公共,こうきょう,public,走行,そうこう,running
きれい,きれい,beautiful,誤解,ごかい,misunderstanding,公務,こうむ,public affairs,送金,そうきん,money transfer
醤油,しょうゆ,soy sauce,交換,こうかん,exchange,効力,こうりょく,efficacy,騒動,そうどう,uproar
よう,よう,yo,交際,こうさい,dating,工芸,こうげい,crafts,像,ぞう,image
つける,つける,"turn on, attach",光景,こうけい,sight,工夫,くふう,ingenuity,増強,ぞうきょう,augmentation
どの,どの,which,公務員,こうむいん,civil servant,構造,こうぞう,construction,増進,ぞうしん,promotion
もう一度,もういちど,once again,効果,こうか,effect,肯定,こうてい,positive,促進,そくしん,promotion
そこ,そこ,there,好み,このみ,preference,荒い,あらい,rough,側面,そくめん,side
これ,これ,this,好む,このむ,prefer,講師,こうし,teacher,速やか,すみやか,promptly
いらっしゃる,いらっしゃる,you are here,広告,こうこく,advertisement,鉱物,こうぶつ,mineral,存続,そんぞく,survival
うん,うん,yes,更に,さらに,furthermore,香水,こうすい,perfume,損失,そんしつ,loss
さっき,さっき,some time ago,構う,かまう,don't worry,高層,こうそう,high rise,他方,たほう,on the other hand
すっかり,すっかり,completely,構成,こうせい,constitution,国籍,こくせき,nationality,多様,たよう,diverse
ちゃん,ちゃん,chan,硬い,かたい,hard,再,さい,"again, repeated",妥協,だきょう,compromise
はっきり,はっきり,clearly,航空,こうくう,aviation,再三,さいさん,repeatedly,打開,だかい,breakthrough
やっと,やっと,at last,荒れる,あれる,rough,採点,さいてん,scoring,打撃,だげき,batter
そろそろ,そろそろ,gradually,講演,こうえん,lecture,在学,ざいがく,enrolled in school,体格,たいかく,physique
上がる,あがる,go up,合格,ごうかく,pass,作法,さほう,manners,体験,たいけん,experience
日本,にっぽん,japan,刻む,きざむ,carve,雑音,ざつおん,noise,体力,たいりょく,physical fitness
お子さん,おこさん,your child,国境,こっきょう,border,散らす,ちらす,scatter,対応,たいおう,correspondence
アルバイト,アルバイト,part-time job,国民,こくみん,people,散る,ちる,scatter,対決,たいけつ,showdown
オートバイ,オートバイ,motorcycle,腰,こし,waist,産地,さんち,origin,対抗,たいこう,counter
カーテン,カーテン,curtain,骨折,こっせつ,fracture,刺身,さしみ,sashimi,対処,たいしょ,handle
ガソリン,ガソリン,gasoline,困難,こんなん,difficult,子孫,しそん,descendants,対談,たいだん,dialogue
コンサート,コンサート,concert,婚約,こんやく,engagement,思い込む,おもいこむ,believe,対等,たいとう,equal status
サンダル,サンダル,sandals,混雑,こんざつ,congestion,脂,あぶら,fat,対面,たいめん,in person
サンドイッチ,サンドイッチ,sandwich,混乱,こんらん,confusion,資本,しほん,capital,対話,たいわ,dialogue
ジャム,ジャム,jam,差,さ,difference,児童,じどう,children,待遇,たいぐう,treatment
ステレオ,ステレオ,stereo,差す,さす,plug in,自治,じち,autonomy,待望,たいぼう,the long-awaited
タイプ,タイプ,type,差別,さべつ,discrimination,自宅,じたく,one's home,態勢,たいせい,ready
テキスト,テキスト,text,座席,ざせき,seat,湿る,しめる,get wet,退職,たいしょく,retirement
ビル,ビル,building,再び,ふたたび,again,湿度,しつど,humidity,台本,だいほん,script
プレゼント,プレゼント,present,最も,もっとも,most,実績,じっせき,actual results,大衆,たいしゅう,mass
ベル,ベル,bell,最高,さいこう,best,社説,しゃせつ,editorial,大胆,だいたん,bold
ママ,ママ,mom,最終,さいしゅう,final,車輪,しゃりん,wheel,大幅,おおはば,significantly
安心,あんしん,feel safe,最低,さいてい,minimum,終了,しゅうりょう,end,大方,おおかた,mostly
以下,いか,less than,済ませる,すませる,finish,祝日,しゅくじつ,holiday,達成,たっせい,achievement
以外,いがい,apart from,際,さい,edge,初歩,しょほ,elementary,脱出,だっしゅつ,escape
以上,いじょう,that's all,材料,ざいりょう,material,書籍,しょせき,books,脱退,だったい,withdrawal
意見,いけん,opinion,財産,ざいさん,property,勝敗,しょうはい,win or lose,単一,たんいつ,single
医学,いがく,medicine,作成,さくせい,create,床屋,とこや,barber,単調,たんちょう,monotonous
員,いん,member,札,さつ,tag,承る,うけたまわる,accept,単独,たんどく,alone
運ぶ,はこぶ,bring,殺す,ころす,kill,消毒,しょうどく,disinfection,嘆く,なげく,lament
運転,うんてん,drive,散歩,さんぽ,stroll,省略,しょうりゃく,omit,炭素,たんそ,carbon
運動,うんどう,motion,賛成,さんせい,agree,賞金,しょうきん,prize money,短歌,たんか,tanka
屋上,おくじょう,rooftop,伺う,うかがう,ask,賞品,しょうひん,prize,短縮,たんしゅく,shortening
下げる,さげる,lower,刺す,さす,stab,蒸気,じょうき,vapor,短大,たんだい,junior college
下さる,くださる,thank you,支える,ささえる,support,職人,しょくにん,craftsman,団結,だんけつ,unity
下着,したぎ,underwear,支給,しきゅう,supply,延びる,のびる,extend,弾力,だんりょく,elasticity
火,ひ,fire,支出,ししゅつ,spending,心得る,こころえる,get to know,断言,だんげん,affirmation
火事,かじ,fire,支店,してん,branch,真似る,まねる,mimic,知的,ちてき,intellectual
花見,はなみ,cherry-blossom viewing,支配,しはい,domination,制作,せいさく,production,地形,ちけい,terrain
会,かい,meeting,支払う,しはらう,pay,姓,せい,surname,地元,じもと,local
会場,かいじょう,venue,死亡,しぼう,death,性能,せいのう,performance,地獄,じごく,hell
会話,かいわ,conversation,資料,しりょう,document,性別,せいべつ,sex,地主,じぬし,landowner
開く,ひらく,open,事件,じけん,incident,成分,せいぶん,component,恥,はじ,shame
楽しみ,たのしみ,fun,事務,じむ,office work,成立,せいりつ,established,築く,きずく,build
楽しむ,たのしむ,enjoy,似合う,にあう,looks good,政党,せいとう,political party,畜産,ちくさん,livestock
間に合う,まにあう,in time,時刻,じこく,times of day,清掃,せいそう,cleaning,蓄積,ちくせき,accumulation
気,き,air,示す,しめす,show,生存,せいぞん,survival,秩序,ちつじょ,order
気分,きぶん,feeling,自殺,じさつ,suicide,税関,ぜいかん,customs,着工,ちゃっこう,start of construction
起こす,おこす,wake up,辞める,やめる,quit,接近,せっきん,approach,着目,ちゃくもく,attention
急,きゅう,sudden,失う,うしなう,lose,接続,せつぞく,connection,着陸,ちゃくりく,landing
急ぐ,いそぐ,hurry,失業,しつぎょう,unemployment,先祖,せんぞ,ancestor,中継,ちゅうけい,relay
急行,きゅうこう,express,失望,しつぼう,disappointment,先程,さきほど,earlier,中枢,ちゅうすう,central
教会,きょうかい,church,湿気,しっけ,moisture,占う,うらなう,fortune-telling,中断,ちゅうだん,suspension
金持ち,かねもち,rich man,実現,じつげん,realization,泉,いずみ,izumi,中毒,ちゅうどく,addiction
空気,くうき,air,実際,じっさい,actual,浅い,あさい,shallow,中立,ちゅうりつ,neutral
計画,けいかく,plan,主婦,しゅふ,housewife,祖先,そせん,ancestor,抽選,ちゅうせん,lottery
建てる,たてる,build,主要,しゅよう,major,争う,あらそう,fight,著書,ちょしょ,book
研究,けんきゅう,the study,手段,しゅだん,means,相違,そうい,differ,著名,ちょめい,famous
見える,みえる,appear,種類,しゅるい,kinds,窓口,まどぐち,window,徴収,ちょうしゅう,collection
見物,けんぶつ,visit,収入,しゅうにゅう,income,増減,ぞうげん,increase and decrease,挑戦,ちょうせん,challenge
工業,こうぎょう,industrial,周囲,しゅうい,surroundings,増大,ぞうだい,increase,潮,しお,tide
校長,こうちょう,head teacher,周辺,しゅうへん,neighborhood,束,たば,bundle,腸,ちょう,intestines
高校,こうこう,high school,集団,しゅうだん,group,測定,そくてい,measurement,調べ,しらべ,investigation
高校生,こうこうせい,high school student,住宅,じゅうたく,housing,測量,そくりょう,surveying,調印,ちょういん,signing
合う,あう,fit,住民,じゅうみん,residents,体制,たいせい,system,調停,ちょうてい,arbitration
今度,こんど,next time,重要,じゅうよう,important,対照,たいしょう,control,調理,ちょうり,cooking
今夜,こんや,tonight,宿泊,しゅくはく,stay,代名詞,だいめいし,pronoun,調和,ちょうわ,harmony
始める,はじめる,start,祝い,いわい,celebration,大戦,たいせん,war,長官,ちょうかん,secretary
子,こ,child,祝う,いわう,celebrate,宅,たく,home,長編,ちょうへん,feature
思い出す,おもいだす,remember,出席,しゅっせき,attendance,担ぐ,かつぐ,carry,直面,ちょくめん,face
上手い,うまい,good,出版,しゅっぱん,publishing,探る,さぐる,explore,沈黙,ちんもく,silence
止む,やむ,stop,述べる,のべる,state,団地,だんち,multi-unit apartments,賃金,ちんぎん,wage
止める,とめる,stop,順,じゅん,order,段階,だんかい,step,津波,つなみ,tsunami
止める,やめる,stop,順調,じゅんちょう,it's going well,着替え,きがえ,change of clothes,墜落,ついらく,crash
試験,しけん,test,順番,じゅんばん,order,着替える,きがえる,change clothes,追い込む,おいこむ,drive in
試合,しあい,game,処理,しょり,process,中絶,ちゅうぜつ,abortion,追及,ついきゅう,pursuit
字,じ,character,署名,しょめい,signature,中途,ちゅうと,midway,追跡,ついせき,tracking
時代,じだい,age,諸,しょ,various,昼寝,ひるね,nap,追放,ついほう,expulsion
社会,しゃかい,society,女優,じょゆう,actress,貯蔵,ちょぞう,storage,痛感,つうかん,painful feeling
社長,しゃちょう,president,除く,のぞく,except,超過,ちょうか,excess,通常,つうじょう,normal
集める,あつめる,collect,床,ゆか,floor,頂点,ちょうてん,vertex,停滞,ていたい,stagnation
出発,しゅっぱつ,departure,承認,しょうにん,approval,通貨,つうか,currency,堤防,ていぼう,embankment
小学校,しょうがっこう,primary school,招く,まねく,invite,通信,つうしん,communication,定める,さだめる,stipulate
小説,しょうせつ,novel,照らす,てらす,illuminate,停止,ていし,stop,定義,ていぎ,definition
小鳥,ことり,bird,省く,はぶく,omit,停車,ていしゃ,stop,定年,ていねん,retirement age
少年,しょうねん,boy,笑顔,えがお,smile,停電,ていでん,power outage,提供,ていきょう,offer
場合,ばあい,case,象,ぞう,elephant,盗難,とうなん,theft,提携,ていけい,alliance
食事,しょくじ,meal,賞,しょう,award,灯油,とうゆ,kerosene,提示,ていじ,presentation
親,おや,parent,昇る,のぼる,rise,頭脳,ずのう,brain,訂正,ていせい,correction
親切,しんせつ,kindness,上達,じょうたつ,improve,突き,つき,thrust,摘む,つむ,pick
人口,じんこう,population,常識,じょうしき,common sense,突く,つく,poke,的,まと,target
水道,すいどう,water services,情報,じょうほう,information,日程,にってい,schedule,適応,てきおう,adaptation
世界,せかい,world,状況,じょうきょう,status,熱帯,ねったい,tropical,鉄鋼,てっこう,steel
世話,せわ,care,職,しょく,job,濃度,のうど,concentration,天,てん,heaven
正しい,ただしい,correct,職業,しょくぎょう,profession,農産物,のうさんぶつ,agricultural products,天井,てんじょう,ceiling
正月,しょうがつ,new year,職場,しょくば,workplace,破れる,やぶれる,tear,天下,てんか,world
生きる,いきる,live,触れる,ふれる,touch,拝見,はいけん,see,天国,てんごく,heaven
西洋,せいよう,western,食欲,しょくよく,appetite,背負う,せおう,carry on your back,天体,てんたい,celestial body
赤ちゃん,あかちゃん,baby,伸びる,のびる,extend,薄暗い,うすぐらい,dim,展示,てんじ,exhibition
説明,せつめい,explanation,信じる,しんじる,believe,判事,はんじ,judge,展望,てんぼう,outlook
送る,おくる,send,信号,しんごう,signal,反省,はんせい,introspection,転じる,てんじる,turn
足す,たす,add,信用,しんよう,credit,革,かわ,leather,転換,てんかん,conversion
足りる,たりる,sufficient,信頼,しんらい,trust,美容,びよう,beauty,転勤,てんきん,transfer
村,むら,village,心臓,しんぞう,heart,不可,ふか,impossible,転落,てんらく,fall
太る,ふとる,get fat,深刻,しんこく,serious,付近,ふきん,near,点検,てんけん,inspection
大学生,だいがくせい,university student,申し込む,もうしこむ,apply,浮く,うく,float,伝説,でんせつ,legend
大事,だいじ,important,真似,まね,imitation,武道,ぶどう,martial arts,伝達,でんたつ,communication
大体,だいたい,generally speaking,神経,しんけい,nerve,副,ふく,deputy,田園,でんえん,rural
知らせる,しらせる,inform,針,はり,needle,複数,ふくすう,multiple,電源,でんげん,power supply
地理,ちり,geography,震える,ふるえる,shivering,仏,ほとけ,buddha,吐く,つく,vomiting
着物,きもの,kimono,人種,じんしゅ,race,分解,ぶんかい,disassembly,徒歩,とほ,on foot
中学校,ちゅうがっこう,junior high school,制限,せいげん,limit,分布,ぶんぷ,distribution,斗,と,doo
昼休み,ひるやすみ,lunch break,制度,せいど,system,文芸,ぶんげい,literature,登校,とうこう,going to school
注意,ちゅうい,note,性,せい,sex,並行,へいこう,parallel,登録,とうろく,register
通う,かよう,go,性格,せいかく,personality,閉会,へいかい,closing,途上,とじょう,on the way
通り,とおり,street,性質,せいしつ,nature,片道,かたみち,one way,土台,どだい,foundation
通る,とおる,pass,成人,せいじん,adult,編,へん,hen,土俵,どひょう,dohyo
店員,てんいん,salesperson,成績,せいせき,grades,捕る,とる,take,土木,どぼく,civil engineering
都合,つごう,circumstances,成長,せいちょう,growth,補う,おぎなう,compensate,倒産,とうさん,bankruptcy
答え,こたえ,answer,政府,せいふ,government,募集,ぼしゅう,recruitment,投資,とうし,investment
動く,うごく,move,生産,せいさん,production,包装,ほうそう,packaging,投入,とうにゅう,input
特に,とくに,especially,精神,せいしん,spirit,報,ほう,information,棟,とう,building
特別,とくべつ,special,税金,ぜいきん,tax,方程式,ほうていしき,equation,当て,あて,guess
入院,にゅういん,hospitalization,積む,つむ,stack,暴れる,あばれる,rampage,当選,とうせん,winning
入学,にゅうがく,admission,積もる,つもる,accumulate,枚数,まいすう,number of sheets,統合,とうごう,integration
発音,はつおん,pronunciation,責める,せめる,blame,未,み,not yet,統治,とうち,governance
品物,しなもの,goods,責任,せきにん,responsibility,民間,みんかん,private,統制,とうせい,control
不便,ふべん,inconvenience,跡,あと,trace,亡くす,なくす,lose,到達,とうたつ,reach
文学,ぶんがく,literature,接する,せっする,contact,無限,むげん,infinite,討議,とうぎ,discussion
別,べつ,another,設計,せっけい,design,名刺,めいし,business card,討論,とうろん,discussion
別に,べつに,separately,設備,せつび,facility,名詞,めいし,noun,踏まえる,ふまえる,based on
用,よう,for,説,せつ,theory,面積,めんせき,area,逃走,とうそう,escape
用意,ようい,preparation,絶えず,たえず,constantly,木材,もくざい,wood,逃亡,とうぼう,escape
用事,ようじ,stuff to do,絶対,ぜったい,absolutely,目印,めじるし,marks,陶器,とうき,pottery
立てる,たてる,stand up,占める,しめる,occupy,輸送,ゆそう,shipping,動き,うごき,movement
旅館,りょかん,ryokan,河,かわ,river,夕刊,ゆうかん,evening edition,動員,どういん,mobilization
工場,こうじょう,plant,双子,ふたご,twins,予備,よび,reserve,動機,どうき,motivation
行く,ゆく,go,想像,そうぞう,imagination,予報,よほう,forecast,動向,どうこう,trends
昼間,ひるま,daytime,相続,そうぞく,inheritance,溶かす,とかす,melt,動揺,どうよう,upset
夕飯,ゆうはん,supper,相変わらず,あいかわらず,as usual,溶け込む,とけこむ,blend in,同居,どうきょ,live together
空く,あく,free,総,そう,total,用途,ようと,use,同士,どうし,mutual
写す,うつす,copy,装置,そうち,device,頼もしい,たのもしい,reliable,同志,どうし,comrade
売り場,うりば,sales floor,増す,ます,increase,乱暴,らんぼう,rough,同情,どうじょう,sympathy
行う,おこなう,conduct,増加,ぞうか,gain,利害,りがい,interests,同調,どうちょう,tuning
下りる,おりる,go down,憎む,にくむ,hate,略す,りゃくす,abbreviated,導く,みちびく,guide
代わり,かわり,instead,贈る,おくる,give,流域,りゅういき,basin,導入,どうにゅう,introduction
聞こえる,きこえる,hear,存じる,ぞんじる,know,粒,つぶ,grain,道場,どうじょう,dojo
気持ち,きもち,feeling,存在,そんざい,existence,冷める,さめる,cool down,得点,とくてん,score
仕方,しかた,how to do,孫,まご,grandchild,冷やす,ひやす,cool,特許,とっきょ,patent
台風,たいふう,typhoon,尊敬,そんけい,respect,冷凍,れいとう,frozen,特権,とっけん,privilege
乗り物,のりもの,vehicle,尊重,そんちょう,respect,連合,れんごう,union,特産,とくさん,special product
引き出し,ひきだし,drawer,損,そん,loss,湾,わん,bay,特集,とくしゅう,special feature
引き出す,ひきだす,pull out,損害,そんがい,damage,傾く,かたむく,tilt,特有,とくゆう,unique
回る,まわる,spin,対象,たいしょう,subject,紅葉,こうよう,autumn leaves,独裁,どくさい,dictatorship
真ん中,まんなか,middle,大臣,だいじん,minister,足跡,あしあと,footprints,独自,どくじ,original
見つかる,みつかる,found,大陸,たいりく,continent,代替,だいたい,alternative,独占,どくせん,monopoly
見つける,みつける,find,達する,たっする,reach,値,ね,value,突破,とっぱ,breakthrough
別れる,わかれる,break up,単位,たんい,unit,銅,どう,copper,内閣,ないかく,cabinet
代,だい,teenage,単純,たんじゅん,simple,抱く,だく,embrace,内緒,ないしょ,secret
安全,あんぜん,safety,担当,たんとう,responsible person,浴衣,ゆかた,yukata,内心,ないしん,inward
以内,いない,within,団体,だんたい,group,押さえる,おさえる,hold down,内蔵,ないぞう,built-in
育てる,そだてる,grow,知識,ちしき,knowledge,換える,かえる,exchange,内部,ないぶ,internal
雲,くも,cloud,地位,ちい,status,個所,かしょ,location,内訳,うちわけ,breakdown
下宿,げしゅく,boarding house,地域,ちいき,area,共同,きょうどう,joint,内陸,ないりく,inland
家内,かない,wife,遅刻,ちこく,behind time,組み合わせ,くみあわせ,combination,難,なん,difficult
科学,かがく,science,仲,なか,naka,超える,こえる,exceed,肉体,にくたい,body
海岸,かいがん,coast,仲間,なかま,fellow,住居,じゅうきょ,residence,日の丸,ひのまる,hinomaru
学部,がくぶ,undergraduate,仲良し,なかよし,a good friend,すれ違う,すれちがう,pass each other,乳,ちち,milk
客,きゃく,customer,駐車,ちゅうしゃ,parking,相互,そうご,mutual,入手,にゅうしゅ,obtain
泣く,なく,cry,著者,ちょしゃ,author,各々,おのおの,each,入賞,にゅうしょう,winning
教育,きょういく,education,貯金,ちょきん,saving,続々,ぞくぞく,one after another,入浴,にゅうよく,bathing
近所,きんじょ,neighborhood,調査,ちょうさ,research,炭鉱,たんこう,coal mine,尿,にょう,urine
苦い,にがい,bitter,頂上,ちょうじょう,the top,短編,たんぺん,short story,任す,まかす,to entrust
空港,くうこう,airport,直接,ちょくせつ,directly,造る,つくる,make,任務,にんむ,mission
君,くん,you,沈む,しずむ,sink,出掛ける,でかける,go out,任命,にんめい,appointment
決して,けっして,never,通り過ぎる,とおりすぎる,pass by,採る,とる,take,妊娠,にんしん,pregnancy
決める,きめる,decide,通過,つうか,passing,治す,なおす,cure,認識,にんしき,recognition
血,ち,blood,底,そこ,bottom,延ばす,のばす,extend,熱意,ねつい,enthusiasm
湖,みずうみ,lake,程度,ていど,degree,乗り換え,のりかえ,transfer,念,ねん,just in case
お礼,おれい,thank you,泥,どろ,mud,測る,はかる,measure,念願,ねんがん,long-sought
交通,こうつう,traffic,適切,てきせつ,appropriate,挟む,はさむ,sandwich,燃焼,ねんしょう,combustion
光る,ひかる,shine,適度,てきど,moderate,果たして,はたして,as expected,燃料,ねんりょう,fuel
港,みなと,harbor,適用,てきよう,application,引っ越し,ひっこし,moving,悩ます,なやます,trouble
細かい,こまかい,detailed,天候,てんこう,weather,増やす,ふやす,increase,納入,のうにゅう,delivery
参る,まいる,come,努力,どりょく,effort,編集,へんしゅう,edit,脳,のう,brain
残る,のこる,remain,怒鳴る,どなる,bellow,干す,ほす,dry,農場,のうじょう,farm
市,し,city,倒す,たおす,knock down,見慣れる,みなれる,be familiar,農地,のうち,agricultural land
指,ゆび,finger,党,とう,party,割引,わりびき,discount,把握,はあく,grasp
糸,いと,thread,塔,とう,tower,欧米,おうべい,western,派,は,faction
歯医者,はいしゃ,dentist,到着,とうちゃく,arrival,水産,すいさん,fisheries,派遣,はけん,dispatch
寺,てら,temple,頭痛,ずつう,headache,段,だん,step,破壊,はかい,destruction
自由,じゆう,freedom,動詞,どうし,verb,団,だん,dan,廃棄,はいき,waste
手伝う,てつだう,help,得る,うる,obtain,隻,せき,ship,廃止,はいし,abolition
受ける,うける,receive,得意,とくい,good at,現,げん,present,排除,はいじょ,exclusion
拾う,ひろう,pick up,毒,どく,poison,位,い,rank,排水,はいすい,drainage
住所,じゅうしょ,address,突っ込む,つっこむ,plunge,戦,せん,war,敗戦,はいせん,defeat
勝つ,かつ,win,突然,とつぜん,suddenly,省,しょう,ministry,敗北,はいぼく,defeat
焼く,やく,bake,届く,とどく,reach,領,りょう,territory,背景,はいけい,background
焼ける,やける,burn,内容,ないよう,contents,産,さん,birth,背後,はいご,behind
場所,ばしょ,place,南極,なんきょく,antarctic,付,づけ,attached,肺,はい,lung
植える,うえる,plant,日付,ひづけ,date,済み,ずみ,done,配給,はいきゅう,distribution
心配,しんぱい,anxiety,任せる,まかせる,entrust,家,か,house,配置,はいち,placement
森,もり,woods,認める,みとめる,admit,哀れ,あわれ,pathetic,配布,はいふ,distribution
深い,ふかい,deep,熱心,ねっしん,enthusiastic,圧縮,あっしゅく,compression,配分,はいぶん,allocation
申し上げる,もうしあげる,"to say, to tell",熱中,ねっちゅう,enthusiastic,案外,あんがい,unexpectedly,配慮,はいりょ,consideration
申す,もうす,declare,燃える,もえる,burn,意義,いぎ,significance,倍率,ばいりつ,magnification
真面目,まじめ,earnest,悩む,なやむ,to worry,為す,なす,do,賠償,ばいしょう,compensation
神社,じんじゃ,shrine,濃い,こい,dark,為替,かわせ,money order,迫害,はくがい,persecution
進む,すすむ,move on,農民,のうみん,farmers,一応,いちおう,for the time being,爆弾,ばくだん,bomb
人形,にんぎょう,doll,破る,やぶる,break,衛星,えいせい,satellite,爆破,ばくは,blast
水泳,すいえい,swimming,破産,はさん,bankruptcy,宴会,えんかい,banquet,発掘,はっくつ,excavation
数学,すうがく,math,配達,はいたつ,delivery,艶,つや,gloss,発言,はつげん,comment
星,ほし,star,爆発,ばくはつ,explosion,凹む,へこむ,dent,発作,ほっさ,seizures
生活,せいかつ,life,肌,はだ,skin,往復,おうふく,round trip,発生,はっせい,occurrence
製,せい,made,発達,はったつ,development,応援,おうえん,support,発病,はつびょう,onset of illness
昔,むかし,long ago,髪の毛,かみのけ,hair,応対,おうたい,responding,罰,ばつ,punishment
石,いし,stone,抜く,ぬく,pull out,応用,おうよう,application,判決,はんけつ,judgment
線,せん,line,抜ける,ぬける,exit,恩,おん,grace,判定,はんてい,judgement
全然,ぜんぜん,at all,判断,はんだん,judgment.,恩恵,おんけい,benefit,半端,はんぱ,half-hearted
相談,そうだん,consultation,犯罪,はんざい,crime,下旬,げじゅん,late,反応,はんのう,reaction
草,くさ,grass,販売,はんばい,sale,仮定,かてい,assumption,反響,はんきょう,response
息子,むすこ,son,否定,ひてい,denial,嫁,よめ,daughter-in-law,反撃,はんげき,counterattack
打つ,うつ,strike,悲劇,ひげき,tragedy,架空,かくう,fictitious,反発,はんぱつ,repulsion
虫,むし,insect,疲れ,つかれ,tired,花嫁,はなよめ,bride,反乱,はんらん,rebellion
調べる,しらべる,investigate,皮膚,ひふ,skin,過剰,かじょう,excess,班,はん,team
点,てん,point,被る,かぶる,suffer,街角,まちかど,street corner,繁栄,はんえい,prosperity
伝える,つたえる,inform,被害,ひがい,damage,拡充,かくじゅう,expansion,繁殖,はんしょく,breeding
島,しま,island,非,ひ,non-,拡張,かくちょう,expansion,晩年,ばんねん,late years
投げる,なげる,throw,非常,ひじょう,very,殻,から,shell,否決,ひけつ,rejection
湯,ゆ,hot water,必ずしも,かならずしも,necessarily,確信,かくしん,conviction,彼等,かれら,they
道具,どうぐ,tool,表現,ひょうげん,expression,確率,かくりつ,probability,悲観,ひかん,pessimism
日記,にっき,diary,貧しい,まずしい,poor,隔てる,へだてる,separate,悲惨,ひさん,miserable
倍,ばい,double,瓶,びん,bottle,学級,がっきゅう,class,悲鳴,ひめい,scream
反対,はんたい,oppose,不思議,ふしぎ,mystery,楽器,がっき,instrument,扉,とびら,door
番組,ばんぐみ,program,不利,ふり,unfavorable,活躍,かつやく,action,比重,ひじゅう,specific gravity
悲しい,かなしい,sad,付き合い,つきあい,dating,勘,かん,intuition,比率,ひりつ,ratio
飛行場,ひこうじょう,airfield,付ける,つける,wear,勘違い,かんちがい,misunderstanding,比例,ひれい,proportional
美しい,うつくしい,beautiful,夫妻,ふさい,mr. and mrs.,感激,かんげき,deep emotion,疲労,ひろう,fatigue
美術館,びじゅつかん,museum,夫人,ふじん,mrs.,看板,かんばん,signboard,秘書,ひしょ,secretary
負ける,まける,lose,婦人,ふじん,woman,緩い,ゆるい,loose,避難,ひなん,evacuation
部長,ぶちょう,director,布,ぬの,cloth,鑑賞,かんしょう,appreciation,非行,ひこう,delinquency
文化,ぶんか,culture,普段,ふだん,normally,間隔,かんかく,interval,尾,お,tail
返事,へんじ,reply,浮かべる,うかべる,float,器具,きぐ,equipment,美,び,beauty
放送,ほうそう,broadcast,舞台,ぶたい,stage,基地,きち,base,美術,びじゅつ,art
貿易,ぼうえき,trade,風景,ふうけい,landscape,基盤,きばん,basis,匹敵,ひってき,comparable
無くなる,なくなる,lose,幅,はば,width,飢える,うえる,hungry,票,ひょう,vote
無理,むり,unreasonableness,服装,ふくそう,clothes,休養,きゅうよう,rest,描写,びょうしゃ,depiction
鳴る,なる,ring,腹,はら,stomach,及ぼす,およぼす,to exert,苗,なえ,seedlings
毛,け,hair,閉じる,とじる,close,恐縮,きょうしゅく,excuse me,品質,ひんしつ,quality
役に立つ,やくにたつ,useful,変化,へんか,change,教養,きょうよう,culture,品種,ひんしゅ,variety
遊び,あそび,play,変更,へんこう,change,興奮,こうふん,excitement,浜,はま,beach
予習,よしゅう,preparation,編む,あむ,knit,驚かす,おどろかす,surprise,貧困,ひんこん,poverty
予定,よてい,schedule,便,びん,stool,句,く,"section, passage",頻繁,ひんぱん,frequent
様,さま,looks,便り,たより,news,郡,ぐん,county,敏感,びんかん,sensitive
葉,は,leaf,捕まる,つかまる,get caught,系統,けいとう,system,不可欠,ふかけつ,necessary
落ちる,おちる,drop down,暮らし,くらし,living,継続,けいぞく,continuation,不況,ふきょう,recession
理由,りゆう,reason,暮らす,くらす,live,堅い,かたい,hard,不景気,ふけいき,recession
留守,るす,absence,報告,ほうこく,report,研修,けんしゅう,training,不在,ふざい,absence
両方,りょうほう,both,宝,たから,treasure,謙虚,けんきょ,humility,不審,ふしん,distrust
例えば,たとえば,for example,宝石,ほうせき,jewelry,賢明,けんめい,wise,不振,ふしん,slump
礼,れい,thank you,抱える,かかえる,hold,顕微鏡,けんびきょう,microscope,不調,ふちょう,upset
選ぶ,えらぶ,choose,方針,ほうしん,policy,厳重,げんじゅう,strict,不当,ふとう,injustice
決まる,きまる,to be decided,方法,ほうほう,method,古典,こてん,classic,不動産,ふどうさん,real estate
具合,ぐあい,condition,法,ほう,law,娯楽,ごらく,entertainment,不服,ふふく,dissatisfaction
全て,すべて,all,法則,ほうそく,law,後輩,こうはい,one's junior,不明,ふめい,not clear
確か,たしか,certainly,訪問,ほうもん,visit,ご無沙汰,ごぶさた,long silence,不良,ふりょう,bad
直す,なおす,fix,豊か,ゆたか,rich,御覧,ごらん,see,富,とみ,wealth
直る,なおる,heal,豊富,ほうふ,abundant,公衆,こうしゅう,public,扶養,ふよう,dependents
祭り,まつり,festival,棒,ぼう,rod,功績,こうせき,achievement,腐敗,ふはい,corruption
お祭り,おまつり,festival,埋める,うめる,fill in,好き嫌い,すききらい,likes and dislikes,負う,おう,to bear
向かう,むかう,heading,未来,みらい,future,攻める,せめる,attack,負債,ふさい,liabilities
島,とう,island,夢中,むちゅう,crazy,校舎,こうしゃ,school building,負傷,ふしょう,injured
案内,あんない,guidance,命令,めいれい,order,綱,つな,tsuna,負担,ふたん,load
移る,うつる,move,綿,めん,cotton,項目,こうもく,item,赴く,おもむく,go
引っ越す,ひっこす,move,面接,めんせつ,interview,高級,こうきゅう,luxury,赴任,ふにん,relocation
