Sentences,Translation
はい非常に楽しい旅でした,"Yes, it was a very enjoyable trip."
なってしまうのでもうちょっと急いで,It's been a very enjoyable trip.
から帰りたいと思います,I'd like to go home from
もうの呼ぶとはまた違った雰囲気で,It's a different atmosphere from what we call it anymore.
ゆっくりと者の時間を過ごすことができた,I was able to spend some time with him.
大学生のときにスペイン語を学びました,I learned Spanish when I was in college.
スペイン語って、あの、難しいですけれども,"Spanish is, you know, difficult."
学ぶ楽しさはやっぱりありますよね？,"It's fun to learn, isn't it?"
女性名詞と男性名詞があって,There are feminine and masculine nouns.
それぞれ変わるんですよ,Each one is different.
外国語を学ばれた方いらっしゃいますか？,Have you ever studied a foreign language?
皆さん、第二外国語は何にしていましたか？,What did you choose as your second language?
流れて行っちゃった,It just drifted away.
コメントがすぐに流れちゃうので,The comments flow so quickly.
結構スペイン語が多いですね,It's pretty much all Spanish.
なんだろうこれ？,What is this?
いいですかね？,Are you sure?
感じでみなさんは撮ってください,Please take pictures like this.
感動してすぐ泣いちゃいますし,I get emotional and cry easily.
ポテトが気になっていたので,I was curious about the potatoes.
そういうこと言わないで！,Don't say that!
スタッフさんが出していいのか？,Is it okay for the staff to let you out?
まあ私のは笑えるからいいですよね,"Well, mine's good for a laugh."
ほんとそわそわしてたんですから,I've been really nervous.
そしてですね忘れてはいけない,And don't forget...
これは必ず実践していますね,You always practice this.
スカイツリー本当に高くていいですね,Sky Tree is really tall and nice.
ちょっと報告をしていた,I've been doing some reporting.
時刻は17時30分を回りました,The time was around 17:30.
っていう感じにしているかもしれない私,I might be making it look like that.
結構皆さんのおかげですね,That's pretty much all of you.
本当に幸せな一ヶ月間だったと思います,I think it's been a really happy month.
さっきデビューしたばっかだからもう本当に,"I just made my debut, so I'm really ready to go."
結構皆さんのおかげですね,Thanks to all of you!
まずはじゃあ、 歩幅は極端に狭く,"First of all, your stride should be extremely narrow."
けっこう足をあげなくちゃいけないですよね,You have to lift your legs quite a bit.
足先を見るといいそうですよ,They say you should watch your toes.
何倍かかるんだっていう,How many times will it take?
慎重に、こんな風に歩いてください,"Carefully, walk like this."
今日 作りたくなる 簡単レシピを紹介,Simple recipes you'll want to make today.
こんな感じになります,It will look like this.
そこへ オクラ みょうが 山芋 きゅうり,"Then add okra, myoga, yams, cucumbers."
そして 最後に 納豆を添えれば出来上がり！,"And finally, garnish with natto and you're all set!"
食欲がなくても ツルッといける,"Even if you don't have an appetite, you can still enjoy it!"
栄養たっぷりの 冷たいネバそば,Cold nebasoba with lots of nutrition.
もこみち君 出来栄えは いかが？,"How's it coming along, Mokomichi?"
では いただきます,Let's eat!
このつゆをですね たっぷりかけて ,Pour plenty of this soup on top. 
混ぜて食べるんです,Mix it together and eat it.
いろんな食感が楽しめるんで,You can enjoy many different textures.
12歳 丈太郎君 勉強しましょう,"12 years old, Jotaro. Let's study."
今日は そうですね,Today we'll have...
トマトはまず 包丁で へたを取ったら,"First, remove the guts with a knife."
表面に軽く 切れ目を入れ,Make light slits in the surface.
それを熱湯の中へ,Put them in boiling water.
 熱湯に入れます, Put it in boiling water.
もう ちょっと 入れるだけでいいです,Just a little more is all you need.
サッと茹でたらトマトを 氷水にさらし,"After the tomatoes are boiled, put them in ice water."
切れ目から皮をむきます,Peel the skin from the slits.
皮をむいたトマトはクシ形にカット,Cut the peeled tomatoes into wedges.
ボウルへ移します,Transfer to a bowl.
彩りが 豊かになってきました,Now we have a rich color palette.
今度はドレッシング作り,Now to make the dressing.
にんにくと 数種類のハーブに,Mix garlic and a few herbs.
塩･こしょうをして すり,"Salt, pepper, and grind."
オリーブオイル,Olive oil.
ワインビネガーなどを 加え よく混ぜます,Add some wine vinegar and mix well.
お味は いかが？,How does it taste?
出来上がった ドレッシングは,The dressing is ready.
トマトにかけ よく和えます,Pour over the tomatoes and toss well.
これを冷蔵庫で少し,Put it in the refrigerator for a little while.
味がなじむように 冷やします,Chill it a little bit so that the flavors blend.
さあ 入れます,Now let's put it in.
今日のパスタ 茹で時間は９分,Today's pasta should be cooked in 9 minutes.
さあパスタのほうは もういい感じなので,The pasta is ready to go.
茹で上がったら いよいよ仕上げ！,"After boiling, it's time to finish!"
まず 冷蔵庫から ,"First, from the refrigerator. "
ドレッシングで和えたトマトを取り出す,Take out the tomatoes with the dressing from the refrigerator.
もういい感じですね,It's looking good.
そこへ パルミジャーノチーズを 振りかけ,Sprinkle with Parmigiano cheese.
茹で上がったパスタを ボウルへ,Put the cooked pasta in a bowl.
トマト ドレッシングと からめていきます,Toss it with the tomato dressing.
あとは盛りつけ,Now we're ready to serve.
まず チコリを お皿に敷き,Put the chicory on a plate.
その上に からめた パスタを載せます,Then put the pasta on top.
ここがね 大事なんですよ,This is very important.
まあ でも ちょっと,But a little.
更にカッテージチーズを 振りかけ,Sprinkle with cottage cheese.
こしょうを皿の周りに かければ,Sprinkle some pepper around the plate.
今日は これで決まり,That's it for today.
冷製トマトパスタの 完成です！,Chilled tomato pasta is complete!
バジルの香りと,The aroma of basil and
冷たいトマトが 食欲をそそる冷製パスタ,The aroma of basil and cold tomatoes will whet your appetite.
もこみち君 出来栄えは いかが？,"How's it coming along, Mokomichi?"
こういうふうに冷製パスタを作ってもいい,It's good to make cold pasta like this.
こういったフレッシュな トマトを使って ,You can use fresh tomatoes like this. 
こんな１品もあります ,We also have these items 
是非 チャレンジしてみてください,I hope you'll give it a try.
ありがとうございます,Thank you very much.
今日は また ちょっと違った,"Today, we'll try something different."
マンネリ解消新感覚サラダを作ろうと思う,"Today, I'd like to make a new kind of salad that will get you out of a rut."
早速 作っていきましょう,Let's get right to it.
今日はこんなステキな食材を用意しました,"Today, I've prepared these wonderful ingredients."
まず この ルッコラなんですけど,"First, there's this arugula."
この端の部分を ちぎって,Tear off the ends of this arugula.
これをボウルへ 入れてしまいます,Put it in a bowl.
そして グリーンオリーブ,And green olives.
もう あらかじめ カットしてあるものです,I've already cut them up.
これを入れます,Put these in.
そして このラズベリ,And this raspberry.
これも丸ごと 入れちゃいましょう,Let's put them in whole.
で ここにですね,And here...
ちょっと このオリーブオイル かけて,Pour some olive oil on it.
からめていきましょう,Let’s mix it together.
こいつを 使いたいと思います,I'll use this.
ここにラズベリーを たくさん乳鉢に入れて,Put raspberries in a mortar and pestle.
つぶしていきましょう,Let's crush them.
ここに 塩 そして こしょう,Salt and pepper.
そしたら あの　このレモン,And this lemon.
半分にカットして 搾ります,Cut it in half and squeeze it.
オリーブオイルと ヨーグルトを加えて,Add olive oil and yogurt.
よく混ぜ合わせます,Mix well.
なるほど　これを ドレッシングにするのね,I see. So this is the dressing.
すごく おいしい,So delicious.
ここに このレモンの皮を 削っていきましょう,Let's scrape the lemon zest here.
こんなドレッシング なかなかないですよね,It's not often you find a dressing like this.
そしたら もう 盛りつけに入ります,Then we're ready to serve.
早いですよ 今日は,We're early today.
まず お皿に野菜を盛りつけ,"First, put the vegetables on a plate."
その上にドレッシングを 回しがけします,Then pour the dressing on top.
そして 最後に チーズを削れば,"And finally, shave some cheese on top."
今日は これで決まり！,That's it for today!
鮮やかな ピンクが まぶしい,It's bright pink and dazzling.
見た目も味も 正に新感覚の,It looks and tastes just like a new sensation.
ラズベリーと ヨーグルトのサラダ,raspberry and yogurt salad.
よね？　俺も覚えてなかった,Right?　I didn't remember either.
緊張しすぎて 覚えてないみたいな ,I was too nervous to remember. 
あの瞬間は ちょっと無理だった,That moment was a little too much.
あっ 飲み物 何にする？,"Oh, what would you like to drink?"
アイスティーで,Iced tea.
アイスティー１つと,One iced tea.
アイスコーヒーで,Iced coffee.
はい かしこまりました,"Yes, sir. Yes, sir."
お願いします,"Yes, please."
ドキドキ すごいっすね,I'm thrilled. It's amazing.
えっ どうする？　敬語,What do you want?　Respectful.
でも 徐々にじゃないと無理か,But it'll have to be gradual.
いや いけます ,I can do it. 
いける？,You can?
じゃあ 敬語なくそう,Then let's lose the honorifics.
そういうことかそういうこと そういうこと？,That's what you mean. That's what you mean?
急には 無理かもしんないけどさ,"It may be too much to ask suddenly, but..."
何されてるんですか？,What do you do?
一応 お仕事ですよね？ ,"It's your job, right? "
お仕事は 料理人,I'm a chef.
どこ出身です？ 北海道です,Where are you from? Hokkaido.
えっ 北海道？,Hokkaido?
あっ 北海道 めっちゃ こんなじゃないですか？,"Oh, Hokkaido. Isn't it really like this?"
端と端 ヤバい,On one end and on the other.
沖縄いいね 沖縄 行きたくて,Okinawa's nice. I've been wanting to go to Okinawa.
俺の家族 ５人家族なんだけど,My family's a family of five.
家族旅行 行きますって なって,We're going on a family vacation.
どこ行く？ってなって 沖縄ってなって結果的に,Where should we go? And then we decided on Okinawa.
じゃあ 行こうかって なったんだけど,So we decided to go.
俺んち 犬がたくさんいて 犬をたくさん飼ってて,But we have a lot of dogs. We have a lot of dogs.
最終的に“俺が家に残る”,"In the end, I said, ""I'll stay home."""
そのほかの家族が 全員 沖縄に旅行 行くって,The rest of the family was going on a trip to Okinawa.
だから 俺だけ 唯一 沖縄に行けてない,So I'm the only one who hasn't been to Okinawa.
逆に 雪 見たことないです,"On the other hand, I've never seen snow."
うん マジで見たことない,"No, I've never seen snow."
沖縄 降らないよね 絶対に ,"It never snows in Okinawa, right? "
降らないから,It never falls.
機械が出した雪みたいなのは見たことがある,I've seen what looks like snow that a machine put out.
本当の雪は見たことない,But I've never seen real snow.
じゃあ 北海道 雪しかないから,"Hokkaido, there's nothing but snow."
冬なんて もうすごいよ,Winter is amazing.
めちゃくちゃ寒い,It's so cold.
北海道から 昨日 来たんですか？,Did you come from Hokkaido yesterday?
北海道から上京してきて,I came to Tokyo from Hokkaido.
今は レストランで料理やってて,I'm currently working as a chef at a restaurant.
上京したいって気持ちは めっちゃある,I've always wanted to come to Tokyo.
うん　行きたいなって 思ってるけど,"Yeah, I'd like to."
好きな人とかは いないわけじゃん？,"You don't have anyone you like, right?"
初っ端から聞くけどさ ,Let me ask you something right from the start. 
異性に対して,The opposite sex?
好きなタイプとかはさ どうなの？,What's your favorite type?
タイプ どうだろう？ 求めるものとか,My type. I don't know. What are you looking for?
やっぱ 話しやすい人がよくて,I'm looking for someone who's easy to talk to.
面白い人とか ,Someone interesting. 
見た目で,In terms of looks.
見た目で？,In terms of looks?
見た目で言うなら ひげがある人がいい,"In terms of looks, I like someone with a beard."
ああっ そういうことか ひげがある人ね,"Oh, I see. Someone with a beard."
ちょっとさ… いや まだ言わないわ,I'm not going to tell you yet.
いや なんかさ,"No, I don't know."
ひげがある人が好きって 言ったじゃん？,You said you like people with beards.
俺 昨日まで 実はさ ひげあってさ,"Until yesterday, I actually had a beard."
めっちゃ生えてた,It was really big.
すげえ めちゃくちゃ 生えてたんだけど,"It was really big, but..."
そっちゃった,But it's gone!
ウケる,That's funny.
めっちゃ後悔するとは,I didn't know I'd regret it so much.
大丈夫 すぐ生えるから ひげなんて,"Don't worry, it'll grow back soon."
いや でも いいよ　それでも ,"No, but it's okay. "
うん 似合ってる,"Yeah, it looks good on you."
話してて素直というか,You're so honest when you talk.
あんまり気を使わないで 話せるのかなって,I felt like I could talk to you without worrying too much.
素直に思えたので,I could honestly see that.
一緒にいていいなとは 思いましたね,I thought it would be nice to be with you.
やっぱ 話しやすかったって いうのがあって,I thought you were easy to talk to.
初対面でも めっちゃ好印象でいます 今,"Even though we've never met, I have a good impression of you."
あと 笑った顔 かわいかったです,"Also, your face when you smiled was so cute."
かわいかった かわいかった,She was cute. She was cute.
横浜の橋の上で 待ち合わせた２人は,The two of them met on a bridge in Yokohama.
レトロな車に乗り 故郷の話をした,We got in a retro car and talked about our hometowns.
あれかな？ すげえ かわいいの来たよ,Is that it? I've got something really cute.
すげえ これなの？,"Wow, is this it?"
あかいくつって えっ これ だよね？,"How many are there? This one, right?"
これだよ いいよ 先,This is it. Go ahead.
どこでもいいのかな？ ,Does it matter where it is? 
どこでもいいんじゃない？,Anywhere's fine.
ひげ生やしてんの？,You have a beard?
えっ すぐ気付いた？ ,Did you notice right away? 
当たり前,Of course not.
だって こんなのなかったのに,I've never had one before.
ひげ嫌いって言ったら そるわけ？,"If I said I hated beards, you'd shave it off?"
うん そるそる　全然そる,"Yes, I do. I totally do."
だから もう 次の日には そってる,So I'll shave it off the next day.
いや いいと思う,"No, I think it's fine."
めっちゃ きれいな街だよ,It's a really beautiful city.
でも 若干ね 俺の地元 小樽なんだけどさ,But it's a little... my hometown is Otaru.
でも見たことある,I've seen it before.
望むところです,I was hoping for that.
ひと回りしてきます,I'll check the perimeter.
手柄が欲しくて,He seems to really want a promotion.
しかたないみたいですね,It looks like there's nothing we can do.
仲良くしろよ お前,"Come on, be nice."
聞こえるように言ってんだよ,I'm saying it so you can hear it.
犯行現場に戻ってきた まぬけな犯人,The foolish criminal returns to the scene of the crime.
その手柄が刑事への道を開いてくれた,That success opened the door to my career as a detective.
報いなのかもしれない,Maybe it's payback.
この痛みや悔しさは どうなるんだろう,What happens to all my pain and frustration?
奇跡的に命を取り留めた,"Miraculously, he survived."
撃たれてから５日後だった,It was five days after the shooting.
手術の際には一時的に心臓を止めます,"During the surgery, we will temporarily stop your heart."
なに 心配してんのか？,Are you worried about him?
検死は済んだから,We've already done the autopsy.
つまり 指紋みたいなもんだ,"In other words, it's like fingerprints."
ようやく本性が出てきたな その調子だぞ,Your true nature is coming out. Keep it going.
